drug_names,pair_count,http_status,returned_records,total_api_matches,eligible_single_drug_label_count,unique_eligible_indication_texts,combination_records,indications_text,source_urls,all_eligible_set_ids,label_status,api_last_updated
dimethyl fumarate,1,200,20,20,18,10,1,"1 INDICATIONS AND USAGE Dimethyl fumarate delayed-release capsules are indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. Dimethyl fumarate delayed-release capsules are indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. ( 1 )

[LABEL]
1 INDICATIONS AND USAGE Dimethyl fumarate delayed-release capsules are indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. Dimethyl fumarate delayed-release capsules are indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults.

[LABEL]
1 INDICATIONS AND USAGE Dimethyl fumarate delayed-release capsules are indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. Dimethyl fumarate delayed-release capsules are indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. ( 1)

[LABEL]
1 INDICATIONS AND USAGE Dimethyl fumarate delayed-release capsules are indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. Dimethyl fumarate is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. ( 1 )",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5361d5c6-c3eb-88e6-e063-6294a90ac08c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b8e5184d-5d1d-0a89-e053-2995a90a2d6d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b4a200c1-f25a-4aa8-8770-06182fdeda9d;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b00dcf89-59d3-9ab2-fd9b-16b9ec2d677b,5361d5c6-c3eb-88e6-e063-6294a90ac08c;b8e5184d-5d1d-0a89-e053-2995a90a2d6d;b4a200c1-f25a-4aa8-8770-06182fdeda9d;b00dcf89-59d3-9ab2-fd9b-16b9ec2d677b;e12d8fee-bd18-4f84-8333-c890f1d132b7;f8ada3e3-55c0-43e3-95b9-c6d11ffc42dd;665d7e74-036c-5f68-5b67-ab84b9b49151;e7ef9b9e-d97a-4a56-b792-a1a255613156;a3677dce-a44b-481f-8a76-9ff3a4d42105;074d2820-6cb4-437a-8f6f-a21cb0a8ee02,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
dolutegravir,2,200,5,5,2,2,3,"1 INDICATIONS AND USAGE TIVICAY and TIVICAY PD are indicated in combination with other antiretroviral agents for the treatment of HIV‑1 infection in adults (treatment-naïve or -experienced) and in pediatric patients (treatment-naïve or -experienced but integrase strand transfer inhibitor [INSTI]-naïve) weighing at least 2 kg [see Microbiology ( 12.4 )] . TIVICAY is indicated in combination with rilpivirine as a complete regimen for the treatment of HIV-1 infection in adults to replace the current antiretroviral regimen in those who are virologically suppressed (HIV-1 RNA less than 50 copies/mL) on a stable antiretroviral regimen for at least 6 months with no history of treatment failure or known substitutions associated with resistance to either antiretroviral agent. TIVICAY and TIVICAY PD are an HIV-1 integrase strand transfer inhibitor (INSTI) indicated in combination with other antiretroviral agents for the treatment of HIV-1 infection in adults (treatment-naïve or -experienced) and in pediatric patients (treatment-naïve or -experienced but INSTI- naïve) weighing at least 2 kg. ( 1 ) TIVICAY is indicated in combination with rilpivirine as a complete regimen for the treatment of HIV-1 infection in adults to replace the current antiretroviral regimen in those who are virologically suppressed (HIV-1 RNA less than 50 copies/mL) on a stable antiretroviral regimen for at least 6 months with no history of treatment failure or known substitutions associated with resistance to either antiretroviral agent. ( 1 )

[LABEL]
1 INDICATIONS AND USAGE TIVICAY and TIVICAY PD are indicated in combination with other antiretroviral agents for the treatment of HIV‑1 infection in adults (treatment-naïve or -experienced) and in pediatric patients (treatment-naïve or -experienced but integrase strand transfer inhibitor [INSTI]-naïve) aged at least 4 weeks and weighing at least 3 kg [see Microbiology ( 12.4 )]. TIVICAY is indicated in combination with rilpivirine as a complete regimen for the treatment of HIV-1 infection in adults to replace the current antiretroviral regimen in those who are virologically suppressed (HIV-1 RNA less than 50 copies/ mL) on a stable antiretroviral regimen for at least 6 months with no history of treatment failure or known substitutions associated with resistance to either antiretroviral agent. TIVICAY and TIVICAY PD are an HIV-1 integrase strand transfer inhibitor (INSTI) indicated in combination with other antiretroviral agents for the treatment of HIV-1 infection in adults (treatment-naïve or -experienced) and in pediatric patients (treatment-naïve or -experienced but INSTI- naïve) aged at least 4 weeks and weighing at least 3 kg. ( 1 ) TIVICAY is indicated in combination with rilpivirine as a complete regimen for the treatment of HIV-1 infection in adults to replace the current antiretroviral regimen in those who are virologically suppressed (HIV-1 RNA less than 50 copies/mL) on a stable antiretroviral regimen for at least 6 months with no history of treatment failure or known substitutions associated with resistance to either antiretroviral agent. ( 1 )",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=63df5af3-b8ac-4e76-9830-2dbb340af922;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=485bc9db-8665-9f5a-e063-6394a90a7921,63df5af3-b8ac-4e76-9830-2dbb340af922;485bc9db-8665-9f5a-e063-6394a90a7921,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
donepezil,2,200,30,58,26,14,4,"1 INDICATIONS AND USAGE Donepezil hydrochloride tablets are indicated for the treatment of dementia of the Alzheimer’s type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer’s disease. Donepezil is an acetylcholinesterase inhibitor indicated for the treatment of dementia of the Alzheimer’s type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer’s Disease (1)

[LABEL]
1 INDICATIONS AND USAGE Donepezil hydrochloride tablets are indicated for the treatment of dementia of the Alzheimer’s type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer’s disease. Donepezil hydrochloride tablets are acetylcholinesterase inhibitor indicated for the treatment of dementia of the Alzheimer’s type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer’s Disease ( 1 )

[LABEL]
1 INDICATIONS AND USAGE Donepezil hydrochloride tablets are an acetylcholinesterase inhibitor indicated for the treatment of dementia of the Alzheimer's type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer's Disease Donepezil hydrochloride tablets are indicated for the treatment of dementia of the Alzheimer's type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer's disease.

[LABEL]
1 INDICATIONS AND USAGE Donepezil hydrochloride tablets are indicated for the treatment of dementia of the Alzheimer’s type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer’s disease. Donepezil is an acetylcholinesterase inhibitor indicated for the treatment of dementia of the Alzheimer’s type. Efficacy has been demonstrated in patients with mild, moderate, and severe Alzheimer’s Disease",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0516d548-db9b-410a-aec9-79aedbc3f6e9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a085ed33-c262-44ab-e053-2a95a90a5557;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c942a4c9-dbe5-4131-bb6c-aa2d31b387e7;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8138f616-83f3-4c47-84ef-1bce2db339f7,0516d548-db9b-410a-aec9-79aedbc3f6e9;a085ed33-c262-44ab-e053-2a95a90a5557;c942a4c9-dbe5-4131-bb6c-aa2d31b387e7;8138f616-83f3-4c47-84ef-1bce2db339f7;ee54a472-6783-41df-b8bb-9c3e4c996907;41c095b6-acd9-4627-a813-bbca7ecafee5;56abe961-ec94-4a77-b548-426f6255539e;84d8ca68-26f3-4dd5-9dd4-6a7525a30db1;1a8906ce-96dc-4bc8-81c1-5db67a187aac;12ae85f0-023c-49ca-8c4a-0a6a7585290e;11404dc3-1bde-4d4e-8386-006b67ee19dd;7c0d3bcb-157d-0414-64ee-055bc614d190;93dddf28-094b-dd8c-e053-2995a90a63e9;7620f41a-3eef-453b-a564-ea3c85374de2,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
doravirine,1,200,4,4,2,1,2,"1 INDICATIONS AND USAGE PIFELTRO ® is indicated in combination with other antiretroviral agents for the treatment of HIV-1 infection in adults and pediatric patients weighing at least 35 kg: with no prior antiretroviral treatment history; OR to replace the current antiretroviral regimen in those who are virologically-suppressed (HIV-1 RNA less than 50 copies per mL) on a stable antiretroviral regimen with no history of treatment failure and no known substitutions associated with resistance to doravirine [see Clinical Studies (14) ] . PIFELTRO, a non-nucleoside reverse transcriptase inhibitor (NNRTI), is indicated in combination with other antiretroviral agents for the treatment of HIV-1 infection in adults and pediatric patients weighing at least 35 kg: with no prior antiretroviral treatment history, OR to replace the current antiretroviral regimen in those who are virologically-suppressed (HIV-1 RNA less than 50 copies per mL) on a stable antiretroviral regimen with no history of treatment failure and no known substitutions associated with resistance to doravirine. ( 1 )",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ff06e5cc-f47a-4779-816b-0e5b13e88a25,ff06e5cc-f47a-4779-816b-0e5b13e88a25,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
doripenem,1,404,0,0,0,0,0,,,,NO_USABLE_SINGLE_DRUG_LABEL,
dronabinol,1,200,9,9,9,7,0,"1 INDICATIONS AND USAGE Dronabinol capsules are indicated in adults for the treatment of: • anorexia associated with weight loss in patients with Acquired Immune Deficiency Syndrome (AIDS). • nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments. Dronabinol capsules is a cannabinoid indicated in adults for the treatment of: • Anorexia associated with weight loss in patients with AIDS. ( 1 ) • Nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments. ( 1 )

[LABEL]
1 INDICATIONS AND USAGE Dronabinol capsules are indicated in adults for the treatment of: anorexia associated with weight loss in patients with Acquired Immune Deficiency Syndrome (AIDS). nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments. Dronabinol capsules is a cannabinoid indicated in adults for the treatment of: Anorexia associated with weight loss in patients with AIDS. ( 1 ) Nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments. ( 1 )

[LABEL]
1 INDICATIONS AND USAGE SYNDROS is indicated in adults for the treatment of: anorexia associated with weight loss in patients with Acquired Immune Deficiency Syndrome (AIDS). nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments. SYNDROS is a cannabinoid indicated in adults for the treatment of: anorexia associated with weight loss in patients with AIDS. ( 1 ) nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments. ( 1 )

[LABEL]
1 INDICATIONS AND USAGE Dronabinol capsules are indicated in adults for the treatment of: anorexia associated with weight loss in patients with Acquired Immune Deficiency Syndrome (AIDS). nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments. Dronabinol capsules are a cannabinoid indicated in adults for the treatment of: Anorexia associated with weight loss in patients with AIDS. (1) Nausea and vomiting associated with cancer chemotherapy in patients who have failed to respond adequately to conventional antiemetic treatments. (1)",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fd8c5d57-0173-4f62-8ff0-d8147986a976;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=adb1801c-0fb5-4e16-b969-1db91230e0b9;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a7801c70-995d-46a2-91ee-141ef427c6b5;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=66f36fe0-9808-4b73-a99a-794d86ff0c1c,fd8c5d57-0173-4f62-8ff0-d8147986a976;adb1801c-0fb5-4e16-b969-1db91230e0b9;a7801c70-995d-46a2-91ee-141ef427c6b5;66f36fe0-9808-4b73-a99a-794d86ff0c1c;495aabae-3597-49dc-a5af-e328bcd937b7;d0efeeec-640d-43c3-8f0a-d31324a11c68;628f9609-6583-49be-be77-b64cfbc46fd7,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
droxidopa;norepinephrine,1,400,0,0,0,0,0,,,,NO_USABLE_SINGLE_DRUG_LABEL,
duloxetine,1,200,30,132,30,12,0,"1 INDICATIONS AND USAGE Duloxetine delayed-release capsules are indicated for the treatment of: Major depressive disorder in adults Generalized anxiety disorder in adults and pediatric patients 7 years of age and older Diabetic peripheral neuropathic pain in adults Fibromyalgia in adults and pediatric patients 13 years of age and older Chronic musculoskeletal pain in adults Duloxetine delayed-release capsules are a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of the following conditions: Major depressive disorder (MDD) in adults ( 1 ) Generalized anxiety disorder (GAD) in adults and pediatric patients 7 years of age and older ( 1 ) Diabetic peripheral neuropathic pain (DPNP) in adults ( 1 ) Fibromyalgia (FM) in adults and pediatric patients 13 years of age and older ( 1 ) Chronic musculoskeletal pain in adults ( 1 )

[LABEL]
1 INDICATIONS AND USAGE Duloxetine delayed-release capsules is indicated for the treatment of: Major depressive disorder in adults Generalized anxiety disorder in adults and pediatric patients 7 years of age and older Diabetic peripheral neuropathic pain in adults Fibromyalgia in adults and pediatric patients 13 years of age and older Chronic musculoskeletal pain in adults Duloxetine delayed-release capsules are a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of the following conditions: Major depressive disorder (MDD) in adults ( 1 ) Generalized anxiety disorder (GAD) in adults and pediatric patients 7 years of age and older ( 1 ) Diabetic peripheral neuropathic pain (DPNP) in adults ( 1 ) Fibromyalgia (FM) in adults and pediatric patients 13 years of age and older ( 1 ) Chronic musculoskeletal pain in adults ( 1 )

[LABEL]
1 INDICATIONS AND USAGE Duloxetine delayed-release capsule is a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of the following conditions: Major depressive disorder (MDD) in adults ( 1 ) Generalized anxiety disorder (GAD) in adults and pediatric patients 7 years of age and older ( 1 ) Diabetic peripheral neuropathic Pain (DPNP) in adults ( 1 ) Fibromyalgia (FM) in adults and pediatric patients 13 years of age and older ( 1 ) Chronic musculoskeletal pain in adults ( 1 ) Duloxetine delayed-release capsules are indicated for the treatment of: Major depressive disorder in adults Generalized anxiety disorder in adults and pediatric patients 7 years of age and older Diabetic peripheral neuropathic pain in adults Fibromyalgia in adults and pediatric patients 13 years of age and older Chronic musculoskeletal pain in adults

[LABEL]
1 INDICATIONS AND USAGE Duloxetine delayed-release capsule is a serotonin and norepinephrine reuptake inhibitor (SNRI) indicated for the treatment of the following conditions: Major depressive disorder (MDD) in adults ( 1 ) Generalized anxiety disorder (GAD) in adults and pediatric patients 7 years of age and older ( 1 ) Diabetic peripheral neuropathic Pain (DPNP) in adults ( 1 ) Fibromyalgia (FM) in adults ( 1 )and pediatric patients 13 years of age and older ( 1 ) Chronic musculoskeletal pain in adults ( 1 ) Duloxetine delayed-release capsules are indicated for the treatment of: Major depressive disorder in adults Generalized anxiety disorder in adults and pediatric patients 7 years of age and older Diabetic peripheral neuropathic pain in adults Fibromyalgia in adults and pediatric patients 13 years of age and older Chronic musculoskeletal pain in adults",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ed164dbb-e713-42d1-a78e-31145578b9f8;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00628e5e-4c5b-2573-e063-6294a90a0e3b;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=461d769c-b787-4bc7-b4a6-7a5f33ae9d45;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=79e1a9b1-e084-48b6-a252-97bbd2f55a79,ed164dbb-e713-42d1-a78e-31145578b9f8;00628e5e-4c5b-2573-e063-6294a90a0e3b;461d769c-b787-4bc7-b4a6-7a5f33ae9d45;79e1a9b1-e084-48b6-a252-97bbd2f55a79;fb37745f-fb40-4f7f-8143-ea1874c38e1b;90224073-178d-7ec5-e053-2995a90a20fc;22a2ad76-0841-46fe-85e1-101afd924939;39453971-766d-45bf-a0fd-4658d72bae72;05a744a5-64ef-42d7-a19c-568be5a272d4;9141b9d3-8d4d-43ec-acf9-e1b620590c4b;29eacc40-cbec-4cc9-8556-773346617e85;bb2ca3bf-983c-1e4a-a91d-dc7dee66d741,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
duvelisib,2,200,1,1,1,1,0,1 INDICATIONS AND USAGE COPIKTRA is indicated for the treatment of adult patients with relapsed or refractory chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL) after at least two prior lines of systemic therapy. Limitations of Use: COPIKTRA is not indicated or recommended for the treatment of any patients with CLL or SLL as initial or second line treatment due to an increased risk of treatment-related mortality. COPIKTRA is a kinase inhibitor indicated for the treatment of adult patients with relapsed or refractory chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL) after at least two prior lines lines of systemic therapy. ( 1 ) Limitations of Use : COPIKTRA is not indicated or recommended for the treatment of any patients with CLL or SLL as initial or second line treatment due to an increased risk of treatment-related mortality. ( 1 ),https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e3c5ac56-e1f6-473a-bc73-687836534780,e3c5ac56-e1f6-473a-bc73-687836534780,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
edoxaban,1,200,1,1,1,1,0,"1 INDICATIONS AND USAGE SAVAYSA is a factor Xa inhibitor indicated: To reduce the risk of stroke and systemic embolism (SE) in patients with nonvalvular atrial fibrillation (NVAF) ( 1.1 ) Limitation of Use for NVAF SAVAYSA should not be used in patients with creatinine clearance (CrCL) > 95 mL/min because of increased risk of ischemic stroke compared to warfarin at the highest dose studied (60 mg) ( 1.1 ) SAVAYSA is indicated for the treatment of deep vein thrombosis (DVT) and pulmonary embolism (PE) following 5 to 10 days of initial therapy with a parenteral anticoagulant ( 1.2 ) 1.1 Reduction in the Risk of Stroke and Systemic Embolism in Nonvalvular Atrial Fibrillation SAVAYSA is indicated to reduce the risk of stroke and systemic embolism (SE) in patients with nonvalvular atrial fibrillation (NVAF). Limitation of Use for NVAF SAVAYSA should not be used in patients with CrCL > 95 mL/min because of an increased risk of ischemic stroke compared to warfarin [see Dosage and Administration (2.1) , Warnings and Precautions (5.1) and Clinical Studies (14.1) ] . 1.2 Treatment of Deep Vein Thrombosis and Pulmonary Embolism SAVAYSA is indicated for the treatment of deep vein thrombosis (DVT) and pulmonary embolism (PE) following 5 to 10 days of initial therapy with a parenteral anticoagulant.",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e77d3400-56ad-11e3-949a-0800200c9a66,e77d3400-56ad-11e3-949a-0800200c9a66,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
efavirenz,3,200,16,16,6,6,10,"1 INDICATIONS & USAGE Efavirenz in combination with other antiretroviral agents is indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults and in pediatric patients at least 3 months old and weighing at least 3.5 kg. Efavirenz is a non-nucleoside reverse transcriptase inhibitor indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus type 1 infection in adults and in pediatric patients at least 3 months old and weighing at least 3.5 kg.( 1 )

[LABEL]
1 INDICATIONS AND USAGE Efavirenz tablets are a non-nucleoside reverse transcriptase inhibitor indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus type 1 infection in adults and in pediatric patients at least 3 months old and weighing at least 3.5kg. ( 1 ) Efavirenz in combination with other antiretroviral agents is indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults and in pediatric patients at least 3 months old and weighing at least 3.5 kg.

[LABEL]
1 INDICATIONS AND USAGE Efavirenz capsules in combination with other antiretroviral agents are indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults and in pediatric patients at least 3 months old and weighing at least 3.5 kg. Efavirenz is a non-nucleoside reverse transcriptase inhibitor indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus type 1 infection in adults and in pediatric patients at least 3 months old and weighing at least 3.5 kg. ( 1 )

[LABEL]
1 INDICATIONS AND USAGE Efavirenz tablets in combination with other antiretroviral agents are indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults and in pediatric patients at least 3 months old and weighing at least 3.5 kg. Efavirenz tablets are a non-nucleoside reverse transcriptase inhibitor indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus type 1 infection in adults and in pediatric patients at least 3 months old and weighing at least 3.5 kg. ( 1 )",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=13ca3456-e5bf-4bb1-af95-b1378658a358;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=92603fa5-7a2c-4bfb-9a70-aadb4fba952c;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4c57ad7f-321a-46c8-851a-c895466eb8e1;https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c5eedb5d-4cab-4056-a14a-ffdf67701355,13ca3456-e5bf-4bb1-af95-b1378658a358;92603fa5-7a2c-4bfb-9a70-aadb4fba952c;4c57ad7f-321a-46c8-851a-c895466eb8e1;c5eedb5d-4cab-4056-a14a-ffdf67701355;6d625901-fef2-4c93-9619-f8991d65413d;966b815d-1d78-4b54-8f00-c5a0b67c78be,FDA_SINGLE_DRUG_LABEL_FOUND,2026-09-08
elexacaftor,2,200,1,1,0,0,1,,,,NO_USABLE_SINGLE_DRUG_LABEL,2026-09-08
