increment_incremental_queue_rank,pairId,drug_names,gene_symbol,target_chembl_id,unified_target_route,increment_novelty_lane,increment_max_tanimoto_to_target_measured_positive,increment_gnina_increment_required,increment_boltz_increment_required,increment_gnina_gnina_remote_evidence_tier,increment_gnina_gnina_remote_support,increment_boltz_boltz_evidence_tier,increment_boltz_boltzAffinityProbabilityBinary,increment_boltz_boltzLigandIptm,increment_multiseed_boltz_support_count_3seed,increment_multiseed_pose_max_centroid_distance_A,increment_multiseed_pose_min_interface_jaccard,increment_multiseed_multiseed_final_decision,increment_ensemble_alternate_states_run,increment_ensemble_alternate_qualified_states,increment_ensemble_alternate_support_states,increment_ensemble_receptor_ensemble_decision,incremental_compute_completed,completed_in_all_remote_qualified_models_v5,final_pair_evidence_layer_v5,final_pair_evidence_layer_zh_v5,pair_next_action_v5
1.0,AHJRHEGDXFFMBM-UHFFFAOYSA-N__CHEMBL5903,palbociclib,ACVR1,CHEMBL5903,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3095238095238095,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.1982706934213638,0.9845360517501832,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
12.0,LVXJQMNHJWSHET-AATRIKPKSA-N__CHEMBL2041,dacomitinib,RET,CHEMBL2041,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.5604395604395604,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.554858922958374,0.9596005082130432,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
13.0,KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL258,imatinib,LCK,CHEMBL258,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.5212765957446809,False,True,,,BOLTZ_STRUCTURE_C,0.789221465587616,0.9807787537574768,3.0,0.2844934575508911,0.925925925925926,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
14.0,JWNPDZNEKVCWMY-VQHVLOKHSA-N__CHEMBL2041,neratinib,RET,CHEMBL2041,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.2966101694915254,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.5682342052459717,0.955476462841034,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
15.0,BFSMGDJOXZAERB-UHFFFAOYSA-N__CHEMBL4501,dabrafenib,RPS6KB1,CHEMBL4501,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.1744186046511628,False,True,,,BOLTZ_STRUCTURE_C,0.769952654838562,0.920164167881012,3.0,0.6929065018900303,0.8484848484848485,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
16.0,SDEAXTCZPQIFQM-UHFFFAOYSA-N__CHEMBL2041,tucatinib,RET,CHEMBL2041,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3333333333333333,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.2708876729011535,0.9359103441238404,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
17.0,ZVHNDZWQTBEVRY-UHFFFAOYSA-N__CHEMBL2041,momelotinib,RET,CHEMBL2041,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3414634146341463,False,True,,,BOLTZ_STRUCTURE_A,0.7976185083389282,0.96846741437912,3.0,0.1473243864420466,0.9166666666666666,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
18.0,KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL4128,imatinib,TEK,CHEMBL4128,E1_DUAL_REMOTE_QUALIFIED,N3_REMOTE,0.3707865168539326,True,True,GNINA_REMOTE_A,True,BOLTZ_BELOW_TARGET_BACKGROUND,0.6246038675308228,0.862480640411377,,,,,2.0,2.0,0.0,DOWNGRADE_PRIMARY_NOT_REPRODUCED,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
19.0,ULXXDDBFHOBEHA-CWDCEQMOSA-N__CHEMBL1974,afatinib,FLT3,CHEMBL1974,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.320754716981132,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.2656491696834564,0.965017318725586,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
20.0,FWLMVFUGMHIOAA-UHFFFAOYSA-N__CHEMBL331,defactinib,CDK4,CHEMBL331,E1_DUAL_REMOTE_QUALIFIED,N3_REMOTE,0.3625,True,True,GNINA_REMOTE_A,True,BOLTZ_BELOW_TARGET_BACKGROUND,0.6203492879867554,0.97410386800766,,,,,1.0,1.0,0.0,DOWNGRADE_PRIMARY_NOT_REPRODUCED,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
21.0,KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL1974,imatinib,FLT3,CHEMBL1974,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.573170731707317,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.4833105206489563,0.9104962944984436,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
22.0,LXMSZDCAJNLERA-ZHYRCANASA-N__CHEMBL2034,spironolactone,NR3C1,CHEMBL2034,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3289473684210526,False,True,,,BOLTZ_STRUCTURE_A,0.6535484194755554,0.9493442177772522,3.0,0.6615825359506512,0.92,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
23.0,XYFPWWZEPKGCCK-GOSISDBHSA-N__CHEMBL2041,ibrutinib,RET,CHEMBL2041,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.4691358024691358,False,True,,,BOLTZ_STRUCTURE_C,0.7223858833312988,0.9715283513069152,3.0,0.1096023913192426,0.875,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
24.0,JWNPDZNEKVCWMY-VQHVLOKHSA-N__CHEMBL1974,neratinib,FLT3,CHEMBL1974,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.2990654205607476,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.5612346529960632,0.95203697681427,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
25.0,LVXJQMNHJWSHET-AATRIKPKSA-N__CHEMBL1974,dacomitinib,FLT3,CHEMBL1974,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.391304347826087,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.5035015344619751,0.9566453099250792,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
26.0,HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL258,nilotinib,LCK,CHEMBL258,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.4891304347826087,False,True,,,BOLTZ_STRUCTURE_C,0.7994015216827393,0.9802491664886476,3.0,0.1168161402546514,1.0,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
27.0,DWZAEMINVBZMHQ-UHFFFAOYSA-N__CHEMBL2041,gedatolisib,RET,CHEMBL2041,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.2959183673469387,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.2302427589893341,0.9068659543991088,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
28.0,UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL2041,bosutinib,RET,CHEMBL2041,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.4457831325301205,False,True,,,BOLTZ_STRUCTURE_A,0.8255792260169983,0.972642719745636,3.0,0.9031092152152208,0.8076923076923077,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
29.0,WXCXUHSOUPDCQV-UHFFFAOYSA-N__CHEMBL2034,enzalutamide,NR3C1,CHEMBL2034,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.2222222222222222,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.387621134519577,0.9373035430908204,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
30.0,GMRQFYUYWCNGIN-NKMMMXOESA-N__CHEMBL2034,calcitriol,NR3C1,CHEMBL2034,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.1894736842105263,False,True,,,BOLTZ_STRUCTURE_A,0.735520601272583,0.9276553988456726,3.0,1.9283664473093023,0.75,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
31.0,GXJABQQUPOEUTA-RDJZCZTQSA-N__CHEMBL4068,bortezomib,CMA1,CHEMBL4068,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3103448275862069,False,True,,,BOLTZ_STRUCTURE_A,0.9825167655944824,0.9871840476989746,3.0,0.1003485023713715,0.9047619047619048,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
32.0,ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL2959,dasatinib,ITK,CHEMBL2959,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.2929292929292929,True,False,NO_CALIBRATED_SUPPORT,False,,,,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
33.0,KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL2041,imatinib,RET,CHEMBL2041,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.4945054945054945,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.4827623665332794,0.9277575016021729,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
34.0,BMGQWWVMWDBQGC-IIFHNQTCSA-N__CHEMBL5491,midostaurin,WEE1,CHEMBL5491,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.217391304347826,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.6094592809677124,0.960108757019043,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
35.0,FWLMVFUGMHIOAA-UHFFFAOYSA-N__CHEMBL2835,defactinib,JAK1,CHEMBL2835,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.4408602150537634,False,True,,,BOLTZ_STRUCTURE_A,0.8888304829597473,0.9762579798698424,3.0,0.2774826994788829,0.88,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
36.0,XZXHXSATPCNXJR-ZIADKAODSA-N__CHEMBL203,nintedanib,EGFR,CHEMBL203,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3092783505154639,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.6469813585281372,0.972389817237854,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
37.0,DWZAEMINVBZMHQ-UHFFFAOYSA-N__CHEMBL1974,gedatolisib,FLT3,CHEMBL1974,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3943661971830985,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.5250339508056641,0.9424070715904236,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
38.0,MWKYMZXCGYXLPL-ZDUSSCGKSA-N__CHEMBL2148,leniolisib,JAK3,CHEMBL2148,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3516483516483517,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.1595268100500106,0.948523223400116,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
39.0,QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL3234,infigratinib,HCK,CHEMBL3234,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.4216867469879518,False,True,,,BOLTZ_STRUCTURE_B,0.858834445476532,0.9784870147705078,3.0,0.0964825070550423,1.0,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
40.0,DUYJMQONPNNFPI-UHFFFAOYSA-N__CHEMBL2041,osimertinib,RET,CHEMBL2041,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.2592592592592592,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.1914832592010498,0.9722815155982972,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
41.0,MWKYMZXCGYXLPL-ZDUSSCGKSA-N__CHEMBL2208,leniolisib,MAPKAPK2,CHEMBL2208,E1_DUAL_REMOTE_QUALIFIED,N3_REMOTE,0.2083333333333333,True,True,NO_CALIBRATED_SUPPORT,False,BOLTZ_BELOW_TARGET_BACKGROUND,0.4047006368637085,0.9478460550308228,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
42.0,CVWXJKQAOSCOAB-UHFFFAOYSA-N__CHEMBL4128,quizartinib,TEK,CHEMBL4128,E1_DUAL_REMOTE_QUALIFIED,N3_REMOTE,0.3541666666666667,True,True,NO_CALIBRATED_SUPPORT,False,BOLTZ_BELOW_TARGET_BACKGROUND,0.7668992280960083,0.563673734664917,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
43.0,BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL1974,lapatinib,FLT3,CHEMBL1974,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.2752293577981651,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.4668003022670746,0.8850451707839966,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
44.0,QADPYRIHXKWUSV-UHFFFAOYSA-N__CHEMBL1841,infigratinib,FYN,CHEMBL1841,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N3_REMOTE,0.3369565217391304,False,True,,,BOLTZ_STRUCTURE_B,0.8127330541610718,0.9700161814689636,3.0,0.1619826737245036,0.9565217391304348,PASS_SCORE_AND_CONDITIONAL_POSE_STABILITY,,,,,True,True,L2_BOLTZ_REPRODUCED,Boltz多seed和条件pose稳定,CORRELATED_MODEL_SUPPORT_ONLY; STRUCTURAL_AUDIT_BEFORE_MD_OR_EXPERIMENT
45.0,HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL5145,nilotinib,BRAF,CHEMBL5145,E2_SINGLE_MODEL_REMOTE_QUALIFIED,N2_SCAFFOLD_HOP,0.5176470588235295,False,True,,,BOLTZ_BELOW_TARGET_BACKGROUND,0.8221643567085266,0.98053240776062,,,,,,,,,True,True,L4_HOLD_NOT_REPRODUCED_OR_UNQUALIFIED,增量物理计算未支持或未跨受体状态复现,NO_AUTOMATIC_DEEPENING; NEW_STRUCTURE_OR_EXPERIMENT_REQUIRED
