review_id,drug_name,target_gene,direction,direction_zh,concrete_disease_1,concrete_disease_2,concrete_disease_3,concrete_disease_4,concrete_disease_5,concrete_disease_evidence_level,concrete_disease_confidence,creeds_specific_diseases_used,target_prior_diseases_used,recommended_disease_model_zh,missing_for_final_disease_call_zh,assay_lane,primary_assay_zh,counterscreen_zh,conplex_score,open_targets_parent_score,txgnn_broad_direction_score,creeds_total_signature_count,literature_status,novelty_interpretation_zh,major_risks_zh
strict895_0011,Rilpivirine Hydrochloride,FGFR3,oncology,肿瘤,testis seminoma,melanoma in situ,head and neck squamous cell carcinoma,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,B_CREEDS_specific,中高,testis seminoma; melanoma in situ; head and neck squamous cell carcinoma,,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.45653036,0.9177704082914252,0.7467787861824036,3,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0012,Rilpivirine Hydrochloride,FGFR2,oncology,肿瘤,breast cancer,具体肿瘤亚型待定,优先按靶点选择乳腺癌/肺癌/白血病/结直肠癌等模型,,,B_CREEDS_specific,中高,breast cancer,,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.3862914,0.9150054405449002,0.7467787861824036,1,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0013,Rilpivirine Hydrochloride,BTK,oncology,肿瘤,multiple myeloma,nasopharynx carcinoma,chronic myeloid leukemia,lung large cell carcinoma,lung squamous cell carcinoma,A_CREEDS_and_target_prior,高,multiple myeloma; nasopharynx carcinoma; chronic myeloid leukemia; lung large cell carcinoma; lung squamous cell carcinoma,CLL; 套细胞淋巴瘤; B细胞自身免疫疾病,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,kinase_biochemical_cellular,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,0.46554467,0.7354480061130272,0.7467787861824036,8,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0014,Atazanavir Sulfate,CCND1,oncology,肿瘤,breast adenocarcinoma,pancreatic ductal adenocarcinoma,lung cancer,colon cancer,breast cancer,A_CREEDS_and_target_prior,高,breast adenocarcinoma; pancreatic ductal adenocarcinoma; lung cancer; colon cancer; breast cancer,CCND1扩增乳腺癌; 套细胞淋巴瘤; 结直肠癌,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.43535313,0.8600453273663857,0.8865072131156921,24,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,靶点更偏通路/转录调控，直接小分子结合验证难度较高
strict895_0015,"Elexacaftor, Ivacaftor, Tezacaftor",IDH1,oncology,肿瘤,esophagus adenocarcinoma,colorectal adenocarcinoma,colon cancer,breast cancer,prostate cancer,B_CREEDS_specific,中高,esophagus adenocarcinoma; colorectal adenocarcinoma; colon cancer; breast cancer; prostate cancer,,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.36238202,0.8677129548388981,0.3625558912754059,21,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0016,Lubiprostone,KRAS,immune,免疫,rheumatoid arthritis,KRAS突变NSCLC,胰腺癌,结直肠癌,自身免疫/炎症疾病待定,A_CREEDS_and_target_prior,高,rheumatoid arthritis,KRAS突变NSCLC; 胰腺癌; 结直肠癌,PBMC、T/B细胞、巨噬细胞或炎症刺激上皮共培养,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.48013586,0.9167311994062888,0.5591771602630615,3,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0017,Hydrocortisone Butyrate,KRAS,dermatology,皮肤,melanoma,KRAS突变NSCLC,胰腺癌,结直肠癌,银屑病/特应性皮炎/角化异常待定,A_CREEDS_and_target_prior,高,melanoma,KRAS突变NSCLC; 胰腺癌; 结直肠癌,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.3986354,0.917165318387881,0.5805908441543579,1,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0018,Ledipasvir,CCND1,oncology,肿瘤,breast adenocarcinoma,pancreatic ductal adenocarcinoma,lung cancer,colon cancer,breast cancer,A_CREEDS_and_target_prior,高,breast adenocarcinoma; pancreatic ductal adenocarcinoma; lung cancer; colon cancer; breast cancer,CCND1扩增乳腺癌; 套细胞淋巴瘤; 结直肠癌,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.44182333,0.8600453273663857,0.8306135535240173,24,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,靶点更偏通路/转录调控，直接小分子结合验证难度较高
strict895_0019,Doravirine And Islatravir,EZH2,oncology,肿瘤,serous cystadenocarcinoma,leukemia,breast cancer,ovarian cancer,stomach cancer,A_CREEDS_and_target_prior,高,serous cystadenocarcinoma; leukemia; breast cancer; ovarian cancer; stomach cancer,DLBCL; 乳腺癌; EZH2依赖表观遗传肿瘤,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.46058482,0.803293878210455,0.9405941367149352,18,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0020,Doravirine,EZH2,oncology,肿瘤,serous cystadenocarcinoma,leukemia,breast cancer,ovarian cancer,stomach cancer,A_CREEDS_and_target_prior,高,serous cystadenocarcinoma; leukemia; breast cancer; ovarian cancer; stomach cancer,DLBCL; 乳腺癌; EZH2依赖表观遗传肿瘤,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.46058482,0.803293878210455,0.9405941367149352,18,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0021,Ozanimod Hydrochloride,AR,dermatology,皮肤,psoriasis,前列腺癌,AR阳性乳腺癌,雄激素相关皮肤/生殖疾病,银屑病/特应性皮炎/角化异常待定,A_CREEDS_and_target_prior,高,psoriasis,前列腺癌; AR阳性乳腺癌; 雄激素相关皮肤/生殖疾病,角质形成细胞、成纤维细胞、免疫刺激皮肤模型,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,nuclear_receptor_or_tf_reporter,优先 reporter assay、cofactor recruitment、CETSA/target engagement；必要时加 qPCR 下游靶基因,广谱转录抑制/激活、细胞毒性、荧光素酶干扰、同家族核受体选择性,0.43722984,0.7392960370919147,0.9113029837608336,1,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,gene symbol/缩写可能产生文献或检索歧义；reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响
strict895_0022,Elbasvir,CCND1,oncology,肿瘤,breast adenocarcinoma,pancreatic ductal adenocarcinoma,lung cancer,colon cancer,breast cancer,A_CREEDS_and_target_prior,高,breast adenocarcinoma; pancreatic ductal adenocarcinoma; lung cancer; colon cancer; breast cancer,CCND1扩增乳腺癌; 套细胞淋巴瘤; 结直肠癌,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.39969832,0.8600453273663857,0.7456054091453552,24,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,靶点更偏通路/转录调控，直接小分子结合验证难度较高
strict895_0023,Conivaptan Hydrochloride,CCND1,oncology,肿瘤,breast adenocarcinoma,pancreatic ductal adenocarcinoma,lung cancer,colon cancer,breast cancer,A_CREEDS_and_target_prior,高,breast adenocarcinoma; pancreatic ductal adenocarcinoma; lung cancer; colon cancer; breast cancer,CCND1扩增乳腺癌; 套细胞淋巴瘤; 结直肠癌,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.41833478,0.8600453273663857,0.6948189735412598,24,unreported_in_local_pubmed_audit,本地/在线 PubMed 共现层面较干净，适合 novelty review,靶点更偏通路/转录调控，直接小分子结合验证难度较高
strict895_0024,Ulipristal Acetate,RAF1,cardiovascular,心血管,hypertension,dilated cardiomyopathy,peripartum cardiomyopathy,"Hypertrophy, Left Ventricular",心律失常/心衰/血管重塑待定,B_CREEDS_specific,中高,"hypertension; dilated cardiomyopathy; peripartum cardiomyopathy; Hypertrophy, Left Ventricular",,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,kinase_biochemical_cellular,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,0.3130472,0.911136075189592,0.9078639149665833,5,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0025,Netupitant,SCN5A,cardiovascular,心血管,dilated cardiomyopathy,Ventricular hypertrophy,peripartum cardiomyopathy,心律失常,心脏传导异常,A_CREEDS_and_target_prior,高,dilated cardiomyopathy; Ventricular hypertrophy; peripartum cardiomyopathy,心律失常; 心脏传导异常; hERG/心脏安全性反筛,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,ion_channel_functional,优先膜片钳或自动膜片钳；次选电位/钙流/通量 readout，并做剂量反应,hERG/SCN5A 安全性、细胞毒性、膜扰动、非特异离子通道 panel,0.33214355,0.9300822570917706,0.8909675478935242,4,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,离子通道实验成本较高，需安全性通道反筛
strict895_0026,Obeticholic Acid,EZH2,oncology,肿瘤,serous cystadenocarcinoma,leukemia,breast cancer,ovarian cancer,stomach cancer,A_CREEDS_and_target_prior,高,serous cystadenocarcinoma; leukemia; breast cancer; ovarian cancer; stomach cancer,DLBCL; 乳腺癌; EZH2依赖表观遗传肿瘤,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.375978,0.803293878210455,0.8852167725563049,18,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0027,Obeticholic Acid,BRAF,cardiovascular,心血管,BRAF突变黑色素瘤,甲状腺癌,结直肠癌,心律失常/心衰/血管重塑待定,优先按靶点选择电生理或血管细胞模型,B_target_prior_specific,中高,,BRAF突变黑色素瘤; 甲状腺癌; 结直肠癌,心肌细胞、血管平滑肌/内皮细胞；离子通道候选加自动膜片钳,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,kinase_biochemical_cellular,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,0.35729733,0.9196500555025546,0.969203233718872,1,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0028,Doravirine And Islatravir,DNMT3A,oncology,肿瘤,colon cancer,AML/克隆性造血,结直肠癌表观遗传模型,髓系肿瘤,具体肿瘤亚型待定,A_CREEDS_and_target_prior,高,colon cancer,AML/克隆性造血; 结直肠癌表观遗传模型; 髓系肿瘤,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.37572718,0.909077663037301,0.9405941367149352,1,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
strict895_0029,Doravirine,DNMT3A,oncology,肿瘤,colon cancer,AML/克隆性造血,结直肠癌表观遗传模型,髓系肿瘤,具体肿瘤亚型待定,A_CREEDS_and_target_prior,高,colon cancer,AML/克隆性造血; 结直肠癌表观遗传模型; 髓系肿瘤,按候选病种选择肿瘤细胞系；优先加入正常细胞/非靶点依赖细胞反筛,缺少具体疾病 OpenTargets child disease association；缺少疾病模型/细胞系依赖性证据；缺少该 drug-target 的直接 target-engagement 实验证据,enzyme_or_epigenetic_biochemical,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,0.37572718,0.909077663037301,0.9405941367149352,1,not_audited_in_local_literature_table,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化
