system_id,cluster,source,predicted_residue_coverage,contact_ap,distance_mae,site_hit_1,available
3ctl__1__1.B__1.I_1.J,c1173,experimental_native,0.8571428571428571,0.7065816113864104,0.79021155834198,1,True
3ctl__1__1.C__1.K_1.L,c1173,experimental_native,0.8095238095238095,0.748234808880055,0.7561171650886536,1,True
3ctl__1__1.A__1.G_1.H,c1173,experimental_native,0.8636363636363636,0.7179452888583365,0.7248291969299316,1,True
3ctl__1__1.D__1.M_1.N,c1173,experimental_native,0.7619047619047619,0.7558174479114005,0.7395479679107666,1,True
3ctl__1__1.F__1.Q_1.R,c1173,experimental_native,0.8095238095238095,0.754160233060572,0.722100019454956,1,True
3ctl__1__1.E__1.O_1.P,c1173,experimental_native,0.8571428571428571,0.7536810661285634,0.7439822554588318,1,True
3a20__1__1.A_1.B__1.C,c1089,experimental_native,0.8571428571428571,0.7750062662382632,0.7413429021835327,1,True
3dnt__1__1.A__1.C_1.D_1.E,c2488,experimental_native,0.92,0.6900155844322019,0.8484163284301758,1,True
3a20__1__1.A_1.B__1.D,c1089,experimental_native,0.6666666666666666,0.7555303685445803,0.8328126072883606,1,True
3dnt__2__1.B__1.G_1.H_1.I,c2488,experimental_native,0.92,0.6800483926487882,0.886481523513794,1,True
3d9s__1__1.A_1.B_1.C_1.D__1.E,c4511,experimental_native,0.8571428571428571,0.44528762885955425,2.6919727325439453,1,True
3b0y__1__1.A__1.B_1.D_1.E,c31,experimental_native,0.8,0.2518017481317688,2.023172378540039,1,True
3apw__2__1.B__1.D,c3321,experimental_native,1.0,0.3565594049342536,1.1413055658340454,1,True
3agy__1__1.B__1.E,c5190,experimental_native,0.0,0.30139764057087365,2.4910786151885986,1,True
3apw__1__1.A__1.C,c3321,experimental_native,0.9047619047619048,0.30943972138267933,1.3113734722137451,1,True
3amf__1__1.A_1.B__1.C,c1089,experimental_native,0.7142857142857143,0.7995070193483421,0.8070523738861084,1,True
3apv__2__1.B__1.E,c3321,experimental_native,0.9444444444444444,0.18485557534959005,1.6943202018737793,1,True
3apv__1__1.A__1.C_1.D,c3321,experimental_native,0.9473684210526315,0.2984154561322605,1.1863446235656738,1,True
3amf__1__1.A_1.B__1.E,c1089,experimental_native,0.8571428571428571,0.7791280913392239,0.8195292949676514,1,True
3awh__1__1.A_1.B__1.C,c1089,experimental_native,0.7142857142857143,0.787164657569181,0.8226012587547302,1,True
3awh__1__1.A_1.B__1.E,c1089,experimental_native,0.8571428571428571,0.7927129489457639,0.8122186660766602,1,True
3axs__1__1.A__1.C,c1987,experimental_native,0.7619047619047619,0.8389765421808777,0.5391625761985779,1,True
3agy__1__1.A__1.C,c3461,experimental_native,0.0,0.385464337761995,1.962726354598999,1,True
3axs__1__2.A__2.C,c1987,experimental_native,0.7619047619047619,0.8269324479153899,0.5607635378837585,1,True
3au2__1__1.A__1.B_1.F_1.G,c31,experimental_native,0.8666666666666667,0.2553922874672216,2.017385959625244,1,True
4a6s__2__1.C__1.I_1.J,c225,experimental_native,0.0,0.5483001881915808,1.3283299207687378,1,True
3b0x__1__1.A__1.D_1.E_1.I,c31,experimental_native,0.8125,0.5916650686838598,1.0697964429855347,1,True
4a6x__2__1.B__1.E_1.F,c124,experimental_native,0.6428571428571429,0.7863172380674964,0.777945876121521,1,True
4a8p__2__1.F__1.P,c103,experimental_native,0.8333333333333334,0.6195492826613958,0.948239803314209,1,True
4a8h__2__1.B_3.B__3.I,c103,experimental_native,0.8,0.7253694002781648,0.8541848659515381,1,True
4a8h__2__1.B_2.B__1.I,c103,experimental_native,0.85,0.6993301818643007,0.9243781566619873,1,True
4a8h__1__1.A_2.A__2.C,c103,experimental_native,0.9,0.713317745704659,0.8938577771186829,1,True
4a8p__1__1.A_1.B__1.G,c103,experimental_native,0.9473684210526315,0.4863001145537477,1.468135952949524,1,True
4a8p__1__1.A_1.C__1.K,c103,experimental_native,0.8947368421052632,0.47223351007593867,1.682583212852478,1,True
4a8p__1__1.B_1.C__1.I,c103,experimental_native,1.0,0.39588548373522753,1.7862672805786133,1,True
4a8p__2__1.D_1.E__1.O,c103,experimental_native,0.0,0.5086571779350973,1.503769874572754,1,True
4a8h__1__1.A_3.A__1.C,c103,experimental_native,0.9,0.7174949994455031,0.8960744738578796,1,True
4dve__1__1.A__1.D,c2689,experimental_native,0.9375,0.5825516662452367,0.9795570373535156,1,True
4al9__2__1.F__1.I_1.X_1.Y,c225,experimental_native,0.0,0.5277891824447116,1.7152408361434937,1,True
4al9__2__1.H__1.CA_1.J,c225,experimental_native,0.0,0.20372913527142153,2.3554983139038086,1,True
4am8__1__1.A__1.H_1.I,c103,experimental_native,1.0,0.5606864980760252,1.126977801322937,1,True
4am8__1__1.B__1.M_1.N,c103,experimental_native,0.8947368421052632,0.49306884745494595,1.210645079612732,1,True
4am8__1__1.C__1.Q_1.R,c103,experimental_native,0.95,0.5017263824114152,1.2305690050125122,1,True
4am8__2__1.E__1.X_1.Y,c103,experimental_native,1.0,0.5381752866838395,1.1286367177963257,1,True
4am8__2__1.D__1.T_1.U,c103,experimental_native,1.0,0.47601220373182784,1.2976070642471313,1,True
4am8__2__1.F__1.AA_1.BA_1.V,c103,experimental_native,1.0,0.4975362591155052,1.2131296396255493,1,True
4b11__2__1.B__1.J,c118,experimental_native,0.8947368421052632,0.35128041585442626,1.761750340461731,1,True
4b14__2__1.B__1.J,c118,experimental_native,0.9545454545454546,0.5748802788484028,1.4123214483261108,1,True
4b14__3__1.C__1.P,c118,experimental_native,0.8636363636363636,0.5190277624381121,1.5400617122650146,1,True
4b14__1__1.A__1.E,c118,experimental_native,0.8181818181818182,0.39074843812780424,2.000974416732788,1,True
4b11__3__1.C__1.O,c118,experimental_native,0.85,0.3089633964450808,1.9755332469940186,1,True
4cae__3__1.C__1.R,c118,experimental_native,0.9130434782608695,0.5352672003728819,1.6029037237167358,1,True
4cae__1__1.A__1.G,c118,experimental_native,0.8695652173913043,0.6010870695604361,1.374711275100708,1,True
4ctn__1__1.A__1.C_1.D,c33,experimental_native,1.0,0.581098882432207,0.8749165534973145,1,True
4ctm__1__2.A__2.B,c33,experimental_native,0.8,0.5896375295928307,1.0856722593307495,1,True
4d6p__1__1.A__1.C_1.E,c124,experimental_native,0.7142857142857143,0.7391941800136919,0.8015691637992859,1,True
5aju__1__1.A_2.A__1.B,c2020,experimental_native,0.9333333333333333,0.5697929180935839,0.8521876335144043,1,True
4cto__1__1.A__1.B,c33,experimental_native,0.9090909090909091,0.6080727657398016,0.7575618028640747,1,True
4ctn__1__2.A__2.C_2.D,c33,experimental_native,0.9166666666666666,0.5957911644915648,0.877026379108429,1,True
5aju__1__1.A_2.A__2.B,c2020,experimental_native,0.9333333333333333,0.5614058885265893,0.8921074867248535,1,True
4cto__1__2.A__2.B,c33,experimental_native,0.8636363636363636,0.5883021753423509,0.7881054282188416,1,True
4d6p__2__1.B__1.G_1.H,c124,experimental_native,0.6,0.8006759494007158,0.8024910092353821,1,True
4ctm__1__1.A__1.B,c33,experimental_native,0.8666666666666667,0.5383850950928514,1.1531084775924683,1,True
5ajp__1__1.A_1.B__1.C_1.E,c186,experimental_native,1.0,0.803007277619022,0.731285572052002,1,True
5bnr__1__1.A__1.B,c161,experimental_native,1.0,0.5910889159103717,0.8432634472846985,1,True
5bqs__1__1.A_1.B__1.F,c161,experimental_native,0.9,0.7291401513100307,0.8670350909233093,1,True
5cbs__1__1.A__1.E_1.H,c7,experimental_native,0.875,0.4765471326487497,1.698984980583191,1,True
5cbs__1__1.C__1.V,c7,experimental_native,0.9333333333333333,0.5367941741734454,1.5998647212982178,1,True
5bxv__1__1.A__1.E,c326,experimental_native,1.0,0.691074752879923,1.3657938241958618,1,True
5c79__1__1.A__1.C,c6049,experimental_native,0.0,0.30973657023976486,2.2846436500549316,1,True
5cbs__2__1.B__1.M_1.P,c7,experimental_native,0.875,0.5387233403969869,1.6393868923187256,1,True
5bxv__2__1.C__1.F,c326,experimental_native,1.0,0.7333990316341347,1.277103304862976,1,True
5c79__2__1.B__1.E,c6049,experimental_native,0.0,0.20810079469612627,2.6741316318511963,1,True
5a6z__1__1.A_1.B__1.E_1.I_1.J,c266,experimental_native,0.0,0.19240545382958638,1.9286366701126099,1,True
5ciy__1__1.A__1.D,c272,experimental_native,0.9090909090909091,0.8931851713089309,0.6112618446350098,1,True
5a6z__1__1.A_1.B__1.F_1.L_1.M,c266,experimental_native,0.0,0.14921216262735443,1.8376691341400146,1,True
5d21__1__1.D__1.K_1.L,c225,experimental_native,0.0,0.6504751004688087,1.4383870363235474,1,True
5d21__1__1.B__1.G_1.H,c225,experimental_native,0.0,0.7575267526340627,1.0283087491989136,1,True
5d21__1__1.A__1.E_1.F,c225,experimental_native,0.0,0.7042005063393936,1.2821574211120605,1,True
5d21__1__1.C__1.I_1.J,c225,experimental_native,0.0,0.702813806400985,1.3122142553329468,1,True
5b2e__1__1.B_1.C__1.K_1.L_1.M,c1299,experimental_native,0.7777777777777778,0.4082688321589394,1.5422343015670776,1,True
5b2e__1__1.A_1.B__1.H_1.I_1.J,c1299,experimental_native,0.6842105263157895,0.4431348864819895,1.4857656955718994,1,True
5b2e__1__1.A_1.C__1.D_1.E_1.G,c1299,experimental_native,0.7777777777777778,0.41736792378382165,1.3952538967132568,1,True
6bem__1__1.D__1.F_1.I_1.M,c31,experimental_native,1.0,0.6375822190575916,0.9413694739341736,1,True
6bel__1__1.D__1.F_1.G_1.K,c31,experimental_native,0.8666666666666667,0.5876371092776812,1.0276247262954712,1,True
6btf__1__1.A__1.G_1.H_1.I,c31,experimental_native,0.8,0.5572788455058816,1.0746928453445435,1,True
6bt4__1__1.A__1.B,c1881,experimental_native,0.9166666666666666,0.3190068294813975,2.2996597290039062,1,True
6cwh__4__1.D__1.H,c1881,experimental_native,0.0,0.6237996039140935,1.071892261505127,1,True
6cwi__1__1.A__1.C_1.E,c1881,experimental_native,0.0,0.6845520566899916,0.9707670211791992,1,True
6ctu__1__1.D__1.H_1.I_1.K,c31,experimental_native,0.8666666666666667,0.5805992947166123,1.0403610467910767,1,True
6ctv__1__1.D__1.F_1.G_1.K,c31,experimental_native,0.9333333333333333,0.5426298893422311,1.0386823415756226,1,True
6cwi__2__1.B__1.F_1.G,c1881,experimental_native,0.0,0.6442348770691624,1.0019534826278687,1,True
6cu9__1__1.A__1.E_1.F_1.I,c31,experimental_native,0.8125,0.5544721166277149,1.0452547073364258,1,True
6cr4__1__1.D__1.E_1.F_1.I,c31,experimental_native,0.75,0.6826592908097908,0.9308972954750061,1,True
6cwf__1__1.A__1.C,c1881,experimental_native,0.0,0.606767193715888,1.0970455408096313,1,True
6cwh__1__1.A__1.E,c1881,experimental_native,0.0,0.6300699766768579,1.0676116943359375,1,True
6cwf__2__1.B__1.D,c1881,experimental_native,0.0,0.7020574423145617,0.9872937202453613,1,True
6cua__1__1.A__1.E_1.F_1.I,c31,experimental_native,0.7142857142857143,0.39743162978752344,1.4484214782714844,1,True
6ctn__1__1.D__1.G_1.H_1.I,c31,experimental_native,0.9333333333333333,0.40261797323214865,1.3103950023651123,1,True
6cwh__2__1.B__1.F,c1881,experimental_native,0.0,0.6294658524225207,1.0750151872634888,1,True
6cwh__3__1.C__1.G,c1881,experimental_native,0.0,0.6262395352180139,1.0595524311065674,1,True
6cwr__1__1.A__1.B,c1881,experimental_native,0.0,0.5918972784097222,1.2537667751312256,1,True
6ctw__1__1.D__1.H_1.I_1.J,c31,experimental_native,1.0,0.6650239737595448,1.0403718948364258,1,True
6ai9__1__1.B__1.D,c2032,experimental_native,1.0,0.6169944276939783,1.0249017477035522,1,True
6cwl__1__1.A__1.C,c1881,experimental_native,0.0,0.36379338080965906,1.5921670198440552,1,True
6cwl__2__1.B__1.D,c1881,experimental_native,0.0,0.2937456867466319,1.9028630256652832,1,True
6dia__1__1.A__1.E_1.G_1.J,c31,experimental_native,0.0,0.6362718671929067,1.312867522239685,1,True
6ai9__1__1.A_1.B__1.C,c2032,experimental_native,1.0,0.5641155595745346,1.0357462167739868,1,True
6aik__1__1.A_1.B__1.C,c2032,experimental_native,1.0,0.22271493313879048,2.9369101524353027,1,True
6aip__1__1.A_1.B__1.D,c2032,experimental_native,1.0,0.5853955622982258,1.3381071090698242,1,True
6aik__1__1.A_1.B__1.D,c2032,experimental_native,1.0,0.12043596083223777,4.848549842834473,1,True
6aim__1__1.A_1.B__1.D,c2032,experimental_native,1.0,0.563272878839097,1.1703884601593018,1,True
6aim__1__1.A_1.B__1.C,c2032,experimental_native,1.0,0.6141379934819913,0.9464766383171082,1,True
6aip__1__1.A_1.B__1.C,c2032,experimental_native,1.0,0.5068213104977763,1.839139461517334,1,True
7cms__1__1.A__1.C,c121,experimental_native,1.0,0.5808384615988388,1.0740793943405151,1,True
7cns__1__1.A_1.B__1.C_1.D,c3553,experimental_native,0.75,0.4271616286037679,1.631996989250183,1,True
7cms__1__1.B__1.E,c121,experimental_native,0.9285714285714286,0.5877923961946792,1.0292022228240967,1,True
7cns__1__2.A_2.B__2.C_2.D,c3553,experimental_native,0.75,0.42824934373014634,1.6784796714782715,1,True
7a5y__1__1.B__1.S_1.T_1.U_1.V,c159,experimental_native,1.0,0.559751622647162,0.967392086982727,1,True
7a5y__1__1.A__1.I_1.J_1.K_1.L,c159,experimental_native,1.0,0.5618303934050461,0.9795108437538147,1,True
7a5y__1__1.C__1.AA_1.BA_1.CA_1.Z,c159,experimental_native,0.8947368421052632,0.5807211134471045,0.9447475671768188,1,True
7ag4__1__2.B__2.H,c1379,experimental_native,0.8666666666666667,0.5059504202503374,1.369497537612915,1,True
7a5y__1__1.D__1.GA_1.HA_1.IA_1.JA,c159,experimental_native,1.0,0.5846039526554652,0.9773155450820923,1,True
7ag4__1__1.C__1.I,c1379,experimental_native,0.4,0.5918803200294179,1.2595094442367554,1,True
7a5y__2__1.E__1.KA_1.LA_1.MA_1.OA,c159,experimental_native,0.9473684210526315,0.5787513918776586,0.9905113577842712,1,True
7a5y__2__1.H__1.IB_1.JB_1.KB_1.LB,c159,experimental_native,0.9473684210526315,0.5809420779222146,0.9442170858383179,1,True
7a5y__2__1.F__1.UA_1.VA_1.WA_1.YA,c159,experimental_native,1.0,0.5904980682455762,0.9443260431289673,1,True
7a5y__2__1.G__1.BB_1.CB_1.DB_1.EB,c159,experimental_native,1.0,0.5177372735241222,0.9769667387008667,1,True
7ag4__1__1.A__1.G,c1379,experimental_native,0.8666666666666667,0.46677611250396894,1.4754807949066162,1,True
7ag4__1__2.E__2.K,c1379,experimental_native,0.3333333333333333,0.574109964627785,1.209391713142395,1,True
7ap3__1__1.B__1.E_1.F,c121,experimental_native,0.8571428571428571,0.3601724843438605,2.445418357849121,1,True
7b12__1__1.M_1.N__1.HA,c20,experimental_native,1.0,0.40088147760256193,1.969589352607727,1,True
2de4__2__1.B__1.F,c4237,experimental_native,0.9411764705882353,0.49690947873361335,1.0817025899887085,1,True
7b12__1__1.J_1.Y__1.FA,c20,experimental_native,0.0,0.5212661088253437,1.8909718990325928,1,True
1duv__1__1.A_1.B__1.F,c103,experimental_native,0.8636363636363636,0.3024214320887926,2.2230117321014404,1,True
7b12__1__1.BA_1.N_1.V__1.RA,c20,experimental_native,1.0,0.35102139556586,1.838602066040039,1,True
3c34__1__1.A__1.I_1.J,c7,experimental_native,0.8461538461538461,0.7095351740800485,0.8485110402107239,1,True
2e83__1__1.A_1.B__1.C,c1089,experimental_native,0.8571428571428571,0.7575483160730608,0.7557969689369202,1,True
2e83__1__1.A_1.B__1.D,c1089,experimental_native,0.7142857142857143,0.7076248504493945,0.8780735731124878,1,True
4dve__3__1.C__1.K,c2689,experimental_native,0.875,0.4587658576946621,1.109981894493103,1,True
4dve__2__1.B__1.H,c2689,experimental_native,0.875,0.5461505277560841,0.9574955701828003,1,True
3bda__1__2.A__2.D,c33,experimental_native,0.8235294117647058,0.6643875070472014,0.860486626625061,1,True
6cr9__1__1.D__1.E_1.F_1.I,c31,experimental_native,0.8125,0.48273612745619043,1.2466182708740234,1,True
4d0t__2__1.E__1.Y_1.Z,c186,experimental_native,0.8846153846153846,0.6384096375489456,1.0897281169891357,1,True
4d0t__1__1.F__1.CA_1.DA,c186,experimental_native,0.9230769230769231,0.6590380395142768,1.0170994997024536,1,True
6crh__1__1.A__1.E_1.F_1.I,c31,experimental_native,0.8571428571428571,0.3408045807861399,1.8059197664260864,1,True
3c35__1__1.B__1.T_1.U,c7,experimental_native,0.8461538461538461,0.6713559045119435,0.8499686121940613,1,True
6dio__2__1.C_2.C__2.HA_2.IA,c248,experimental_native,0.8928571428571429,0.5414884720534316,1.5533872842788696,1,True
3c35__1__1.A__1.J_1.K,c7,experimental_native,0.8461538461538461,0.6859736912458332,0.8339263796806335,1,True
6dio__1__1.A_1.B__1.E_1.I_1.O,c248,experimental_native,0.64,0.5790377809577959,1.2550432682037354,1,True
6dio__2__1.C_2.C__1.HA_1.IA,c248,experimental_native,0.8571428571428571,0.5416827157361718,1.6342557668685913,1,True
6dio__3__2.A_2.B__2.E_2.I_2.O,c248,experimental_native,0.72,0.5784208832559163,1.2757412195205688,1,True
6dio__3__1.A_1.B__1.E_1.I_1.O,c248,experimental_native,0.64,0.5614370728747147,1.2810627222061157,1,True
6dio__3__2.C_3.C__2.HA_2.IA,c248,experimental_native,0.8928571428571429,0.5375233005766805,1.4814515113830566,1,True
1duv__1__1.A_1.C__1.D,c103,experimental_native,0.9,0.2801592958473273,2.280938148498535,1,True
4bdr__1__1.A__1.C,c7,experimental_native,0.7857142857142857,0.6057391959688208,0.8833562135696411,1,True
4e91__1__1.A__1.C,c1996,experimental_native,0.0,0.463564190078231,1.843430519104004,1,True
6dio__3__2.C_3.C__3.HA_3.IA,c248,experimental_native,0.8571428571428571,0.5294610316095253,1.5235768556594849,1,True
1ejh__2__1.B__1.J,c326,experimental_native,1.0,0.8183860020911321,1.2143102884292603,1,True
1ejh__3__1.C__1.K,c326,experimental_native,1.0,0.8214611259291026,1.2335189580917358,1,True
1duv__1__1.B_1.C__1.G,c103,experimental_native,0.7619047619047619,0.23647149703956177,2.5163612365722656,1,True
4e0x__1__2.B__2.H,c7,experimental_native,0.7692307692307693,0.6937066130940263,0.9065958261489868,1,True
4e0x__1__1.B__1.H,c7,experimental_native,0.8461538461538461,0.697459095532261,0.8811928033828735,1,True
4bdr__1__1.B__1.F,c7,experimental_native,0.8571428571428571,0.6738692058673996,0.8266569972038269,1,True
4e91__2__1.B__1.I,c1996,experimental_native,0.0,0.43516260232831244,1.6587735414505005,1,True
4d0t__3__1.A__1.I_1.L,c186,experimental_native,0.88,0.6704422815632155,1.0454542636871338,1,True
3dds__1__1.B__1.I,c33,experimental_native,0.9333333333333333,0.7473856064687363,0.8619049787521362,1,True
7dia__1__1.A__1.D_1.E_1.G,c10526,experimental_native,0.25,0.4135511918355445,1.881137728691101,1,True
4c9g__1__1.A__1.B,c2097,experimental_native,0.75,0.20753721539143374,2.284832715988159,1,True
4d0t__3__1.D__1.U_1.V,c186,experimental_native,0.9230769230769231,0.6609026786393916,1.091780424118042,1,True
4e92__1__1.A__1.C,c1996,experimental_native,0.0,0.5005892455950356,1.4456771612167358,1,True
4e92__3__1.A_1.B__1.C,c1996,experimental_native,0.8333333333333334,0.5913871376525566,1.232914686203003,1,True
4d0z__2__1.A__1.I_1.M_1.U,c186,experimental_native,0.8888888888888888,0.5897090535125297,1.30155611038208,1,True
5ean__1__1.A__1.E,c602,experimental_native,0.6,0.59331590380792,1.051200032234192,1,True
3eb3__1__1.A_3.A__1.C,c4653,experimental_native,0.0,0.5678711343078714,0.853417158126831,1,True
3ddw__1__1.B__1.H,c33,experimental_native,0.9333333333333333,0.7684942235087417,0.8413227796554565,1,True
5dnl__1__1.A_1.B_1.C__1.G_1.H_1.I,c89,experimental_native,0.9411764705882353,0.6342741735237188,0.7358623743057251,1,True
5ei3__1__1.A__1.C_1.D,c326,experimental_native,0.8888888888888888,0.338818818845008,1.6700795888900757,1,True
4d0z__4__1.D__1.IA_1.JA,c186,experimental_native,0.96,0.5510906769727035,1.3203420639038086,1,True
4d0z__5__1.F__1.HB_1.IB,c186,experimental_native,0.9230769230769231,0.5374815162760447,1.3868889808654785,1,True
3er9__1__1.B__1.C,c3509,experimental_native,0.0,0.12744785822545868,3.2007038593292236,1,True
5djg__1__1.A__1.B_1.C_1.D,c414,experimental_native,0.9047619047619048,0.42260237590504235,1.2328399419784546,1,True
4e1b__1__1.A__1.B_1.C,c1652,experimental_native,0.8846153846153846,0.561013837392737,1.0051170587539673,1,True
1frp__1__2.A_2.B__2.C_2.D,c141,experimental_native,0.9444444444444444,0.6194495244488365,1.0435734987258911,1,True
1frp__1__2.A_2.B__2.F_2.G,c141,experimental_native,0.9473684210526315,0.5366827191681764,1.1015729904174805,1,True
5dnl__1__1.A_1.B_4.A__1.D_1.E_1.F,c89,experimental_native,0.7647058823529411,0.5785526973682695,0.7968649864196777,1,True
5dnl__1__1.A_3.A_3.B__3.D_3.E_3.F,c89,experimental_native,0.7058823529411765,0.6058294367441385,0.7881255149841309,1,True
3e7j__1__1.A__1.C_1.I,c3318,experimental_native,0.85,0.12280963837934326,3.1913373470306396,1,True
5ean__1__2.A__2.E,c602,experimental_native,0.6,0.563895306526401,1.0663208961486816,1,True
4doc__1__1.A__1.E_1.F_1.N,c31,experimental_native,0.8125,0.5365259325447386,1.2526273727416992,1,True
2far__2__1.B__1.H_1.I_1.K,c2457,experimental_native,0.9166666666666666,0.37953106107571105,1.827918291091919,1,True
5dji__1__1.A__1.B_1.C_1.D_1.E,c414,experimental_native,0.8823529411764706,0.4504594503495795,1.0681850910186768,1,True
5a1l__2__1.B__1.O_1.P,c1133,experimental_native,0.8333333333333334,0.345723496802976,1.9330002069473267,1,True
5dnl__1__1.B_4.C_8.C__4.J_4.K_4.L,c89,experimental_native,0.8823529411764706,0.6404158302823377,0.7441502213478088,1,True
5dnl__1__1.C_3.B_6.C__1.J_1.K_1.L,c89,experimental_native,0.9411764705882353,0.6065974150964311,0.760103166103363,1,True
2faq__2__1.B__1.H_1.I_1.K,c2457,experimental_native,0.7333333333333333,0.6675616099557635,1.3502775430679321,1,True
2far__1__1.A__1.C_1.D_1.G,c2457,experimental_native,0.9230769230769231,0.43391761898835723,1.6293284893035889,1,True
2f3b__1__1.A_2.A__1.B_1.D_1.E_1.F_1.G,c141,experimental_native,0.9411764705882353,0.692006851621262,0.7925371527671814,1,True
1f1b__1__1.A_2.A__1.E,c103,experimental_native,0.8235294117647058,0.38665026028775307,1.6354256868362427,1,True
5dnl__1__2.A_2.B_2.C__2.G_2.H_2.I,c89,experimental_native,0.9411764705882353,0.6115217519873768,0.7511658668518066,1,True
5dnl__1__2.A_2.B_3.A__2.D_2.E_2.F,c89,experimental_native,0.7647058823529411,0.6005507843240397,0.7744622230529785,1,True
5dnl__1__1.C_6.C_8.B__6.J_6.K_6.L,c89,experimental_native,0.9411764705882353,0.6302304451503489,0.7601514458656311,1,True
7a1j__1__1.A__1.B_1.H,c201,experimental_native,1.0,0.18831032484681953,1.884551763534546,1,True
5eo2__2__1.B_1.C__1.H,c5274,experimental_native,0.5,0.5456926593691176,0.9513751268386841,1,True
2f3b__1__1.A_2.A__2.B_2.D_2.E_2.F_2.G,c141,experimental_native,0.9411764705882353,0.6877160614061316,0.8251072764396667,1,True
2faq__1__1.A__1.C_1.D_1.G,c2457,experimental_native,0.8,0.6507473505765974,1.2521907091140747,1,True
