target_chembl_id,gene_symbol,uniprot_accession,target_name,assay_lane,is_gpcr,small_molecule_moa,ot_project_standard_direct_sm,known_unique_pocket_count,passes_non_gpcr,passes_chembl_small_molecule_moa,passes_supported_target_class,passes_any_experimental_pocket,passes_preferred_experimental_pocket,passes_preferred_druglike_experimental_pocket,in_final_target_set,first_exclusion_reason,final_scope_branch
CHEMBL4383,GIPR,P48546,Gastric inhibitory polypeptide receptor,GPCR_MEMBRANE_ASSAY,True,False,False,12,False,False,False,True,True,True,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL5844,GLP2R,O95838,Glucagon-like peptide 2 receptor,GPCR_MEMBRANE_ASSAY,True,False,False,1,False,False,False,True,True,False,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL4523925,GPRC5D,Q9NZD1,G-protein coupled receptor family C group 5 member D,GPCR_MEMBRANE_ASSAY,True,False,False,2,False,False,False,True,True,True,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL1854,LHCGR,P22888,Lutropin-choriogonadotropic hormone receptor,GPCR_MEMBRANE_ASSAY,True,False,False,3,False,False,False,True,True,True,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL3559701,MAS1,P04201,Proto-oncogene Mas,GPCR_MEMBRANE_ASSAY,True,False,False,3,False,False,False,True,False,False,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL1965,MC2R,Q01718,Adrenocorticotropic hormone receptor,GPCR_MEMBRANE_ASSAY,True,False,False,1,False,False,False,True,True,False,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL4644,MC3R,P41968,Melanocortin receptor 3,GPCR_MEMBRANE_ASSAY,True,False,False,1,False,False,False,True,True,False,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL4018,NPY2R,P49146,Neuropeptide Y receptor type 2,GPCR_MEMBRANE_ASSAY,True,False,False,6,False,False,False,True,True,True,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL4877,NPY4R,P50391,Neuropeptide Y receptor type 4,GPCR_MEMBRANE_ASSAY,True,False,False,1,False,False,False,True,True,False,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL1793,PTH1R,Q03431,Parathyroid hormone/parathyroid hormone-related peptide receptor,GPCR_MEMBRANE_ASSAY,True,False,False,40,False,False,False,True,True,True,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL1293316,RXFP1,Q9HBX9,Relaxin receptor 1,GPCR_MEMBRANE_ASSAY,True,False,False,0,False,False,False,False,False,False,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL1628482,RXFP2,Q8WXD0,Relaxin receptor 2,GPCR_MEMBRANE_ASSAY,True,False,False,0,False,False,False,False,False,False,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL1925,SCTR,P47872,Secretin receptor,GPCR_MEMBRANE_ASSAY,True,False,False,3,False,False,False,True,True,False,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL1917,SSTR1,P30872,Somatostatin receptor type 1,GPCR_MEMBRANE_ASSAY,True,False,False,3,False,False,False,True,True,True,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL2028,SSTR3,P32745,Somatostatin receptor type 3,GPCR_MEMBRANE_ASSAY,True,False,False,2,False,False,False,True,True,False,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL1853,SSTR4,P31391,Somatostatin receptor type 4,GPCR_MEMBRANE_ASSAY,True,False,False,3,False,False,False,True,True,True,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL1792,SSTR5,P35346,Somatostatin receptor type 5,GPCR_MEMBRANE_ASSAY,True,False,False,6,False,False,False,True,True,False,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL1963,TSHR,P16473,Thyrotropin receptor,GPCR_MEMBRANE_ASSAY,True,False,False,18,False,False,False,True,True,True,False,EXCLUDE_GPCR,HARD_GATE_EXCLUDED_480
CHEMBL3713453,BMP10,O95393,Bone morphogenetic protein 10,ENZYME_BIOCHEMICAL,False,False,False,1,True,False,True,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1795,NPR2,P20594,Atrial natriuretic peptide receptor 2,ENZYME_BIOCHEMICAL,False,False,False,0,True,False,True,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4445,PPP3CA,Q08209,Protein phosphatase 3 catalytic subunit alpha,ENZYME_BIOCHEMICAL,False,False,False,10,True,False,True,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2062356,ADM,P35318,Pro-adrenomedullin,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712864,AFP,P02771,Alpha-fetoprotein,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3596085,AGT,P01019,Angiotensinogen,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3217395,ANGPT1,Q15389,Angiopoietin-1,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580489,ANGPT2,O15123,Angiopoietin-2,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4917,C3,P01024,Complement C3,EXTRACELLULAR_SPECIAL,False,False,False,27,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2364163,C5,P01031,Complement C5,EXTRACELLULAR_SPECIAL,False,False,False,21,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3286077,CCL11,P51671,Eotaxin,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1649052,CCL2,P13500,C-C motif chemokine 2,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712901,CCN2,P29279,CCN family member 2,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3390821,CD19,P15391,B-lymphocyte antigen CD19,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2040,CD2,P06729,T-cell surface antigen CD2,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713333,CD27,P26842,CD27 antigen,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712879,CD276,Q5ZPR3,CD276 antigen,EXTRACELLULAR_SPECIAL,False,False,False,7,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1842,CD33,P20138,Myeloid cell surface antigen CD33,EXTRACELLULAR_SPECIAL,False,False,False,23,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2754,CD4,P01730,T-cell surface glycoprotein CD4,EXTRACELLULAR_SPECIAL,False,False,False,3,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580491,CD40LG,P29965,CD40 ligand,EXTRACELLULAR_SPECIAL,False,False,False,11,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3232692,CD44,P16070,CD44 antigen,EXTRACELLULAR_SPECIAL,False,False,False,7,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1912,CD52,P31358,CAMPATH-1 antigen,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712853,CD6,P30203,T-cell differentiation antigen CD6,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712913,CD70,P32970,CD70 antigen,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4692,CD74,P04233,HLA class II histocompatibility antigen gamma chain,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2364157,CD80,P33681,T-lymphocyte activation antigen CD80,EXTRACELLULAR_SPECIAL,False,False,False,4,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2364156,CD86,P42081,T-lymphocyte activation antigen CD86,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3989384,CDH3,P22223,Cadherin-3,EXTRACELLULAR_SPECIAL,False,False,False,8,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712881,CEACAM5,P06731,Cell adhesion molecule CEACAM5,EXTRACELLULAR_SPECIAL,False,False,False,3,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3989382,CSF1,P09603,Macrophage colony-stimulating factor 1,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712955,CSF2,P04141,Granulocyte-macrophage colony-stimulating factor,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2364164,CTLA4,P16410,Cytotoxic T-lymphocyte protein 4,EXTRACELLULAR_SPECIAL,False,False,False,4,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630883,CX3CL1,P78423,Fractalkine,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712964,CXCL10,P02778,C-X-C motif chemokine 10,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3286074,CXCL12,P48061,Stromal cell-derived factor 1,EXTRACELLULAR_SPECIAL,False,False,False,4,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2157,CXCL8,P10145,Interleukin-8,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL6024,DKK1,O94907,Dickkopf-related protein 1,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712972,EGFL7,Q9UHF1,Epidermal growth factor-like protein 7,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580493,EPCAM,P16422,Epithelial cell adhesion molecule,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3618,F5,P12259,Coagulation factor V,EXTRACELLULAR_SPECIAL,False,False,False,10,True,False,False,True,True,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3143,F8,P00451,Coagulation factor VIII,EXTRACELLULAR_SPECIAL,False,False,False,19,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5714,FASLG,P48023,Tumor necrosis factor ligand superfamily member 6,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2048,FGB,P02675,Fibrinogen beta chain,EXTRACELLULAR_SPECIAL,False,False,False,3,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3107,FGF2,P09038,Fibroblast growth factor 2,EXTRACELLULAR_SPECIAL,False,False,False,16,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713913,FGF23,Q9GZV9,Fibroblast growth factor 23,EXTRACELLULAR_SPECIAL,False,False,False,4,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3810,FN1,P02751,Fibronectin,EXTRACELLULAR_SPECIAL,False,False,False,16,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4804247,GAS6,Q14393,Growth arrest-specific protein 6,EXTRACELLULAR_SPECIAL,False,False,False,4,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3831181,GDF2,Q9UK05,Growth/differentiation factor 2,EXTRACELLULAR_SPECIAL,False,False,False,10,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3989381,HAMP,P81172,Hepcidin,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4331,HBB,P68871,Hemoglobin subunit beta,EXTRACELLULAR_SPECIAL,False,False,False,770,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3286070,HBEGF,Q99075,Proheparin-binding EGF-like growth factor,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5479,HGF,P14210,Hepatocyte growth factor,EXTRACELLULAR_SPECIAL,False,False,False,48,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3070,ICAM1,P05362,Intercellular adhesion molecule 1,EXTRACELLULAR_SPECIAL,False,False,False,10,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712862,ICAM3,P32942,Intercellular adhesion molecule 3,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713007,IFNA1,P01562,Interferon alpha-1/13,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713000,IFNA2,P01563,Interferon alpha-2,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630876,IFNB1,P01574,Interferon beta,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3286073,IFNG,P01579,Interferon gamma,EXTRACELLULAR_SPECIAL,False,False,False,3,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3217394,IGF1,P05019,Insulin-like growth factor 1,EXTRACELLULAR_SPECIAL,False,False,False,3,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712957,IGF2,P01344,Insulin-like growth factor 2,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1834,IGHE,P01854,Immunoglobulin heavy constant epsilon,EXTRACELLULAR_SPECIAL,False,False,False,34,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712920,IL10,P22301,Interleukin-10,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,True,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580486,IL13,P35225,Interleukin-13,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712954,IL15,P40933,Interleukin-15,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3390822,IL17A,Q16552,Interleukin-17A,EXTRACELLULAR_SPECIAL,False,False,False,26,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630880,IL17F,Q96PD4,Interleukin-17F,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1741305,IL18,Q14116,Interleukin-18,EXTRACELLULAR_SPECIAL,False,False,False,8,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580496,IL1A,P01583,Interleukin-1 alpha,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1909490,IL1B,P01584,Interleukin-1 beta,EXTRACELLULAR_SPECIAL,False,False,False,30,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713449,IL20,Q9NYY1,Interleukin-20,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4665586,IL21,Q9HBE4,Interleukin-21,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712915,IL22,Q9GZX6,Interleukin-22,EXTRACELLULAR_SPECIAL,False,False,False,4,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4630890,IL33,O95760,Interleukin-33,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712894,IL4,P05112,Interleukin-4,EXTRACELLULAR_SPECIAL,False,False,False,9,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3580490,IL4R,P24394,Interleukin-4 receptor subunit alpha,EXTRACELLULAR_SPECIAL,False,False,False,7,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1169600,IL5,P05113,Interleukin-5,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL1795129,IL6,P05231,Interleukin-6,EXTRACELLULAR_SPECIAL,False,False,False,3,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2364155,IL6R,P08887,Interleukin-6 receptor subunit alpha,EXTRACELLULAR_SPECIAL,False,False,False,6,True,False,False,True,True,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712932,IL9,P15248,Interleukin-9,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3588735,INHBA,P08476,Inhibin beta A chain,EXTRACELLULAR_SPECIAL,False,False,False,15,True,False,False,True,True,True,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL2059,LTA,P01374,Lymphotoxin-alpha,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL4467,MADCAM1,Q13477,Mucosal addressin cell adhesion molecule 1,EXTRACELLULAR_SPECIAL,False,False,False,1,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL5807,MAG,P20916,Myelin-associated glycoprotein,EXTRACELLULAR_SPECIAL,False,False,False,0,True,False,False,False,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3407325,MSTN,O14793,Growth/differentiation factor 8,EXTRACELLULAR_SPECIAL,False,False,False,2,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3713020,MUC5AC,P98088,Mucin-5AC,EXTRACELLULAR_SPECIAL,False,False,False,6,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
CHEMBL3712938,NCAM1,P13591,Neural cell adhesion molecule 1,EXTRACELLULAR_SPECIAL,False,False,False,7,True,False,False,True,False,False,False,EXCLUDE_NO_CHEMBL_SMALL_MOLECULE_MOA,HARD_GATE_EXCLUDED_480
