system_id,cluster,native_contact_ap,native_contact_prevalence,native_residue_only_score_ap,native_atom_permuted_score_ap,native_atom_to_residue_macro_ap,native_residue_to_atom_macro_ap,native_contact_pairs,native_pair_candidates,all_regions_contact_ap,all_regions_contact_prevalence,native_distance_mae_capped32_A,native_region_selected,regions
2ahv__1__1.D__1.H,c2034,0.3686150269645678,0.049890350877192985,0.09626105196144014,0.07524637054600361,0.6077599406766072,0.59232649933155,91,1824,0.3686150269645679,0.03510802469135803,1.2782726287841797,True,2
2bdm__2__1.A_2.A__2.D,c11013,0.6491073905992775,0.125,0.28726356632703387,0.18824039201348647,0.7036119378306879,0.7923959081797666,81,648,0.6474523214835692,0.084375,0.8160257935523987,True,2
2c84__1__1.A__1.B,c1327,0.837570309431457,0.13095238095238096,0.38666754636142386,0.31256710324019477,0.8650659657802516,0.8609882233779294,77,588,0.8375703094314569,0.08333333333333333,0.6573572754859924,True,2
2de3__1__1.A__1.D,c4237,0.4486045758274178,0.1527777777777778,0.34636831033889853,0.3073361864681065,0.5226856846015611,0.5357067955387284,66,432,0.44856213325752015,0.10060975609756098,1.1925514936447144,True,2
2de3__2__1.B__1.G,c4237,0.46426451545473135,0.140625,0.34554483404411535,0.31248274995989506,0.5627351913652223,0.5117204991942387,63,448,0.4642645154547314,0.0875,1.0435632467269897,True,2
2de4__1__1.A__1.D,c4237,0.479493321259959,0.15476190476190477,0.34802382352989647,0.32093039662374984,0.5961796098065448,0.5551788438763229,65,420,0.4793428636179647,0.09848484848484848,1.1081057786941528,True,2
2dcl__1__1.B_1.C__1.F,c4257,0.7211036109748991,0.12443778110944528,0.2836705776127077,0.23353180817439992,0.7648349227025698,0.8008656524154042,83,667,0.721103610974899,0.08592132505175984,0.8434333801269531,True,2
2dcl__1__2.B_2.C__2.F,c4257,0.7268853258887948,0.12443778110944528,0.2868319126262598,0.23991654833757856,0.7592300292300291,0.7869205468580828,83,667,0.7262734156060167,0.09496567505720824,0.8427470922470093,True,2
3b7d__1__1.A__1.I,c7,0.6716858721774555,0.18575851393188855,0.49558706816059755,0.41292590135182483,0.7473374251661449,0.6957244877111286,60,323,0.6716858721774553,0.12170385395537525,1.003632664680481,True,2
3b7d__2__1.C__1.K,c7,0.6908511352501242,0.18885448916408668,0.4955925784276797,0.4410934309839263,0.7534772798008091,0.6702197096239328,61,323,0.6908511352501241,0.10873440285204991,0.9556320905685425,True,2
3b7d__1__1.B__1.J,c7,0.7053889598887121,0.18575851393188855,0.48272441882735995,0.3703576984373161,0.794248665278077,0.732077161575586,60,323,0.7053335566919476,0.11764705882352941,0.9290836453437805,True,2
3b7d__2__1.D__1.L,c7,0.6902812872339611,0.18529411764705883,0.4900184147733167,0.41079645422334526,0.767776267369693,0.6991654288355678,63,340,0.6901715803706998,0.09264705882352942,0.9579139351844788,True,2
3b7d__3__1.E__1.M,c7,0.6602876390534819,0.18575851393188855,0.49749883286647995,0.3742406837544223,0.7520772854596384,0.6943449860569016,60,323,0.6602876390534821,0.11764705882352941,0.9946604371070862,True,2
3b7d__3__1.F__1.N,c7,0.667294355717553,0.17941176470588235,0.4816436683963203,0.421828437962537,0.7552376621840289,0.7413935652824541,61,340,0.667294355717553,0.09697933227344992,0.9436582922935486,True,2
3b7d__4__1.G__1.O,c7,0.6940572711453133,0.18885448916408668,0.5001475354175451,0.38458773678995606,0.7510014005602241,0.6820808518520938,61,323,0.6940572711453135,0.11213235294117647,0.9490140080451965,True,2
3b7d__4__1.H__1.P,c7,0.721125974001207,0.1826625386996904,0.4939295947667891,0.452234394006145,0.7895645694175105,0.7694178358935302,59,323,0.720857330115542,0.10207612456747404,0.9165321588516235,True,2
3bki__1__1.A__1.E,c7,0.38053664325262526,0.20955882352941177,0.5420197036150984,0.4960379017072049,0.48826560137944064,0.33446430113096776,57,272,0.3761188570746806,0.11875,2.102379322052002,True,2
3bki__2__1.B__1.F,c7,0.624095205662053,0.25390625,0.6071425796425797,0.555614681801434,0.705586175976801,0.6197061866704723,65,256,0.6233577753333603,0.126953125,1.5837085247039795,True,2
3bki__3__1.C__1.G,c7,0.5485066108105908,0.24609375,0.6361341590508258,0.5558715055622089,0.6478580273892773,0.4456710299773486,63,256,0.5478500567426103,0.140625,2.0032453536987305,True,2
3bki__4__1.D__1.H,c7,0.4762637549898173,0.24632352941176472,0.5762282338308458,0.5116503182591006,0.6075916844253242,0.39865138719305376,67,272,0.4658469787059626,0.11631944444444445,2.217608690261841,True,2
3bda__1__1.A__1.D,c33,0.6675387525667525,0.13333333333333333,0.42509364410099704,0.357760830695218,0.7644583333333334,0.640020705937661,72,540,0.6673357384035291,0.1,0.8363941311836243,True,2
3bd8__1__2.A__2.C,c33,0.6531231845001648,0.13450292397660818,0.4131697395404347,0.3370961140060996,0.7270603592314118,0.7006508224890577,69,513,0.6531231845001648,0.06983805668016195,0.8236132860183716,True,2
3bd7__1__1.A__1.D,c33,0.666008510377803,0.13148148148148148,0.41599661097900537,0.30964374462436456,0.75467755814447,0.7530884964708494,71,540,0.6660085103778031,0.08875,0.8227277398109436,True,2
3bd7__1__2.A__2.D,c33,0.661174143786943,0.13148148148148148,0.41623470621710057,0.33166882128031683,0.7541220025889144,0.7494120258826141,71,540,0.6611469106714745,0.07888888888888888,0.8207483291625977,True,2
3bd8__1__1.A__1.C,c33,0.6534807734493943,0.13450292397660818,0.4121312601289717,0.36707820514453504,0.7259490582516898,0.6914690920751526,69,513,0.6534807734493943,0.08253588516746412,0.8192997574806213,True,2
3bz9__1__1.A__1.F,c1599,0.6268163091751828,0.14087301587301587,0.4082488880858043,0.32855980421415537,0.7167459854959854,0.6276648666804107,71,504,0.6268163091751827,0.07349896480331262,1.234965443611145,True,2
3bz7__1__1.A__1.E,c1599,0.699403288970273,0.13818181818181818,0.39257778494903905,0.31199286910449076,0.7807357667584941,0.730118726522565,76,550,0.699403288970273,0.08636363636363636,1.015574336051941,True,2
3bz9__2__2.A__2.F,c1599,0.6357022378686312,0.14087301587301587,0.4082488880858043,0.3761327187845578,0.7182763995263995,0.6513077129736328,71,504,0.6357022378686312,0.08669108669108669,1.2239042520523071,True,2
3bz7__2__2.A__2.E,c1599,0.6808557645947458,0.13818181818181818,0.39238411896589936,0.32684111305249053,0.7653063098517644,0.6958903356459747,76,550,0.6808557645947458,0.0735009671179884,1.035145878791809,True,2
3ctl__1__1.B__1.I_1.J,c1173,0.7065816113864104,0.14439655172413793,0.2891425166218961,0.24471567001038586,0.7400051106301107,0.7203533635676492,67,464,0.7065816113864104,0.09517045454545454,0.79021155834198,True,2
3ctl__1__1.C__1.K_1.L,c1173,0.748234808880055,0.15086206896551724,0.31510947595361294,0.2493647578619568,0.7896572293447294,0.7588605442176871,70,464,0.748234808880055,0.09943181818181818,0.7561172246932983,True,2
3ctl__1__1.A__1.G_1.H,c1173,0.7179452888583365,0.14439655172413793,0.2814895702349061,0.2357973685053111,0.7531294515669515,0.7640352797455069,67,464,0.7179452888583366,0.1046875,0.7248291969299316,True,2
3ctl__1__1.D__1.M_1.N,c1173,0.7558174479114005,0.15301724137931033,0.3248472035953503,0.24918418244756343,0.7779803727046374,0.7335206944730754,71,464,0.7558174479114006,0.1056547619047619,0.7395479083061218,True,2
3ctl__1__1.F__1.Q_1.R,c1173,0.754160233060572,0.15,0.3163862899608514,0.2753404688145598,0.7737900491393138,0.7854939703153989,72,480,0.754160233060572,0.1125,0.7220999598503113,True,2
3ctl__1__1.E__1.O_1.P,c1173,0.7536810661285634,0.15086206896551724,0.31494003288117484,0.2679403919178823,0.7708194780437427,0.7457180650037794,70,464,0.7536810661285636,0.10416666666666667,0.7439823150634766,True,2
3a20__1__1.A_1.B__1.C,c1089,0.7750062662382632,0.11790878754171301,0.3535334877988367,0.22843691687398784,0.8045121724153982,0.8267538051327331,106,899,0.7750062662382632,0.09241499564080209,0.7413428425788879,True,2
3dnt__1__1.A__1.C_1.D_1.E,c2488,0.6900155844322019,0.11143695014662756,0.2523333699063803,0.1785001767220334,0.7651310427923331,0.7536565832663578,114,1023,0.6900155844322019,0.08172043010752689,0.8484163284301758,True,2
3a20__1__1.A_1.B__1.D,c1089,0.7555303685445803,0.11981566820276497,0.3555754452019596,0.22752145681530042,0.7870748964297353,0.8335642069249196,104,868,0.7555303685445802,0.09067131647776809,0.8328126072883606,True,2
3dnt__2__1.B__1.G_1.H_1.I,c2488,0.6800483926487882,0.11088709677419355,0.24669848266229866,0.171132556229787,0.7444910018297114,0.7597320069182814,110,992,0.6800483926487882,0.09098428453267163,0.8864815831184387,True,2
3d9s__1__1.A_1.B_1.C_1.D__1.E,c4511,0.44528762885955425,0.07039473684210526,0.14352702419562674,0.11753978354857098,0.6148355226772173,0.5275079400495085,107,1520,0.44528762885955425,0.0541497975708502,2.691972494125366,True,2
3b0y__1__1.A__1.B_1.D_1.E,c31,0.2518017481317688,0.09090909090909091,0.13865981705548336,0.13427024839320523,0.42103605351476864,0.38178574359650214,62,682,0.2518017481317688,0.06060606060606061,2.023172616958618,True,2
3apw__2__1.B__1.D,c3321,0.3565594049342536,0.0874074074074074,0.21452398558329464,0.14386842001438757,0.466714034757513,0.7077822558685757,59,675,0.35655940493425353,0.06555555555555556,1.1413055658340454,True,2
3agy__1__1.B__1.E,c5190,0.30139764057087365,0.07446808510638298,0.20145772594752187,0.1704755066619653,0.6149821966228217,0.24015615890368092,49,658,0.30139764057087365,0.038613081166272656,2.4910788536071777,True,2
3apw__1__1.A__1.C,c3321,0.30943972138267933,0.10222222222222223,0.16825934325341643,0.15332645391868954,0.42379291753997633,0.5253116085572123,69,675,0.30943972138267933,0.0745945945945946,1.3113734722137451,True,2
3amf__1__1.A_1.B__1.C,c1089,0.7995070193483421,0.11290322580645161,0.3550925897245804,0.24017396649140585,0.8097288477011979,0.8233750572834889,105,930,0.7995070193483421,0.06912442396313365,0.8070524334907532,True,2
3apv__2__1.B__1.E,c3321,0.18485557534959005,0.10884353741496598,0.15725069197583202,0.14047431387442794,0.40560787886768274,0.337944285566251,48,441,0.18485557534959005,0.06177606177606178,1.6943203210830688,True,2
3apv__1__1.A__1.C_1.D,c3321,0.2984154561322605,0.11337868480725624,0.170344622272088,0.19017718872586578,0.4534034240613189,0.4852763314257122,50,441,0.2984154561322605,0.0744047619047619,1.1863446235656738,True,2
3amf__1__1.A_1.B__1.E,c1089,0.7791280913392239,0.12425328554360812,0.374188455565718,0.22536709101876928,0.8001394125587675,0.81020068589579,104,837,0.7791280913392239,0.07624633431085044,0.8195293545722961,True,2
3awh__1__1.A_1.B__1.C,c1089,0.787164657569181,0.1167964404894327,0.35357200999266314,0.22787309596396899,0.8120783709378181,0.8407640703122711,105,899,0.7867037500261173,0.08064516129032258,0.8226012587547302,True,2
3awh__1__1.A_1.B__1.E,c1089,0.7927129489457639,0.12425328554360812,0.37635748529171215,0.217339658354899,0.830750347059645,0.8096252356020078,104,837,0.7927129489457639,0.0684660961158657,0.8122186660766602,True,2
3axs__1__1.A__1.C,c1987,0.8389765421808777,0.11749680715197956,0.3670650042800604,0.20355603057670724,0.8296796002351557,0.8285210812424679,92,783,0.8389765421808777,0.07098765432098765,0.5391625761985779,True,2
3agy__1__1.A__1.C,c3461,0.385464337761995,0.07223942208462332,0.19882178613023893,0.14247431150005582,0.6711546528406993,0.49997464160160104,70,969,0.38546433776199507,0.044275774826059454,1.962726354598999,True,2
3axs__1__2.A__2.C,c1987,0.8269324479153899,0.11749680715197956,0.3520003541621531,0.2231141231513658,0.8253986489700774,0.7985508274793988,92,783,0.8269324479153899,0.08112874779541446,0.5607635974884033,True,2
3au2__1__1.A__1.B_1.F_1.G,c31,0.2553922874672216,0.08797653958944282,0.15156616654481928,0.1440140219191234,0.4645166181632346,0.3670176475749285,60,682,0.2553824950661248,0.043010752688172046,2.017385959625244,True,2
4a6s__2__1.C__1.I_1.J,c225,0.5483001881915808,0.17532467532467533,0.3973943377983782,0.2579090947850714,0.7150021863658227,0.6306397201283563,54,308,0.5483001881915808,0.08181818181818182,1.3283299207687378,True,2
3b0x__1__1.A__1.D_1.E_1.I,c31,0.5916650686838598,0.08064516129032258,0.17045832602284217,0.145003159264019,0.80224126984127,0.6847335626776935,60,744,0.5916650686838598,0.043010752688172046,1.0697964429855347,True,2
4a6x__2__1.B__1.E_1.F,c124,0.7863172380674964,0.13210445468509985,0.27013003250812706,0.19194479529512115,0.7866538658474141,0.8138214698360803,86,651,0.7863172380674964,0.07113316790736146,0.777945876121521,True,2
4a8p__2__1.F__1.P,c103,0.6195492826613958,0.1903409090909091,0.24705814077034358,0.27344935745641097,0.6315445973212517,0.6942293817293818,67,352,0.6195492826613956,0.13958333333333334,0.9482397437095642,True,2
4a8h__2__1.B_3.B__3.I,c103,0.7253694002781648,0.22189349112426035,0.3371684530088912,0.3045029735959117,0.7762928737928738,0.7527859290180718,75,338,0.720249197701418,0.13111888111888112,0.8541848659515381,True,2
4a8h__2__1.B_2.B__1.I,c103,0.6993301818643007,0.22189349112426035,0.3328035814132504,0.297099226470409,0.7473179271708685,0.7055828866900294,75,338,0.6955237599479075,0.14071294559099437,0.9243782758712769,True,2
4a8h__1__1.A_2.A__2.C,c103,0.713317745704659,0.21597633136094674,0.3096338880212323,0.296744594350937,0.7638225297291231,0.7522768501339929,73,338,0.7133177457046592,0.14038461538461539,0.8938577771186829,True,2
4a8p__1__1.A_1.B__1.G,c103,0.4863001145537477,0.16294642857142858,0.2467883619373546,0.23540421502158354,0.5011973685890441,0.619900238302494,73,448,0.48469615694170454,0.11128048780487805,1.4681358337402344,True,2
4a8p__1__1.A_1.C__1.K,c103,0.47223351007593867,0.16294642857142858,0.2564859378416186,0.2220536494104019,0.5118223037204814,0.5785482475614054,73,448,0.452174849823132,0.09707446808510638,1.6825830936431885,True,2
4a8p__1__1.B_1.C__1.I,c103,0.39588548373522753,0.15948275862068967,0.2630215022288631,0.2616804490494298,0.4547540840345462,0.5335865361490362,74,464,0.39571625386065434,0.10277777777777777,1.7862672805786133,True,2
4a8p__2__1.D_1.E__1.O,c103,0.5086571779350973,0.1597222222222222,0.2609788101036502,0.22539822755990963,0.5285112799131342,0.5912749259929712,69,432,0.5067085581774002,0.11348684210526316,1.5037697553634644,True,2
4a8h__1__1.A_3.A__1.C,c103,0.7174949994455031,0.21597633136094674,0.3099627316983374,0.25705882884116493,0.7717092807477421,0.754695681302824,73,338,0.7174949994455028,0.12478632478632479,0.8960744738578796,True,2
4dve__1__1.A__1.D,c2689,0.5825516662452367,0.18181818181818182,0.3544998096293327,0.31777092826227776,0.6776741425736961,0.6667089904143475,64,352,0.5825516662452366,0.11764705882352941,0.9795570373535156,True,2
4al9__2__1.F__1.I_1.X_1.Y,c225,0.5277891824447116,0.12753623188405797,0.31280250546554894,0.31858304682294064,0.6111735833610834,0.6209832534391021,44,345,0.5277891824447115,0.061711079943899017,1.715240716934204,True,2
4al9__2__1.H__1.CA_1.J,c225,0.20372913527142153,0.12753623188405797,0.2829270257629941,0.22755073118124552,0.4789060245310245,0.34182506788423606,44,345,0.20372913527142153,0.057971014492753624,2.3554980754852295,True,2
4am8__1__1.A__1.H_1.I,c103,0.5606864980760252,0.1725,0.25795940918402305,0.24874220979234316,0.5894154871237745,0.6969349364086206,69,400,0.5581330845152705,0.09583333333333334,1.1269776821136475,True,2
4am8__1__1.B__1.M_1.N,c103,0.49306884745494595,0.17,0.2469573163277919,0.2528484815844937,0.5297948102788328,0.6105686613581351,68,400,0.4903221609082825,0.11805555555555555,1.2106451988220215,True,2
4am8__1__1.C__1.Q_1.R,c103,0.5017263824114152,0.1725,0.2529383659351522,0.2470939827116502,0.5357440557808205,0.5558140378140378,69,400,0.49971358475744665,0.1002906976744186,1.2305690050125122,True,2
4am8__2__1.E__1.X_1.Y,c103,0.5381752866838395,0.17,0.2502674099383488,0.24322167909394912,0.5668517816508888,0.5945702445702445,68,400,0.5375958812072547,0.09659090909090909,1.1286368370056152,True,2
4am8__2__1.D__1.T_1.U,c103,0.47601220373182784,0.17,0.24590982485114646,0.24633551762671865,0.5294146420708921,0.6213804996443887,68,400,0.46840173681334296,0.11805555555555555,1.2976070642471313,True,2
4am8__2__1.F__1.AA_1.BA_1.V,c103,0.4975362591155052,0.1675,0.24093230267375987,0.25071360043334867,0.5411912015859385,0.5826725640614531,67,400,0.49000111538037777,0.11019736842105263,1.2131297588348389,True,2
4b11__2__1.B__1.J,c118,0.35128041585442626,0.11042183622828784,0.23995213746720778,0.2100566406765997,0.5378676348943573,0.4811898618839339,89,806,0.35128041585442626,0.06524926686217009,1.7617504596710205,True,2
4b14__2__1.B__1.J,c118,0.5748802788484028,0.123342175066313,0.2493567036617967,0.20550287679415433,0.6739340203970022,0.6031090831863849,93,754,0.5748425776604632,0.07288401253918496,1.4123215675354004,True,2
4b14__3__1.C__1.P,c118,0.5190277624381121,0.123342175066313,0.26085418878408684,0.22582334927286918,0.6530120427320206,0.5343349613363432,93,754,0.519027762438112,0.06971514242878561,1.5400617122650146,True,2
4b14__1__1.A__1.E,c118,0.39074843812780424,0.129973474801061,0.2890625465528985,0.2207461505301414,0.545036390355882,0.3787764000622532,98,754,0.3900666212192483,0.07858861267040898,2.000974178314209,True,2
4b11__3__1.C__1.O,c118,0.3089633964450808,0.10794044665012408,0.22055051240911347,0.19829532162262875,0.5111902983081701,0.40338787064862747,87,806,0.30896339644508086,0.06682027649769585,1.9755332469940186,True,2
4cae__3__1.C__1.R,c118,0.5352672003728819,0.10625,0.2522402183540906,0.21098088483163221,0.659855810500702,0.5990368417969709,102,960,0.5352672003728818,0.07555555555555556,1.6029037237167358,True,2
4cae__1__1.A__1.G,c118,0.6010870695604361,0.10752688172043011,0.2465300233314217,0.19739898076846069,0.7076988952405618,0.6605183477284926,100,930,0.6009866674358393,0.08547008547008547,1.3747111558914185,True,2
4ctn__1__1.A__1.C_1.D,c33,0.581098882432207,0.11625615763546798,0.33374342594077705,0.2054346871408693,0.6986886001084783,0.6606184276838163,118,1015,0.5810988824322071,0.07677293428757319,0.8749165534973145,True,2
4ctm__1__2.A__2.B,c33,0.5896375295928307,0.15196078431372548,0.4627856468728776,0.3503112455260605,0.6419623340903617,0.6324931821990646,62,408,0.5896375295928306,0.08895265423242468,1.0856722593307495,True,2
4d6p__1__1.A__1.C_1.E,c124,0.7391941800136919,0.130568356374808,0.28647112533260544,0.2103331459300585,0.7691781874039939,0.7577505334792001,85,651,0.7391941800136919,0.07410636442894507,0.8015691637992859,True,2
5aju__1__1.A_2.A__1.B,c2020,0.5697929180935839,0.14935064935064934,0.2905480034316351,0.2908444770754459,0.6134459984459985,0.7110919820919821,46,308,0.5697929180935839,0.0888030888030888,0.8521876335144043,True,2
4cto__1__1.A__1.B,c33,0.6080727657398016,0.12375,0.3218612717710757,0.2709817614365164,0.7272749250749251,0.6846998971895185,99,800,0.6080727657398014,0.088,0.7575618028640747,True,2
4ctn__1__2.A__2.C_2.D,c33,0.5957911644915648,0.11625615763546798,0.33422560010793073,0.21649817795266166,0.7047691957580394,0.6651147131245209,118,1015,0.5957911644915647,0.08657373440939105,0.877026379108429,True,2
5aju__1__1.A_2.A__2.B,c2020,0.5614058885265893,0.14935064935064934,0.2917212263439885,0.20501617624257032,0.6050668775668776,0.6563618233618231,46,308,0.5593890983383556,0.0782312925170068,0.8921074867248535,True,2
4cto__1__2.A__2.B,c33,0.5883021753423509,0.12375,0.3213458308077496,0.2331339485006923,0.7265103507603508,0.6656904578995694,99,800,0.5883021753423509,0.09428571428571429,0.7881054878234863,True,2
4d6p__2__1.B__1.G_1.H,c124,0.8006759494007158,0.13517665130568357,0.2895451864994301,0.17673841651836325,0.779342037890425,0.8846511971446612,88,651,0.8006759494007157,0.08110599078341015,0.8024908900260925,True,2
4ctm__1__1.A__1.B,c33,0.5383850950928514,0.15196078431372548,0.4414358837396388,0.3973317580582728,0.650749534263466,0.5618301721825192,62,408,0.5383850950928513,0.08895265423242468,1.1531083583831787,True,2
5ajp__1__1.A_1.B__1.C_1.E,c186,0.803007277619022,0.11764705882352941,0.27647830600771783,0.24265100230222342,0.831915873015873,0.8508550825965685,100,850,0.803007277619022,0.07407407407407407,0.7312856316566467,True,2
5bnr__1__1.A__1.B,c161,0.5910889159103717,0.13117283950617284,0.2225942879566423,0.17899339472142017,0.6672202736876649,0.7072770922568715,85,648,0.5910889159103716,0.06682389937106918,0.8432633876800537,True,2
5bqs__1__1.A_1.B__1.F,c161,0.7291401513100307,0.12202380952380952,0.23004981709392952,0.190433741169118,0.7448674242424242,0.8026017053933721,82,672,0.7291401513100307,0.06570512820512821,0.8670350909233093,True,2
5cbs__1__1.A__1.E_1.H,c7,0.4765471326487497,0.16052631578947368,0.38954768360379183,0.3265564167829824,0.5744657827552564,0.5754262766441075,61,380,0.47041197764869525,0.07830551989730423,1.6989848613739014,True,2
5cbs__1__1.C__1.V,c7,0.5367941741734454,0.15789473684210525,0.39792392133723403,0.31475244707787,0.6223196881091617,0.5366371186003538,60,380,0.5314329314651028,0.07702182284980745,1.5998646020889282,True,2
5bxv__1__1.A__1.E,c326,0.691074752879923,0.11471861471861472,0.3078980196475908,0.24027877597359515,0.8576131687242798,0.7085844349190213,53,462,0.6910747528799231,0.055381400208986416,1.3657938241958618,True,2
5c79__1__1.A__1.C,c6049,0.30973657023976486,0.07541478129713423,0.1539547271900213,0.10984356078821307,0.4467722606611495,0.4285485715718645,50,663,0.30973657023976486,0.045787545787545784,2.2846436500549316,True,2
5cbs__2__1.B__1.M_1.P,c7,0.5387233403969869,0.17174515235457063,0.4069474702589154,0.375055830151262,0.6366569979727874,0.6009409962994522,62,361,0.5359176782008289,0.08587257617728532,1.6393870115280151,True,2
5bxv__2__1.C__1.F,c326,0.7333990316341347,0.11688311688311688,0.3128423079601531,0.31441731349245766,0.8556089743589742,0.6586948194196094,54,462,0.7333990316341348,0.06293706293706294,1.2771031856536865,True,2
5c79__2__1.B__1.E,c6049,0.20810079469612627,0.07834757834757834,0.1718000938455484,0.14790136667335974,0.4404285257226433,0.3501084415914583,55,702,0.20810079469612627,0.04862953138815208,2.6741316318511963,True,2
5a6z__1__1.A_1.B__1.E_1.I_1.J,c266,0.19240545382958638,0.08055555555555556,0.13781936135384412,0.16159993292313451,0.6477448734393179,0.3630416546221112,58,720,0.19240545382958635,0.03790849673202614,1.9286366701126099,True,2
5ciy__1__1.A__1.D,c272,0.8931851713089309,0.12903225806451613,0.36813385389808356,0.24061691901778387,0.9281998556998556,0.9440856202620908,104,806,0.8931851713089309,0.08163265306122448,0.6112618446350098,True,2
5a6z__1__1.A_1.B__1.F_1.L_1.M,c266,0.14921216262735443,0.09375,0.18372838866666028,0.20014062853931827,0.5661361514302691,0.17610941884672762,54,576,0.14921216262735443,0.039473684210526314,1.8376688957214355,True,2
5d21__1__1.D__1.K_1.L,c225,0.6504751004688087,0.17777777777777778,0.5194143819143819,0.4026372146700097,0.7722366522366522,0.48888635737900443,48,270,0.6504751004688085,0.09195402298850575,1.438387155532837,True,2
5d21__1__1.B__1.G_1.H,c225,0.7575267526340627,0.1814814814814815,0.5142785156390598,0.3569035133262579,0.910236391694725,0.7364941567147448,49,270,0.7575267526340627,0.09386973180076628,1.028308629989624,True,2
5d21__1__1.A__1.E_1.F,c225,0.7042005063393936,0.17777777777777778,0.514692184744268,0.4161477077174748,0.8356106856106855,0.6352335572923808,48,270,0.7010028694065557,0.08333333333333333,1.2821574211120605,True,2
5d21__1__1.C__1.I_1.J,c225,0.702813806400985,0.18518518518518517,0.5111759259259259,0.4475807268994725,0.8033595031511698,0.6112526313061072,50,270,0.7006802103718655,0.08680555555555555,1.3122142553329468,True,2
5b2e__1__1.B_1.C__1.K_1.L_1.M,c1299,0.4082688321589394,0.1466346153846154,0.3473911391431883,0.2725090068230613,0.4948818590818121,0.45943367974617977,61,416,0.4082688321589394,0.09775641025641026,1.5422343015670776,True,2
5b2e__1__1.A_1.B__1.H_1.I_1.J,c1299,0.4431348864819895,0.1466346153846154,0.3370582272858711,0.28956415630916144,0.5872446000544185,0.45788450949635157,61,416,0.4431348864819895,0.09298780487804878,1.4857655763626099,True,2
5b2e__1__1.A_1.C__1.D_1.E_1.G,c1299,0.41736792378382165,0.14182692307692307,0.3306485780239683,0.31388332060744484,0.5335038938054059,0.525214022089022,59,416,0.41736792378382165,0.09703947368421052,1.3952538967132568,True,2
6bem__1__1.D__1.F_1.I_1.M,c31,0.6375822190575916,0.109717868338558,0.18813367666815947,0.18960864798061974,0.7768879731379731,0.7349144549878185,70,638,0.6375822190575917,0.06352087114337568,0.9413695335388184,True,2
6bel__1__1.D__1.F_1.G_1.K,c31,0.5876371092776812,0.10794602698650675,0.2067752330683365,0.22370635283542564,0.7154941046607712,0.641813525554097,72,667,0.5876371092776812,0.06533575317604355,1.0276247262954712,True,2
6btf__1__1.A__1.G_1.H_1.I,c31,0.5572788455058816,0.10869565217391304,0.19315779033891278,0.1743782548750009,0.6977555381126808,0.6494494146204671,70,644,0.5572788455058815,0.05952380952380952,1.0746928453445435,True,2
6bt4__1__1.A__1.B,c1881,0.3190068294813975,0.10147058823529412,0.3189164203230699,0.2366182087046324,0.5577566351273248,0.39434223076360836,69,680,0.3190068294813975,0.05968858131487889,2.2996597290039062,True,2
