review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0101,Lubiprostone,PTPN11,SHP2/PTPN11 调控的炎症性肠病或动脉粥样硬化巨噬细胞炎症模型,机制中等：PTPN11 与SHP2/PTPN11 调控的炎症性肠病或动脉粥样硬化巨噬细胞炎症模型可连通，但药物-PTPN11 主要来自计算预测或存在同家族/原药理混杂，需 TE 先行。,中-高：靶点 assay 可执行，但必须先把 target engagement 与原药理、同家族或细胞毒性效应分开。,SHP2/PTPN11 phosphatase 或 allosteric activation/inhibition assay；细胞中看 pERK、pSHP2 和 RTK-RAS/MAPK rescue。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,medium,medium,keep_medium,PTPN11 可连到炎症细胞信号，但疾病由 atherosclerosis 签名外推；需先确认 SHP2 phosphatase/allosteric engagement。
strict895_0102,Rilpivirine Hydrochloride,AKT3,AKT3 依赖的宫颈癌/CML 或 PI3K-AKT 活化肿瘤,机制中等：AKT3 与AKT3 依赖的宫颈癌/CML 或 PI3K-AKT 活化肿瘤可连通，但药物-AKT3 主要来自计算预测或存在同家族/原药理混杂，需 TE 先行。,中-高：靶点 assay 可执行，但必须先把 target engagement 与原药理、同家族或细胞毒性效应分开。,AKT3 重组 kinase IC50/Kd、DSF/SPR 或 NanoBRET/CETSA；细胞层面检测对应 phospho-substrate 与剂量依赖 pathway readout。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,medium,medium,keep_medium,AKT3 肿瘤轴可测，CREEDS 有宫颈癌/CML；Rilpivirine 预测中等，需与广谱抗增殖区分。
strict895_0103,Etravirine,EPHB4,EPHB4 高表达的睾丸精原细胞瘤或血管生成依赖实体瘤,机制中等：EPHB4 与EPHB4 高表达的睾丸精原细胞瘤或血管生成依赖实体瘤可连通，但药物-EPHB4 主要来自计算预测或存在同家族/原药理混杂，需 TE 先行。,中-高：靶点 assay 可执行，但必须先把 target engagement 与原药理、同家族或细胞毒性效应分开。,EPHB4 重组 kinase IC50/Kd、DSF/SPR 或 NanoBRET/CETSA；细胞层面检测对应 phospho-substrate 与剂量依赖 pathway readout。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,medium,medium,keep_medium,EPHB4 是肿瘤血管/侵袭靶点，rank 尚可；testis seminoma 疾病较窄但需要表达依赖性筛选。
strict895_0104,Rilpivirine Hydrochloride,AXL,AXL 驱动的黑色素瘤、三阴性乳腺癌或胰腺癌耐药模型,机制合理：AXL 与AXL 驱动的黑色素瘤、三阴性乳腺癌或胰腺癌耐药模型形成可检验疾病轴，输入证据和 assay 可行性较好；药物-AXL 仍需正交 engagement 确认。,高：target engagement 与疾病功能 readout 都有成熟体系，建议直接做 8-10 点剂量依赖和遗传/药理 rescue。,AXL 重组 kinase IC50/Kd、DSF/SPR 或 NanoBRET/CETSA；细胞层面检测对应 phospho-substrate 与剂量依赖 pathway readout。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,low,high,keep_high,AXL 与耐药、侵袭和多种 CREEDS 肿瘤高度一致，Rilpivirine rank=3 且本地共现干净；优先保留。
strict895_0105,Doravirine And Islatravir,NR3C2,NR3C2 相关结直肠/乳腺/甲状腺肿瘤仅作探索；不作为首要适应症,机制较弱/待审：NR3C2 相关 biology 可测，但NR3C2 相关结直肠/乳腺/甲状腺肿瘤仅作探索的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,NR3C2 ligand-binding TR-FRET/SPR/DSF；全长受体 reporter 与内源靶基因 qPCR/RNA-seq，加入受体 knockdown/rescue。,GR/PR/ER/AR/MR/FXR 等核受体交叉 reporter、luciferase 干扰、广谱转录抑制、细胞毒性 counterscreen。,high,low,review_low,盐皮质激素受体到肿瘤的机制弱于心肾方向，且组合药 reporter 极易受广谱转录和核受体串扰影响。
strict895_0106,Doravirine,NR3C2,NR3C2 相关结直肠/乳腺/甲状腺肿瘤仅作探索；不作为首要适应症,机制较弱/待审：NR3C2 相关 biology 可测，但NR3C2 相关结直肠/乳腺/甲状腺肿瘤仅作探索的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,NR3C2 ligand-binding TR-FRET/SPR/DSF；全长受体 reporter 与内源靶基因 qPCR/RNA-seq，加入受体 knockdown/rescue。,GR/PR/ER/AR/MR/FXR 等核受体交叉 reporter、luciferase 干扰、广谱转录抑制、细胞毒性 counterscreen。,high,low,review_low,与组合条目重复，Doravirine-NR3C2 仍需先证明直接核受体结合；疾病优先级低。
strict895_0107,Lubiprostone,AKT1,AKT1 相关神经病理性疼痛、神经炎症或缺血性神经保护模型,机制中等：AKT1 与AKT1 相关神经病理性疼痛、神经炎症或缺血性神经保护模型可连通，但药物-AKT1 主要来自计算预测或存在同家族/原药理混杂，需 TE 先行。,中-高：靶点 assay 可执行，但必须先把 target engagement 与原药理、同家族或细胞毒性效应分开。,AKT1 重组 kinase IC50/Kd、DSF/SPR 或 NanoBRET/CETSA；细胞层面检测对应 phospho-substrate 与剂量依赖 pathway readout。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,medium,medium,keep_medium,AKT1 可连接神经保护/疼痛和炎症，但 CREEDS 混有脱水、精神疾病等非特异信号；适合中优先级验证。
strict895_0108,Doravirine,KCNH2,不推荐抗肿瘤；仅作 hERG/KCNH2 电生理安全性和阳性/阴性对照,机制可测但不新：KCNH2 更适合作为安全性、同家族 off-target、重复条目或已报道轴对照，而非新用途候选。,高(对照)：实验体系成熟，但用途是安全性、选择性、重复或已知机制对照，不计入新用途优先级。,KCNH2 automated patch clamp/电流-电压曲线；必要时加膜电位染料或离子通量实验，确认激动/阻断方向和可逆性。,hERG/Nav/Cav/Kv 安全通道 panel、膜完整性/膜电位染料干扰、细胞毒性、温度/电压依赖非特异效应 counterscreen。,high,control,control_only,KCNH2 是典型心脏安全通道，肿瘤用途容易被安全 liability 混淆；作为 patch-clamp counterscreen 更有价值。
strict895_0109,Doravirine And Islatravir,KCNH2,不推荐抗肿瘤；组合药仅作 hERG/KCNH2 电生理安全性对照,机制可测但不新：KCNH2 更适合作为安全性、同家族 off-target、重复条目或已报道轴对照，而非新用途候选。,高(对照)：实验体系成熟，但用途是安全性、选择性、重复或已知机制对照，不计入新用途优先级。,KCNH2 automated patch clamp/电流-电压曲线；必要时加膜电位染料或离子通量实验，确认激动/阻断方向和可逆性。,hERG/Nav/Cav/Kv 安全通道 panel、膜完整性/膜电位染料干扰、细胞毒性、温度/电压依赖非特异效应 counterscreen。,high,control,control_only,与 Doravirine 单药重复且包含组合药复杂性；不作为新适应症候选。
strict895_0110,Lubiprostone,FGFR1,FGFR1 相关神经损伤修复/ALS 细胞模型；神经纤维瘤仅作备选,机制较弱/待审：FGFR1 相关 biology 可测，但FGFR1 相关神经损伤修复/ALS 细胞模型的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,FGFR1 重组 kinase IC50/Kd、DSF/SPR 或 NanoBRET/CETSA；细胞层面检测对应 phospho-substrate 与剂量依赖 pathway readout。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,medium,low,review_low,FGFR1 神经修复可解释一部分方向，但疾病候选较散且 Lubiprostone 预测排名后；低优先级。
strict895_0111,Nevirapine,KCNN4,KCNN4/KCa3.1 依赖的 CLL、T 细胞白血病和乳腺癌迁移模型,机制合理：KCNN4 与KCNN4/KCa3.1 依赖的 CLL、T 细胞白血病和乳腺癌迁移模型形成可检验疾病轴，输入证据和 assay 可行性较好；药物-KCNN4 仍需正交 engagement 确认。,高：target engagement 与疾病功能 readout 都有成熟体系，建议直接做 8-10 点剂量依赖和遗传/药理 rescue。,KCNN4 automated patch clamp/电流-电压曲线；必要时加膜电位染料或离子通量实验，确认激动/阻断方向和可逆性。,hERG/Nav/Cav/Kv 安全通道 panel、膜完整性/膜电位染料干扰、细胞毒性、温度/电压依赖非特异效应 counterscreen。,low,high,keep_high,KCa3.1 在免疫细胞和肿瘤迁移中有清晰功能 readout，Nevirapine rank=3/ConPLEx 高；值得保留。
strict895_0112,Rolapitant Hydrochloride,CDK4,CDK4 依赖 HR+ 乳腺癌和去分化/高分化脂肪肉瘤,机制中等：CDK4 与CDK4 依赖 HR+ 乳腺癌和去分化/高分化脂肪肉瘤可连通，但药物-CDK4 主要来自计算预测或存在同家族/原药理混杂，需 TE 先行。,中-高：靶点 assay 可执行，但必须先把 target engagement 与原药理、同家族或细胞毒性效应分开。,CDK4-Cyclin 复合物 kinase IC50；细胞 pRB、G1 arrest 和 target engagement/NanoBRET，配合 CDK4/6 依赖细胞系。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,medium,medium,keep_medium,CDK4 疾病定位强且 assay 直接，但 Rolapitant 预测分数低；可作为低成本 kinase 验证候选。
strict895_0113,Abacavir Sulfate,CDK4,CDK4 依赖 HR+ 乳腺癌和脂肪肉瘤；证据弱,机制较弱/待审：CDK4 相关 biology 可测，但CDK4 依赖 HR+ 乳腺癌和脂肪肉瘤的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,CDK4-Cyclin 复合物 kinase IC50；细胞 pRB、G1 arrest 和 target engagement/NanoBRET，配合 CDK4/6 依赖细胞系。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,medium,low,review_low,靶点-疾病强，但 Abacavir ConPLEx 低且 rank 28；核苷类药物需严查非特异抗增殖。
strict895_0114,Acyclovir,FGFR2,FGFR2 改变的乳腺癌或胃癌/胆管癌模型；乳腺癌优先,机制较弱/待审：FGFR2 相关 biology 可测，但FGFR2 改变的乳腺癌或胃癌/胆管癌模型的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,FGFR2 重组 kinase IC50/Kd、DSF/SPR 或 NanoBRET/CETSA；细胞层面检测对应 phospho-substrate 与剂量依赖 pathway readout。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,medium,low,review_low,FGFR2 肿瘤轴合理且本地共现干净，但 Acyclovir 分数低；只建议先做 biochemical binding。
strict895_0115,Obeticholic Acid,BCL2,BCL2 依赖的 CLL/AML/淋巴瘤,机制中等：BCL2 与BCL2 依赖的 CLL/AML/淋巴瘤可连通，但药物-BCL2 主要来自计算预测或存在同家族/原药理混杂，需 TE 先行。,中-高：靶点 assay 可执行，但必须先把 target engagement 与原药理、同家族或细胞毒性效应分开。,BCL2-BH3 peptide TR-FRET/FP displacement、SPR/DSF；BCL2 依赖细胞中做 BH3 profiling、caspase activation 和 rescue。,BCL-XL/MCL1/BCL-W 选择性、BH3 mimetic 阳性对照、线粒体毒性、caspase 非特异激活 counterscreen。,medium,medium,keep_medium,BCL2 疾病具体且可用 BH3 displacement 验证；原 ion-channel lane 明显不合适，需要改为 BCL2-BH3 结合/线粒体 priming。
strict895_0116,Netupitant,CDK4,CDK4 依赖乳腺癌/脂肪肉瘤；因同肿瘤用药场景仅低优先级,机制较弱/待审：CDK4 相关 biology 可测，但CDK4 依赖乳腺癌/脂肪肉瘤的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,CDK4-Cyclin 复合物 kinase IC50；细胞 pRB、G1 arrest 和 target engagement/NanoBRET，配合 CDK4/6 依赖细胞系。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen；同方向/适应症标签导致 novelty 降权。,high,low,review_low,CDK4 机制强，但 Netupitant 有肿瘤支持治疗同方向标签风险，novelty 弱；作为验证低优先级。
strict895_0117,Obeticholic Acid,AR,AR 驱动前列腺癌；次选 AR 阳性乳腺癌,机制中等：AR 与AR 驱动前列腺癌可连通，但药物-AR 主要来自计算预测或存在同家族/原药理混杂，需 TE 先行。,中-高：靶点 assay 可执行，但必须先把 target engagement 与原药理、同家族或细胞毒性效应分开。,AR ligand-binding TR-FRET/SPR/DSF；全长受体 reporter 与内源靶基因 qPCR/RNA-seq，加入受体 knockdown/rescue。,GR/PR/ER/AR/MR/FXR 等核受体交叉 reporter、luciferase 干扰、广谱转录抑制、细胞毒性 counterscreen；同靶点家族选择性必须作为 go/no-go。,high,medium,keep_medium,AR-肿瘤轴强，但 Obeticholic Acid 是核受体类药物，FXR/胆汁酸通路会严重混淆 AR reporter。
strict895_0118,Hydrocortisone,KRAS,不建议皮肤炎症方向；KRAS 皮肤/黑色素瘤假说缺少可执行疾病定位,机制不充分：KRAS、不建议皮肤炎症方向和药物已知药理之间缺少清晰闭环，表型容易由非特异或原药理解释。,低：即使单项 assay 可做，靶点-疾病-药物闭环不足，不建议占用主筛资源。,仅低优先级做 KRAS nucleotide-exchange、SOS1/RAF-RBD binding 或 KRAS-GTP pull-down；需要 mutant/WT isogenic rescue。,KRAS WT/突变体 isogenic、SOS1/RAF-RBD 正负对照、聚集体/PAINS、细胞通透性和细胞毒性 counterscreen。,high,deprioritize,deprioritize,KRAS 直接小分子 engagement 难，Hydrocortisone 糖皮质激素效应足以解释皮肤表型；不推进。
strict895_0119,Tecovirimat,CDK4,CDK4 依赖 HR+ 乳腺癌/脂肪肉瘤；证据弱,机制较弱/待审：CDK4 相关 biology 可测，但CDK4 依赖 HR+ 乳腺癌/脂肪肉瘤的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,CDK4-Cyclin 复合物 kinase IC50；细胞 pRB、G1 arrest 和 target engagement/NanoBRET，配合 CDK4/6 依赖细胞系。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,medium,low,review_low,CDK4 疾病明确，但 Tecovirimat rank=77，预测支持很弱；仅适合小规模 kinase panel。
strict895_0120,Dasabuvir Sodium,AR,AR 驱动前列腺癌和 AR 阳性乳腺癌,机制中等：AR 与AR 驱动前列腺癌和 AR 阳性乳腺癌可连通，但药物-AR 主要来自计算预测或存在同家族/原药理混杂，需 TE 先行。,中-高：靶点 assay 可执行，但必须先把 target engagement 与原药理、同家族或细胞毒性效应分开。,AR ligand-binding TR-FRET/SPR/DSF；全长受体 reporter 与内源靶基因 qPCR/RNA-seq，加入受体 knockdown/rescue。,GR/PR/ER/AR/MR/FXR 等核受体交叉 reporter、luciferase 干扰、广谱转录抑制、细胞毒性 counterscreen。,medium,medium,keep_medium,AR 疾病轴强且本地共现干净；Dasabuvir 分数低，但 reporter/ligand binding 可快速筛掉。
strict895_0121,Emtricitabine,CDK6,CDK6 依赖 HR+ 乳腺癌、AML/ALL 或淋巴瘤,机制合理：CDK6 与CDK6 依赖 HR+ 乳腺癌、AML/ALL 或淋巴瘤形成可检验疾病轴，输入证据和 assay 可行性较好；药物-CDK6 仍需正交 engagement 确认。,高：target engagement 与疾病功能 readout 都有成熟体系，建议直接做 8-10 点剂量依赖和遗传/药理 rescue。,CDK6-Cyclin 复合物 kinase IC50；细胞 pRB、G1 arrest 和 target engagement/NanoBRET，配合 CDK4/6 依赖细胞系。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,low,high,keep_high,CDK6 适应症清晰，Emtricitabine ConPLEx 高/rank=5 且本地共现干净；优先正交验证。
strict895_0122,Obeticholic Acid,ESR1,ESR1/ER+ 乳腺癌和子宫内膜癌模型,机制中等：ESR1 与ESR1/ER+ 乳腺癌和子宫内膜癌模型可连通，但药物-ESR1 主要来自计算预测或存在同家族/原药理混杂，需 TE 先行。,中-高：靶点 assay 可执行，但必须先把 target engagement 与原药理、同家族或细胞毒性效应分开。,ESR1 ligand-binding TR-FRET/SPR/DSF；全长受体 reporter 与内源靶基因 qPCR/RNA-seq，加入受体 knockdown/rescue。,GR/PR/ER/AR/MR/FXR 等核受体交叉 reporter、luciferase 干扰、广谱转录抑制、细胞毒性 counterscreen；同靶点家族选择性必须作为 go/no-go。,high,medium,keep_medium,ESR1 疾病轴强，但 Obeticholic Acid 属核受体/胆汁酸药理，ER reporter 很易被 FXR 或广谱转录影响。
strict895_0123,Rilpivirine Hydrochloride,EGFR,EGFR 突变/扩增 NSCLC 或头颈鳞癌；作为已报道新靶点阳性对照,机制可测但不新：EGFR 更适合作为安全性、同家族 off-target、重复条目或已报道轴对照，而非新用途候选。,高(对照)：实验体系成熟，但用途是安全性、选择性、重复或已知机制对照，不计入新用途优先级。,EGFR 重组 kinase IC50/Kd、DSF/SPR 或 NanoBRET/CETSA；细胞层面检测对应 phospho-substrate 与剂量依赖 pathway readout。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen；已报道轴只能作阳性对照。,high,control,control_only,local literature 标记为 post-approval 已报道新靶点；科学上可测，但 novelty 不足，适合作为阳性对照。
strict895_0124,Rilpivirine Hydrochloride,CDK6,CDK6 依赖乳腺癌或血液肿瘤；需先确认靶点结合,机制较弱/待审：CDK6 相关 biology 可测，但CDK6 依赖乳腺癌或血液肿瘤的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,CDK6-Cyclin 复合物 kinase IC50；细胞 pRB、G1 arrest 和 target engagement/NanoBRET，配合 CDK4/6 依赖细胞系。,同家族/广谱 kinome 或 phosphatase panel、ATP 竞争、聚集体/PAINS、细胞毒性和原批准靶点 counterscreen。,medium,low,review_low,CDK6 疾病明确，但 Rilpivirine rank=47；优先级低于 Emtricitabine-CDK6。
strict895_0125,Hydrocortisone,AR,AR 相关肌少症/肌肉萎缩或骨代谢模型；疾病定位偏弱,机制较弱/待审：AR 相关 biology 可测，但AR 相关肌少症/肌肉萎缩或骨代谢模型的疾病定位、预测强度或 novelty 不足，暂不作主候选。,中：技术上可测，但疾病定位、预测强度或 novelty 不足，建议只做小规模正交验证。,AR ligand-binding TR-FRET/SPR/DSF；全长受体 reporter 与内源靶基因 qPCR/RNA-seq，加入受体 knockdown/rescue。,GR/PR/ER/AR/MR/FXR 等核受体交叉 reporter、luciferase 干扰、广谱转录抑制、细胞毒性 counterscreen。,high,low,review_low,AR 可影响肌肉/骨，但 Hydrocortisone 的 GR 作用强混淆；核受体 reporter 风险高。
