review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0011,Rilpivirine Hydrochloride,FGFR3,FGFR3 突变/融合膀胱癌、头颈鳞癌、黑色素瘤模型。,Rilpivirine Hydrochloride -> FGFR3（Fibroblast growth factor receptor 3）：该靶点属于可测 kinase/受体 kinase 信号轴，若候选疾病依赖相应通路，drug-target-direction 具备可实验验证的 biological story。,高：重组激酶 IC50/Kd、kinase panel、NanoBRET/CETSA 和 phospho-substrate 细胞 readout 均可执行。,重组靶点激酶 IC50/Kd（ADP-Glo/Caliper/KinomeScan），细胞 NanoBRET/CETSA 与 p-substrate 或 pathway phospho-readout。,广谱 kinase panel、ATP 竞争曲线、上游/下游 kinase 旁路、细胞毒性/增殖非特异效应、药物自荧光/聚集。,low,high,keep_high,保留为高优先：靶点-疾病连接清楚且首轮 target engagement 可直接验证。 本地共现层面较干净，仍需人工排重。
strict895_0012,Rilpivirine Hydrochloride,FGFR2,FGFR2 扩增/融合乳腺癌、胆管癌或胃癌模型；输入仅 breast 需具体化。,Rilpivirine Hydrochloride -> FGFR2（Fibroblast growth factor receptor 2）：该靶点属于可测 kinase/受体 kinase 信号轴，若候选疾病依赖相应通路，drug-target-direction 具备可实验验证的 biological story。,高：重组激酶 IC50/Kd、kinase panel、NanoBRET/CETSA 和 phospho-substrate 细胞 readout 均可执行。,重组靶点激酶 IC50/Kd（ADP-Glo/Caliper/KinomeScan），细胞 NanoBRET/CETSA 与 p-substrate 或 pathway phospho-readout。,广谱 kinase panel、ATP 竞争曲线、上游/下游 kinase 旁路、细胞毒性/增殖非特异效应、药物自荧光/聚集。,medium,medium,keep_medium,保留为中优先：机制可测，但疾病需进一步具体化或需排除药物已知主靶点/家族选择性。 文献状态未充分审计，需人工排重。 疾病候选仍需具体化。
strict895_0013,Rilpivirine Hydrochloride,BTK,BTK 依赖 B 细胞淋巴瘤、CLL、ABC-DLBCL；可扩展 B 细胞自身免疫模型。,Rilpivirine Hydrochloride -> BTK（Tyrosine-protein kinase BTK）：该靶点属于可测 kinase/受体 kinase 信号轴，若候选疾病依赖相应通路，drug-target-direction 具备可实验验证的 biological story。,高：重组激酶 IC50/Kd、kinase panel、NanoBRET/CETSA 和 phospho-substrate 细胞 readout 均可执行。,重组靶点激酶 IC50/Kd（ADP-Glo/Caliper/KinomeScan），细胞 NanoBRET/CETSA 与 p-substrate 或 pathway phospho-readout。,广谱 kinase panel、ATP 竞争曲线、上游/下游 kinase 旁路、细胞毒性/增殖非特异效应、药物自荧光/聚集。,low,high,keep_high,保留为高优先：靶点-疾病连接清楚且首轮 target engagement 可直接验证。 本地共现层面较干净，仍需人工排重。
strict895_0014,Atazanavir Sulfate,CCND1,CCND1 扩增乳腺癌/结直肠癌；因 target 非独立酶，需具体化为 CDK4/6-cyclinD1 复合物模型。,Atazanavir Sulfate -> CCND1（G1/S-specific cyclin-D1）：CCND1 是 cyclin 调控亚基而非独立催化靶点，疾病故事实际来自 CDK4/6-cyclinD1-RB 轴；把预测解释成药物直接结合 CCND1 风险很高。,低：CCND1 缺少常规酶活，直接 target engagement 不稳；只能间接测复合物、RB 磷酸化或蛋白稳定性，不适合首轮高通量。,如保留，仅测 cyclin D1-CDK4/6 复合物形成/热稳定性、RB 磷酸化和 CCND1 蛋白降解；不建议作为首轮直接结合项目。,CDK4/6 直接抑制、蛋白翻译/蛋白酶体/转录抑制、细胞周期毒性、药物已知主靶点反筛。,high,deprioritize,deprioritize,降级：不适合作为主 repurposing 项目，主要因靶点不可直接药理化、疾病方向错配或更像安全性反筛。 CCND1 输入优先级偏高但 assay lane 不合理，应转为 CDK4/6 复合物或放弃。 疾病候选仍需具体化。
strict895_0015,"Elexacaftor, Ivacaftor, Tezacaftor",IDH1,IDH1 突变胶质瘤、AML、胆管癌/尿路上皮癌模型。,"Elexacaftor, Ivacaftor, Tezacaftor -> IDH1（Isocitrate dehydrogenase [NADP] cytoplasmic）：IDH1/2 代谢酶与 AML、胶质瘤、胆管癌等 IDH 突变肿瘤有清楚机制；若药物能调节突变或 WT 酶活及 2-HG/α-KG，即有合理 biological story。",高：IDH 酶活、NADPH/2-HG/α-KG readout、突变型/WT 选择性和细胞代谢 readout 都可直接执行。,重组 IDH1/2 NADPH 消耗或 α-KG/2-HG LC-MS assay，突变型和 WT 并测；CETSA/SPR 佐证。,IDH1/IDH2 交叉选择性、细胞代谢/线粒体毒性、NADPH/荧光干扰、细胞 2-HG 非特异下降。,medium,medium,keep_medium,保留为中优先：机制可测，但疾病需进一步具体化或需排除药物已知主靶点/家族选择性。 文献状态未充分审计，需人工排重。
strict895_0016,Lubiprostone,KRAS,RA/IBD/银屑病免疫细胞模型；需具体化 KRAS-MAPK 在免疫细胞中的作用。,Lubiprostone -> KRAS（GTPase KRas）：KRAS-RAS/MAPK 可连接肿瘤增殖、角质形成细胞增殖或免疫细胞活化，但 KRAS 直接小分子结合高度依赖突变型和核苷酸状态；输入未给具体抑制/激活方向，机制置信度低。,中等偏低：可做 KRAS 生化结合和细胞 RAS-GTP/pERK readout，但需突变型、核苷酸状态和等位型选择，难度高于常规激酶。,重组 KRAS（指定 WT/突变型）SPR/DSF、nucleotide exchange/GTP-loading；细胞 RAF-RBD pull-down 与 pERK 剂量反应。,HRAS/NRAS 选择性、SOS1/RAF 旁路、MEK/ERK 直接抑制、聚集体/PAINS、细胞毒性；按药物已知主靶点加反筛。,high,low,review_low,低优先复核：直接结合、疾病具体性或方向解释不足，只有 TE 和反筛同时干净才推进。 文献状态未充分审计，需人工排重。 疾病候选仍需具体化。
strict895_0017,Hydrocortisone Butyrate,KRAS,黑色素瘤或银屑病/特应性皮炎模型；需具体化 KRAS 驱动而非 steroid 抗炎。,Hydrocortisone Butyrate -> KRAS（GTPase KRas）：KRAS-RAS/MAPK 可连接肿瘤增殖、角质形成细胞增殖或免疫细胞活化，但 KRAS 直接小分子结合高度依赖突变型和核苷酸状态；输入未给具体抑制/激活方向，机制置信度低。,中等偏低：可做 KRAS 生化结合和细胞 RAS-GTP/pERK readout，但需突变型、核苷酸状态和等位型选择，难度高于常规激酶。,重组 KRAS（指定 WT/突变型）SPR/DSF、nucleotide exchange/GTP-loading；细胞 RAF-RBD pull-down 与 pERK 剂量反应。,HRAS/NRAS 选择性、SOS1/RAF 旁路、MEK/ERK 直接抑制、聚集体/PAINS、细胞毒性；按药物已知主靶点加反筛。,high,low,review_low,低优先复核：直接结合、疾病具体性或方向解释不足，只有 TE 和反筛同时干净才推进。 文献状态未充分审计，需人工排重。 疾病候选仍需具体化。
strict895_0018,Ledipasvir,CCND1,CCND1 扩增乳腺癌/结直肠癌；需具体化为 CDK4/6-cyclinD1 复合物模型。,Ledipasvir -> CCND1（G1/S-specific cyclin-D1）：CCND1 是 cyclin 调控亚基而非独立催化靶点，疾病故事实际来自 CDK4/6-cyclinD1-RB 轴；把预测解释成药物直接结合 CCND1 风险很高。,低：CCND1 缺少常规酶活，直接 target engagement 不稳；只能间接测复合物、RB 磷酸化或蛋白稳定性，不适合首轮高通量。,如保留，仅测 cyclin D1-CDK4/6 复合物形成/热稳定性、RB 磷酸化和 CCND1 蛋白降解；不建议作为首轮直接结合项目。,CDK4/6 直接抑制、蛋白翻译/蛋白酶体/转录抑制、细胞周期毒性、药物已知主靶点反筛。,high,deprioritize,deprioritize,降级：不适合作为主 repurposing 项目，主要因靶点不可直接药理化、疾病方向错配或更像安全性反筛。 与 CCND1 直接结合假说弱，Ledipasvir 已知抗病毒主效应会强混淆。 疾病候选仍需具体化。
strict895_0019,Doravirine And Islatravir,EZH2,EZH2 突变/过表达 DLBCL、滤泡淋巴瘤、三阴或 ER+ 乳腺癌模型。,Doravirine And Islatravir -> EZH2（Histone-lysine N-methyltransferase EZH2）：EZH2/PRC2-H3K27me3 与淋巴瘤和部分乳腺癌表观遗传依赖关系明确；药物若剂量依赖降低 EZH2 活性或 H3K27me3，机制可成立。,高：PRC2 甲基转移酶 assay、H3K27me3 细胞 readout、CETSA/SPR 均可建立。,PRC2/EZH2 H3K27 methyltransferase assay（SAM/SAH 或 H3K27me3 readout），细胞 H3K27me3 Western/ELISA 与 CETSA。,EZH1/其他甲基转移酶、SAM 竞争、HDAC/DNMT 表观遗传广谱效应、细胞毒性和聚集体。,low,high,keep_high,保留为高优先：靶点-疾病连接清楚且首轮 target engagement 可直接验证。 本地共现层面较干净，仍需人工排重。
strict895_0020,Doravirine,EZH2,EZH2 突变/过表达 DLBCL、滤泡淋巴瘤、三阴或 ER+ 乳腺癌模型。,Doravirine -> EZH2（Histone-lysine N-methyltransferase EZH2）：EZH2/PRC2-H3K27me3 与淋巴瘤和部分乳腺癌表观遗传依赖关系明确；药物若剂量依赖降低 EZH2 活性或 H3K27me3，机制可成立。,高：PRC2 甲基转移酶 assay、H3K27me3 细胞 readout、CETSA/SPR 均可建立。,PRC2/EZH2 H3K27 methyltransferase assay（SAM/SAH 或 H3K27me3 readout），细胞 H3K27me3 Western/ELISA 与 CETSA。,EZH1/其他甲基转移酶、SAM 竞争、HDAC/DNMT 表观遗传广谱效应、细胞毒性和聚集体。,low,high,keep_high,保留为高优先：靶点-疾病连接清楚且首轮 target engagement 可直接验证。 本地共现层面较干净，仍需人工排重。
strict895_0021,Ozanimod Hydrochloride,AR,痤疮/雄激素相关皮肤炎症、银屑病角质形成细胞模型；需证明 AR 方向。,Ozanimod Hydrochloride -> AR（Androgen receptor）：核受体转录调控能形成疾病故事，但必须明确激动/拮抗或降解方向；仅有 broad 肿瘤/皮肤方向不足以外推疗效。,中高：ligand-binding、cofactor recruitment、reporter、CETSA/qPCR 可做；主要限制是 reporter 假阳性和方向解释。,受体 ligand-binding TR-FRET/AlphaScreen、cofactor recruitment、luciferase reporter、CETSA/NanoBRET；qPCR 检测经典下游靶基因。,同家族核受体 panel、无受体/突变响应元件 reporter、荧光素酶干扰、广谱转录抑制、细胞毒性。,high,low,review_low,低优先复核：直接结合、疾病具体性或方向解释不足，只有 TE 和反筛同时干净才推进。 本地共现层面较干净，仍需人工排重。
strict895_0022,Elbasvir,CCND1,CCND1 扩增乳腺癌/结直肠癌；需具体化为 CDK4/6-cyclinD1 复合物模型。,Elbasvir -> CCND1（G1/S-specific cyclin-D1）：CCND1 是 cyclin 调控亚基而非独立催化靶点，疾病故事实际来自 CDK4/6-cyclinD1-RB 轴；把预测解释成药物直接结合 CCND1 风险很高。,低：CCND1 缺少常规酶活，直接 target engagement 不稳；只能间接测复合物、RB 磷酸化或蛋白稳定性，不适合首轮高通量。,如保留，仅测 cyclin D1-CDK4/6 复合物形成/热稳定性、RB 磷酸化和 CCND1 蛋白降解；不建议作为首轮直接结合项目。,CDK4/6 直接抑制、蛋白翻译/蛋白酶体/转录抑制、细胞周期毒性、药物已知主靶点反筛。,high,deprioritize,deprioritize,降级：不适合作为主 repurposing 项目，主要因靶点不可直接药理化、疾病方向错配或更像安全性反筛。 同属 CCND1 非催化靶点，缺少可执行 direct TE。 疾病候选仍需具体化。
strict895_0023,Conivaptan Hydrochloride,CCND1,CCND1 扩增乳腺癌/结直肠癌；需具体化为 CDK4/6-cyclinD1 复合物模型。,Conivaptan Hydrochloride -> CCND1（G1/S-specific cyclin-D1）：CCND1 是 cyclin 调控亚基而非独立催化靶点，疾病故事实际来自 CDK4/6-cyclinD1-RB 轴；把预测解释成药物直接结合 CCND1 风险很高。,低：CCND1 缺少常规酶活，直接 target engagement 不稳；只能间接测复合物、RB 磷酸化或蛋白稳定性，不适合首轮高通量。,如保留，仅测 cyclin D1-CDK4/6 复合物形成/热稳定性、RB 磷酸化和 CCND1 蛋白降解；不建议作为首轮直接结合项目。,CDK4/6 直接抑制、蛋白翻译/蛋白酶体/转录抑制、细胞周期毒性、药物已知主靶点反筛。,high,deprioritize,deprioritize,降级：不适合作为主 repurposing 项目，主要因靶点不可直接药理化、疾病方向错配或更像安全性反筛。 Conivaptan 可有受体/渗透压相关混淆，CCND1 直接靶向不优先。 疾病候选仍需具体化。
strict895_0024,Ulipristal Acetate,RAF1,病理性心肌肥厚、左室肥厚、扩张型心肌病心肌细胞模型。,Ulipristal Acetate -> RAF1（RAF proto-oncogene serine/threonine-protein kinase）：该靶点属于可测 kinase/受体 kinase 信号轴，若候选疾病依赖相应通路，drug-target-direction 具备可实验验证的 biological story。,高：重组激酶 IC50/Kd、kinase panel、NanoBRET/CETSA 和 phospho-substrate 细胞 readout 均可执行。,重组靶点激酶 IC50/Kd（ADP-Glo/Caliper/KinomeScan），细胞 NanoBRET/CETSA 与 p-substrate 或 pathway phospho-readout。,广谱 kinase panel、ATP 竞争曲线、上游/下游 kinase 旁路、细胞毒性/增殖非特异效应、药物自荧光/聚集。,medium,medium,keep_medium,保留为中优先：机制可测，但疾病需进一步具体化或需排除药物已知主靶点/家族选择性。 文献状态未充分审计，需人工排重。
strict895_0025,Netupitant,SCN5A,SCN5A 相关心律失常、传导异常、LQT3/Brugada 安全性模型。,Netupitant -> SCN5A（Sodium channel protein type 5 subunit alpha）：离子通道可形成电生理或安全性故事，但治疗方向必须明确开放/阻断及组织选择性；心血管条目容易变成安全性反筛而非新适应症。,中高：自动膜片钳可直接验证 target engagement/功能，但成本较高，且需要通道 panel 安全性解释。,自动膜片钳/手动膜片钳剂量反应，按通道电压协议区分状态依赖；表达细胞与空载体对照。,hERG/KCNQ/Kir/Nav/Cav 主要心肌离子通道 panel、膜扰动、细胞毒性、溶剂效应和已知主靶点药理反筛。,medium,medium,keep_medium,保留为中优先：机制可测，但疾病需进一步具体化或需排除药物已知主靶点/家族选择性。 文献状态未充分审计，需人工排重。
strict895_0026,Obeticholic Acid,EZH2,EZH2 突变/过表达 DLBCL、滤泡淋巴瘤或乳腺癌模型；需排除 FXR/胆汁酸效应。,Obeticholic Acid -> EZH2（Histone-lysine N-methyltransferase EZH2）：EZH2/PRC2-H3K27me3 与淋巴瘤和部分乳腺癌表观遗传依赖关系明确；药物若剂量依赖降低 EZH2 活性或 H3K27me3，机制可成立。,高：PRC2 甲基转移酶 assay、H3K27me3 细胞 readout、CETSA/SPR 均可建立。,PRC2/EZH2 H3K27 methyltransferase assay（SAM/SAH 或 H3K27me3 readout），细胞 H3K27me3 Western/ELISA 与 CETSA。,EZH1/其他甲基转移酶、SAM 竞争、HDAC/DNMT 表观遗传广谱效应、细胞毒性和聚集体。,medium,medium,keep_medium,保留为中优先：机制可测，但疾病需进一步具体化或需排除药物已知主靶点/家族选择性。 文献状态未充分审计，需人工排重。
strict895_0027,Obeticholic Acid,BRAF,心肌缺氧/心肌肥厚模型；BRAF 作为治疗靶点需具体化，优先安全性探索。,Obeticholic Acid -> BRAF（Serine/threonine-protein kinase B-raf）：该靶点属于可测 kinase/受体 kinase 信号轴，若候选疾病依赖相应通路，drug-target-direction 具备可实验验证的 biological story。,高：重组激酶 IC50/Kd、kinase panel、NanoBRET/CETSA 和 phospho-substrate 细胞 readout 均可执行。,重组靶点激酶 IC50/Kd（ADP-Glo/Caliper/KinomeScan），细胞 NanoBRET/CETSA 与 p-substrate 或 pathway phospho-readout。,广谱 kinase panel、ATP 竞争曲线、上游/下游 kinase 旁路、细胞毒性/增殖非特异效应、药物自荧光/聚集。,high,low,review_low,低优先复核：直接结合、疾病具体性或方向解释不足，只有 TE 和反筛同时干净才推进。 文献状态未充分审计，需人工排重。 疾病候选仍需具体化。
strict895_0028,Doravirine And Islatravir,DNMT3A,DNMT3A 突变 AML/克隆性造血、结直肠癌甲基化模型；输入 colon 需具体化。,Doravirine And Islatravir -> DNMT3A（DNA (cytosine-5)-methyltransferase 3A）：DNMT3A 与 AML/克隆性造血及肿瘤甲基化异常相关，机制可讲但方向需区分抑制甲基转移、改变复合物还是间接 DNA 损伤。,中高：DNMT3A 甲基转移酶 assay 可做，但复合物状态、核苷类似物和 DNA 毒性需严控。,DNMT3A-DNMT3L DNA methyltransferase assay（CpG 底物/5mC 或 SAH readout），细胞 5mC/靶基因甲基化与 CETSA。,DNMT1/DNMT3B、核苷类似物/甲基供体代谢干扰、DNA 损伤/细胞毒性、荧光/还原干扰。,medium,medium,keep_medium,保留为中优先：机制可测，但疾病需进一步具体化或需排除药物已知主靶点/家族选择性。 文献状态未充分审计，需人工排重。 疾病候选仍需具体化。
strict895_0029,Doravirine,DNMT3A,DNMT3A 突变 AML/克隆性造血、结直肠癌甲基化模型；输入 colon 需具体化。,Doravirine -> DNMT3A（DNA (cytosine-5)-methyltransferase 3A）：DNMT3A 与 AML/克隆性造血及肿瘤甲基化异常相关，机制可讲但方向需区分抑制甲基转移、改变复合物还是间接 DNA 损伤。,中高：DNMT3A 甲基转移酶 assay 可做，但复合物状态、核苷类似物和 DNA 毒性需严控。,DNMT3A-DNMT3L DNA methyltransferase assay（CpG 底物/5mC 或 SAH readout），细胞 5mC/靶基因甲基化与 CETSA。,DNMT1/DNMT3B、核苷类似物/甲基供体代谢干扰、DNA 损伤/细胞毒性、荧光/还原干扰。,medium,medium,keep_medium,保留为中优先：机制可测，但疾病需进一步具体化或需排除药物已知主靶点/家族选择性。 文献状态未充分审计，需人工排重。 疾病候选仍需具体化。
strict895_0030,Ulipristal Acetate,BRAF,心肌缺氧/心肌肥厚模型；BRAF 作为治疗靶点需具体化，优先安全性探索。,Ulipristal Acetate -> BRAF（Serine/threonine-protein kinase B-raf）：该靶点属于可测 kinase/受体 kinase 信号轴，若候选疾病依赖相应通路，drug-target-direction 具备可实验验证的 biological story。,高：重组激酶 IC50/Kd、kinase panel、NanoBRET/CETSA 和 phospho-substrate 细胞 readout 均可执行。,重组靶点激酶 IC50/Kd（ADP-Glo/Caliper/KinomeScan），细胞 NanoBRET/CETSA 与 p-substrate 或 pathway phospho-readout。,广谱 kinase panel、ATP 竞争曲线、上游/下游 kinase 旁路、细胞毒性/增殖非特异效应、药物自荧光/聚集。,high,low,review_low,低优先复核：直接结合、疾病具体性或方向解释不足，只有 TE 和反筛同时干净才推进。 文献状态未充分审计，需人工排重。 疾病候选仍需具体化。
