review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0281,Tucatinib,FLT1,心衰/心肌炎中的 VEGF-FLT1 血管重塑模型；注意更像心血管毒性轴,机制审计：建议降级。FLT1 牵涉 VEGF 轴和血管重塑，但心血管方向更可能是 VEGFR 类副作用或机制泄漏。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,FLT1 纯化蛋白酶活 IC50/Kd 或 NanoBRET/SPR/DSF 结合；细胞层面测对应 phospho-substrate/下游 pERK、pAKT、pSTAT 或 pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 额外要求：同靶点家族选择性反筛。,高,P4_deprioritize,deprioritize,疾病-靶点链条、novelty 或检测特异性不足，除非新增外部证据不建议推进。 审计依据：ConPLEx=0.317/rank10；literature_status=not_audited_in_local_literature_table；同靶点家族风险；同靶点家族可能存在机制泄漏/选择性不足。
strict895_0282,Obeticholic Acid,KCNJ2,扩张型心肌病、心律失常、Kir2.1 复极异常模型,机制审计：中等优先保留。KCNJ2/Kir2.1 与复极和心肌兴奋性相关，疾病方向较具体，实验可行但安全窗口要求高。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性中高：膜片钳可直接验证，但成本较高且需要安全性通道 panel 支撑治疗窗口。,KCNJ2 自动膜片钳/电流-电压曲线为主；辅以电压敏感染料或钙流 readout，并在表达细胞和疾病相关细胞中做剂量反应。,hERG、SCN5A/Nav 家族、K/Ca 通道 panel、膜扰动、细胞毒性和渗透压/溶剂效应反筛。,中,P2_keep_medium,keep_medium,建议保留到二线验证，先做正交 TE 和反筛后再决定疾病模型。 审计依据：ConPLEx=0.338/rank59；literature_status=not_audited_in_local_literature_table；离子通道实验成本较高，需安全性通道反筛。
strict895_0283,Acyclovir,PRKCE,少突胶质细胞瘤及 PKCepsilon 依赖肿瘤信号模型,机制审计：可审但降为低优先级。PRKCE 可连接 PKC-MAPK/存活信号与胶质瘤，但条目证据主要是低分预测。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性中高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,PRKCE 纯化蛋白酶活 IC50/Kd 或 NanoBRET/SPR/DSF 结合；细胞层面测对应 phospho-substrate/下游 pERK、pAKT、pSTAT 或 pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.200/rank29；literature_status=not_audited_in_local_literature_table；主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化。
strict895_0284,Regadenoson,GABRB3,癫痫/广泛性发作、阿尔茨海默病相关兴奋性异常模型,机制审计：可审但降为低优先级。GABRB3 与 GABA-A 抑制性传递和癫痫相关，机制合理但需要功能通道实验和 CNS 混杂反筛。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性中：膜片钳可直接验证，但成本较高且需要安全性通道 panel 支撑治疗窗口。,GABRB3 自动膜片钳/电流-电压曲线为主；辅以电压敏感染料或钙流 readout，并在表达细胞和疾病相关细胞中做剂量反应。,hERG、SCN5A/Nav 家族、K/Ca 通道 panel、膜扰动、细胞毒性和渗透压/溶剂效应反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.225/rank49；literature_status=not_audited_in_local_literature_table；离子通道实验成本较高，需安全性通道反筛。
strict895_0285,Hydrocortisone,RXRA,银屑病、特应性皮炎、痤疮/角化异常的角质形成细胞分化模型,机制审计：建议降级。RXRA 与角质形成细胞分化、炎症和皮肤屏障有关，皮肤疾病具体化较好，但 reporter 需正交验证。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性中：reporter 易做但假阳性多，需配体/结合、CETSA 和内源靶基因三类证据闭环。,RXRA reporter assay 仅作初筛；需用配体竞争/SPR/DSF/CETSA、内源靶基因 qPCR/蛋白和核转位/染色质结合做正交验证。,luciferase/荧光干扰、核受体/转录因子 panel、广谱转录抑制、原药已知受体通路和细胞毒性反筛。,高,P4_deprioritize,deprioritize,疾病-靶点链条、novelty 或检测特异性不足，除非新增外部证据不建议推进。 审计依据：ConPLEx=0.240/rank37；literature_status=not_audited_in_local_literature_table；reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响。
strict895_0286,Apalutamide,AKT1,CREEDS 相关签名：colon cancer；duodenum cancer；方向候选：实体瘤/血液肿瘤；优先按靶点落到乳腺癌、肺癌、前列腺癌、白血病/淋巴瘤等具体模型,机制审计：可审但降为低优先级。AKT1 与候选疾病存在可检验的通路假说。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,AKT1 纯化蛋白酶活 IC50/Kd 或 NanoBRET/SPR/DSF 结合；细胞层面测对应 phospho-substrate/下游 pERK、pAKT、pSTAT 或 pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 额外要求：同原适应症方向模型反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.419/rank45；literature_status=not_audited_in_local_literature_table；同原适应症方向风险；疾病方向接近原适应症，老药新用 novelty 较弱。
strict895_0287,Selpercatinib,MEN1,menin 依赖白血病/内分泌肿瘤；可先用高 MEN1 依赖细胞系验证,机制审计：优先保留。MEN1/menin 是可药物化蛋白互作节点，肿瘤依赖性强，若能打断 menin 复合物可形成清晰假说。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,menin-MLL 互作 AlphaScreen/FP 或 NanoBRET；SPR/DSF 确认结合；细胞中测 HOXA9/MEIS1 及 menin 依赖增殖。,menin-MLL 互作阴性突变体、PAINS/聚集体、BET/HDAC/广谱转录反筛和细胞毒性窗口。 额外要求：同原适应症方向模型反筛。,中,P1_keep_high,keep_high,建议进入首轮小规模正交验证，成功后再做疾病模型。 审计依据：ConPLEx=0.612/rank7；literature_status=unreported_in_local_pubmed_audit；同原适应症方向风险；疾病方向接近原适应症，老药新用 novelty 较弱。
strict895_0288,Trifarotene,NR3C1,皮肤炎症/接触性皮炎或神经炎症模型；需区分糖皮质激素样广谱效应,机制审计：可审但降为低优先级。NR3C1 读数容易表现为广谱糖皮质激素样转录效应，需确认不是原药或同家族效应泄漏。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性中高：reporter 易做但假阳性多，需配体/结合、CETSA 和内源靶基因三类证据闭环。,NR3C1 reporter assay 仅作初筛；需用配体竞争/SPR/DSF/CETSA、内源靶基因 qPCR/蛋白和核转位/染色质结合做正交验证。,luciferase/荧光干扰、核受体/转录因子 panel、广谱转录抑制、原药已知受体通路和细胞毒性反筛。 额外要求：同靶点家族选择性反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.458/rank8；literature_status=not_audited_in_local_literature_table；同靶点家族风险；reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响；同靶点家族可能存在机制泄漏/选择性不足。
strict895_0289,Rolapitant Hydrochloride,BMPR1A,子宫内膜癌及 BMP-SMAD 依赖实体瘤模型,机制审计：可审但降为低优先级。BMPR1A/BMP-SMAD 与子宫内膜癌等肿瘤通路相关，但方向常为上下文依赖，需细胞系选择。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性中高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,BMPR1A 激酶/结合 assay；细胞中测 pSMAD1/5/8 和 BMP response reporter。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.245/rank10；literature_status=not_audited_in_local_literature_table；主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化。
strict895_0290,Apalutamide,BMPR1A,子宫内膜癌及 BMP-SMAD 依赖实体瘤模型,机制审计：可审但降为低优先级。BMPR1A/BMP-SMAD 与子宫内膜癌等肿瘤通路相关，但方向常为上下文依赖，需细胞系选择。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,BMPR1A 激酶/结合 assay；细胞中测 pSMAD1/5/8 和 BMP response reporter。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 额外要求：同原适应症方向模型反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.453/rank5；literature_status=not_audited_in_local_literature_table；同原适应症方向风险；疾病方向接近原适应症，老药新用 novelty 较弱。
strict895_0291,Netupitant,JAK1,AML、T 细胞白血病及 JAK/STAT 炎症-肿瘤模型,机制审计：可审但降为低优先级。JAK1-STAT 轴和炎症/血液肿瘤相关，机制可测；但同肿瘤方向候选 novelty 偏弱。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,JAK1 纯化蛋白酶活 IC50/Kd 或 NanoBRET/SPR/DSF 结合；细胞层面测对应 phospho-substrate/下游 pERK、pAKT、pSTAT 或 pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 额外要求：同原适应症方向模型反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.314/rank50；literature_status=not_audited_in_local_literature_table；同原适应症方向风险；疾病方向接近原适应症，老药新用 novelty 较弱。
strict895_0292,Abacavir Sulfate,BMPR1A,子宫内膜癌及 BMP-SMAD 依赖实体瘤模型,机制审计：可审但降为低优先级。BMPR1A/BMP-SMAD 与子宫内膜癌等肿瘤通路相关，但方向常为上下文依赖，需细胞系选择。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性中高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,BMPR1A 激酶/结合 assay；细胞中测 pSMAD1/5/8 和 BMP response reporter。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.217/rank26；literature_status=not_audited_in_local_literature_table；主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化。
strict895_0293,Fedratinib Hydrochloride,PDGFRB,PDGFRB 依赖白血病、乳腺癌/神经内分泌肿瘤基质血管模型,机制审计：建议降级。PDGFRB 是药物化 RTK，肿瘤/血管基质机制清楚；同 kinase 家族药物存在选择性泄漏风险。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,PDGFRB 纯化蛋白酶活 IC50/Kd 或 NanoBRET/SPR/DSF 结合；细胞层面测对应 phospho-substrate/下游 pERK、pAKT、pSTAT 或 pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 额外要求：同靶点家族选择性反筛。,高,P4_deprioritize,deprioritize,疾病-靶点链条、novelty 或检测特异性不足，除非新增外部证据不建议推进。 审计依据：ConPLEx=0.356/rank7；literature_status=not_audited_in_local_literature_table；同靶点家族风险；同靶点家族可能存在机制泄漏/选择性不足。
strict895_0294,Selinexor,FLT1,心衰/心肌炎中的 VEGF-FLT1 血管重塑模型；注意更像心血管毒性轴,机制审计：可审但降为低优先级。FLT1 牵涉 VEGF 轴和血管重塑，但心血管方向更可能是 VEGFR 类副作用或机制泄漏。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,FLT1 纯化蛋白酶活 IC50/Kd 或 NanoBRET/SPR/DSF 结合；细胞层面测对应 phospho-substrate/下游 pERK、pAKT、pSTAT 或 pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 额外要求：同原适应症方向模型反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.323/rank2；literature_status=not_audited_in_local_literature_table；同原适应症方向风险；疾病方向接近原适应症，老药新用 novelty 较弱。
strict895_0295,Rilpivirine Hydrochloride,MAP2K1,HCC、多发性骨髓瘤、巨核细胞/髓系白血病等 MEK1 依赖肿瘤,机制审计：中等优先保留。MEK1 位于 MAPK 核心通路，肿瘤机制合理，但该条目主要依赖计算预测且需证明药物真实命中 MEK1。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,MAP2K1 纯化蛋白酶活 IC50/Kd 或 NanoBRET/SPR/DSF 结合；细胞层面测对应 phospho-substrate/下游 pERK、pAKT、pSTAT 或 pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中,P2_keep_medium,keep_medium,建议保留到二线验证，先做正交 TE 和反筛后再决定疾病模型。 审计依据：ConPLEx=0.358/rank63；literature_status=not_audited_in_local_literature_table；主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化。
strict895_0296,Apalutamide,MAP2K2,胃癌及 MEK2/MAPK 依赖实体瘤模型,机制审计：可审但降为低优先级。MEK2/MAPK 与胃癌等实体瘤相关，但该条目为低分预测，需先确认 target engagement。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,MAP2K2 纯化蛋白酶活 IC50/Kd 或 NanoBRET/SPR/DSF 结合；细胞层面测对应 phospho-substrate/下游 pERK、pAKT、pSTAT 或 pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。 额外要求：同原适应症方向模型反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.441/rank26；literature_status=not_audited_in_local_literature_table；同原适应症方向风险；疾病方向接近原适应症，老药新用 novelty 较弱。
strict895_0297,Lubiprostone,GABRB3,癫痫/广泛性发作、阿尔茨海默病相关兴奋性异常模型,机制审计：可审但降为低优先级。GABRB3 与 GABA-A 抑制性传递和癫痫相关，机制合理但需要功能通道实验和 CNS 混杂反筛。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性中高：膜片钳可直接验证，但成本较高且需要安全性通道 panel 支撑治疗窗口。,GABRB3 自动膜片钳/电流-电压曲线为主；辅以电压敏感染料或钙流 readout，并在表达细胞和疾病相关细胞中做剂量反应。,hERG、SCN5A/Nav 家族、K/Ca 通道 panel、膜扰动、细胞毒性和渗透压/溶剂效应反筛。 额外要求：同靶点家族选择性反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.453/rank29；literature_status=not_audited_in_local_literature_table；同靶点家族风险；离子通道实验成本较高，需安全性通道反筛；同靶点家族可能存在机制泄漏/选择性不足。
strict895_0298,Abacavir Sulfate,MAP2K2,胃癌及 MEK2/MAPK 依赖实体瘤模型,机制审计：可审但降为低优先级。MEK2/MAPK 与胃癌等实体瘤相关，但该条目为低分预测，需先确认 target engagement。 现有证据仍以 ConPLEx/签名和通路分数为主，必须先用 target engagement 证明药物-靶点关系。,实验可行性中高：可用生化/结合 assay 加细胞 biomarker 做剂量依赖验证，适合先小规模正交确认。,MAP2K2 纯化蛋白酶活 IC50/Kd 或 NanoBRET/SPR/DSF 结合；细胞层面测对应 phospho-substrate/下游 pERK、pAKT、pSTAT 或 pSMAD 剂量反应。,广谱 kinome panel、近缘 kinase/ATP 竞争、已知原靶点 panel、细胞毒性/增殖非特异和荧光/发光干扰反筛。,中高,P3_review_low,review_low,可做低成本确认，但不应占用首轮资源。 审计依据：ConPLEx=0.210/rank47；literature_status=not_audited_in_local_literature_table；主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化。
