review_id,drug_name,target_gene,final_candidate_diseases_zh,final_mechanism_assessment_zh,final_feasibility_assessment_zh,assay_recommendation_zh,counterscreen_recommendation_zh,risk_level,priority_after_agent,agent_decision,agent_notes_zh
strict895_0483,Hydroxychloroquine Sulfate,BRAF,肝纤维化/NASH中的BRAF-MAPK炎症信号模型,机制偏弱：BRAF-MAPK可参与肝细胞/星状细胞反应，但HCQ多效且无明确BRAF先验，直接机制可信度有限。,中高：BRAF kinase/pERK readout可行；需排除溶酶体/自噬间接效应。,BRAF V600E/WT激酶IC50和结合Kd，细胞用pMEK/pERK、CETSA/NanoBRET验证。,RAF家族、MEK/ERK和广谱kinase panel，ATP竞争、细胞毒性和自噬/溶酶体非特异效应反筛。,高,P3_review_low,review_low,与0453类似，降为低优先激酶确认。
strict895_0484,Tucatinib,KDR,VEGFR2/KDR驱动肝癌、肺癌血管生成模型,机制合理但novelty低：Tucatinib为肿瘤TKI，KDR同为肿瘤血管生成激酶，容易是近邻off-target。,高：KDR激酶和内皮readout成熟；需排除HER2和广谱抗增殖效应。,VEGFR2/KDR激酶IC50/Kd，内皮细胞VEGF诱导pKDR/pERK和管腔形成readout。,VEGFR1/3、PDGFR、KIT、HER2和广谱kinase panel，内皮毒性和抗增殖共通效应反筛。,高,P3_review_low,review_low,可作为kinase panel线索，不作为优先老药新用途。
strict895_0485,Hydrocortisone,RARG,RARγ介导银屑病、痤疮和表皮分化异常模型,机制偏弱：RARG皮肤方向合理，但Hydrocortisone的GR抗炎效应和皮肤适应症背景使新颖性很低。,中：RARγ结合/报告可行；必须做GR/MR/PR核受体panel。,RARγ配体结合TR-FRET/DSF和RARE-luciferase报告基因，角质形成细胞分化readout作功能验证。,RARA/RARB、RXR、GR/MR/PR等核受体panel，糖皮质激素转录效应和细胞毒性反筛。,高,P4_deprioritize,deprioritize,与已知外用激素效应高度重叠，建议降级。
strict895_0486,Dexamethasone,PDE4D,PDE4D/cAMP相关肌营养不良炎症、关节炎和疼痛性肌骨模型,机制中等偏弱：PDE4D与炎症/痛觉可关联，但Dexamethasone肌骨抗炎和副作用已知，容易由GR解释。,中高：PDE4D酶活和cAMP readout成熟；需PDE4亚型选择性和GR反筛。,PDE4D cAMP水解酶活性IC50，细胞用cAMP积累和PDE4亚型选择性确认。,PDE4A/B/C及PDE家族panel，cAMP上游受体、糖皮质激素抗炎效应和细胞毒性反筛。,高,P3_review_low,review_low,可做酶活确认，但细胞/动物层面会被激素效应混淆。
strict895_0487,Cabozantinib S-Malate,PDGFRB,PDGFRB驱动肉瘤/GIST样模型、白血病和肿瘤血管间质模型,机制合理但novelty很低：Cabozantinib为广谱抗肿瘤TKI，PDGFRB同家族同方向，已知谱系风险高。,高：实验可行；但广谱TKI选择性难满足。,PDGFRB激酶IC50/Kd，细胞用PDGF诱导pPDGFRB、pERK/pAKT和CETSA/NanoBRET验证。,PDGFRA、KIT、VEGFR、ABL/SRC等kinase panel，细胞增殖毒性和抗血管生成共通效应反筛。,高,P3_review_low,review_low,不建议优先，除非需要作为TKI off-target阳性对照。
strict895_0488,Enzalutamide,AKT1,AKT1依赖结直肠/前列腺相关实体瘤模型,机制已有线索但新颖性差：AKT1是常见肿瘤节点，Enzalutamide同为肿瘤药且本地标注已有post-approval线索。,高：AKT1 assay成熟；但AR轴和抗增殖效应难拆分。,AKT1激酶活性/结合实验，细胞用pPRAS40/pGSK3β下降和CETSA/NanoBRET验证。,AKT2/3、PI3K、mTOR、SGK和广谱kinase panel，AR轴/细胞周期毒性反筛。,高,P4_deprioritize,deprioritize,已报道/同方向/通路常见三重降级，不应占用优先验证资源。
strict895_0489,Ribociclib Succinate,ITK,ITK依赖T细胞白血病、慢性T细胞白血病和淋巴瘤模型,机制中等：ITK在T细胞肿瘤/免疫信号中具体，Ribociclib同为kinase肿瘤药但不是同靶点，仍可作为选择性外延。,高：ITK kinase和TCR-pPLCγ1 readout成熟；需排除CDK4/6细胞周期效应。,ITK激酶IC50/Kd，T细胞受体刺激后pPLCγ1/NFAT readout和细胞选择性验证。,BTK/TEC/TXK、CDK/JAK和广谱kinase panel，T细胞毒性与细胞周期效应反筛。,中,P2_keep_medium,keep_medium,保留为血液肿瘤二线候选，优先无细胞kinase panel。
strict895_0490,Bosutinib Monohydrate,KDR,VEGFR2/KDR驱动肝癌、肺癌血管生成模型,机制合理但novelty低：Bosutinib是多靶点TKI，KDR同家族同方向，可能只是广谱kinase谱。,高：KDR assay成熟；需与ABL/SRC及内皮毒性分离。,VEGFR2/KDR激酶IC50/Kd，内皮细胞VEGF诱导pKDR/pERK和管腔形成readout。,VEGFR1/3、PDGFR、KIT、HER2和广谱kinase panel，内皮毒性和抗增殖共通效应反筛。,高,P3_review_low,review_low,低优先，适合作kinase panel解释。
strict895_0491,Varenicline Tartrate,CACNA1H,Cav3.2/CACNA1H相关癫痫、睡眠节律异常和神经兴奋性模型,机制中等偏强：CACNA1H是明确神经兴奋性通道，Varenicline为CNS活性小分子且rank2；无同家族已知风险。,中：T型钙通道膜片钳可行但成本较高；需CNS受体panel排除烟碱受体效应。,Cav3.2稳定细胞自动膜片钳，测T型钙电流、失活曲线和状态依赖阻滞。,Cav3.1/3.3、Cav1/2、hERG、Nav/Kv通道panel，膜扰动和神经毒性反筛。,中,P2_keep_medium,keep_medium,值得保留，先做自动膜片钳确认是否有可达浓度阻滞。
strict895_0492,Methocarbamol,CACNA1A,Cav2.1/CACNA1A相关偏头痛、神经病理性疼痛和外周感觉神经兴奋性模型,机制中等：P/Q型钙通道与痛觉/偏头痛相关，Methocarbamol为肌松药可与神经兴奋性方向衔接。,中高：Cav2.1电生理可测；需排除镇静/肌松和其他离子通道。,Cav2.1自动膜片钳或钙通量实验，测电压依赖阻滞并用神经元释放readout确认。,Cav2.2/2.3、Cav1、hERG、Nav/Kv通道panel，膜扰动和肌松镇静效应反筛。,中,P2_keep_medium,keep_medium,可保留为疼痛通道候选，重点评估选择性和安全窗。
strict895_0493,Larotrectinib Sulfate,BMPR1A,BMPR1A/SMAD异常子宫内膜癌和结直肠癌模型,机制中等：BMPR1A病种和readout清晰，但Larotrectinib为同方向TKI且同家族风险，novelty中等偏低。,高：BMPR1A kinase和pSMAD readout成熟；需与TRK抑制分离。,BMPR1A/ALK3激酶活性和BMP诱导pSMAD1/5/8细胞readout，配合CETSA或NanoBRET。,TGFBR1、BMPR1B/ACVR1和广谱kinase panel，细胞增殖毒性和SMAD非特异激活反筛。,中,P2_keep_medium,keep_medium,保留但不列最高优先；无细胞BMPR1A强活性是前提。
strict895_0494,Palbociclib,NTRK2,NTRK2/TrkB相关胶质瘤/少突胶质瘤模型,机制中等但风险高：NTRK2是肿瘤/神经相关RTK，Palbociclib同为肿瘤药且同方向，可能是kinase谱外延。,高：NTRK2 kinase/pTrkB readout可行；需与CDK4/6抗增殖效应分开。,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,中,P2_keep_medium,keep_medium,可作二线验证；因同方向肿瘤和kinase家族风险不升高。
strict895_0495,Abiraterone Acetate,SLC34A2,SLC34A2高表达肺鳞癌/肺腺癌和子宫内膜癌模型,机制中等：NaPi-IIb肿瘤表达病种具体，Abiraterone同为肿瘤/内分泌药使novelty受限但target class可直接测。,高：磷酸盐摄取readout成熟；需排除甾体内分泌和细胞毒性。,NaPi-IIb过表达细胞磷酸盐摄取实验，钠依赖曲线、空载体和已知抑制条件对照。,SLC34A1/3、SLC20A1/2，钠依赖性、pH影响、磷酸盐沉淀和细胞毒性反筛。,中,P2_keep_medium,keep_medium,保留为转运体候选，优先SLC34A2高表达肺癌模型。
