target_chembl_id,gene_symbol,uniprot_accession,target_class_l1,ot_project_assay_family,is_gpcr,chembl_kinase,ot_sm_structure_with_ligand,ot_sm_high_quality_pocket,ot_sm_med_quality_pocket,af_exact_sequence_model,p2rank_status,p2rank_tier,p2rank_top_score,p2rank_top_probability,pocket_residue_count,pocket_mean_plddt,known_unique_pocket_count,known_k1_pocket_count,known_k1_k2_pocket_count,known_drug_mapped,known_biolip2,known_biolip2_affinity,known_scpdb,known_klifs,known_gpcrdb,p2rank_top1_any_known_residue_match,p2rank_top1_any_known_center_match_4a,p2rank_top1_any_known_center_match_8a,p2rank_top1_any_known_combined_match_8a,p2rank_top1_best_known_recall,p2rank_top1_best_jaccard,p2rank_top1_minimum_center_distance,p2rank_top3_any_known_residue_match,p2rank_top3_any_known_center_match_4a,p2rank_top3_any_known_center_match_8a,p2rank_top3_any_known_combined_match_8a,p2rank_top3_best_known_recall,p2rank_top3_best_jaccard,p2rank_top3_minimum_center_distance,p2rank_all_any_known_residue_match,p2rank_all_any_known_center_match_4a,p2rank_all_any_known_center_match_8a,p2rank_all_any_known_combined_match_8a,p2rank_all_best_known_recall,p2rank_all_best_jaccard,p2rank_all_minimum_center_distance,p2rank_top1_any_k1_combined_match_8a,p2rank_top3_any_k1_combined_match_8a,p2rank_all_any_k1_combined_match_8a,p2rank_top1_any_k1_k2_combined_match_8a,p2rank_top3_any_k1_k2_combined_match_8a,p2rank_all_any_k1_k2_combined_match_8a,pdbe_raw_ligand_instance_count,pdbe_raw_unique_pdb_count
CHEMBL3559701,MAS1,P04201,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,21.52,0.812,21,88.54714285714286,3,0,0,False,False,False,False,False,False,True,False,True,True,0.8333333333333334,0.2916666666666667,4.594739777905454,True,False,True,True,0.8333333333333334,0.2916666666666667,4.594739777905454,True,False,True,True,0.8333333333333334,0.2916666666666667,4.594739777905454,False,False,False,False,False,False,3,3
CHEMBL1965,MC2R,Q01718,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,27.71,0.884,24,86.79916666666666,1,0,1,False,False,False,False,False,True,True,False,True,True,0.4864864864864865,0.4186046511627907,4.32384715981317,True,False,True,True,0.4864864864864865,0.4186046511627907,4.32384715981317,True,False,True,True,0.4864864864864865,0.4186046511627907,4.32384715981317,False,False,False,True,True,True,1,1
CHEMBL4644,MC3R,P41968,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,17.09,0.717,16,93.77,1,0,1,False,False,False,False,False,True,True,True,True,True,0.47058823529411764,0.47058823529411764,2.508185172293328,True,True,True,True,0.47058823529411764,0.47058823529411764,2.508185172293328,True,True,True,True,0.47058823529411764,0.47058823529411764,2.508185172293328,False,False,False,True,True,True,5,5
CHEMBL4018,NPY2R,P49146,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,40.44,0.947,37,92.61837837837838,6,0,6,False,True,False,False,False,True,True,True,True,True,1.0,0.6666666666666666,1.3716964113826358,True,True,True,True,1.0,0.6666666666666666,1.3716964113826358,True,True,True,True,1.0,0.6666666666666666,1.3716964113826358,False,False,False,True,True,True,1,1
CHEMBL4877,NPY4R,P50391,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,54.18,0.973,30,94.52666666666669,1,0,1,False,False,False,False,False,True,True,False,True,True,0.5365853658536586,0.4489795918367347,6.9814380886439205,True,False,True,True,0.5365853658536586,0.4489795918367347,6.9814380886439205,True,False,True,True,0.5365853658536586,0.4489795918367347,6.9814380886439205,False,False,False,True,True,True,0,0
CHEMBL1793,PTH1R,Q03431,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,18.25,0.747,26,81.0123076923077,40,0,32,False,True,False,False,False,True,True,True,True,True,0.7777777777777778,0.4782608695652174,1.5501259082274652,True,True,True,True,0.7777777777777778,0.5294117647058824,1.5501259082274652,True,True,True,True,0.7777777777777778,0.5294117647058824,1.5501259082274652,False,False,False,True,True,True,20,14
CHEMBL1293316,RXFP1,Q9HBX9,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,26.1,0.871,28,81.29857142857144,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,1,1
CHEMBL1628482,RXFP2,Q8WXD0,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,18.83,0.761,23,75.30217391304348,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,1,1
CHEMBL1925,SCTR,P47872,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,15.1,0.663,21,84.71666666666667,3,0,3,False,False,False,False,False,True,True,False,True,True,0.5333333333333333,0.45714285714285713,5.813561928513935,True,False,True,True,0.5333333333333333,0.45714285714285713,5.813561928513935,True,False,True,True,0.5333333333333333,0.45714285714285713,5.813561928513935,False,False,False,True,True,True,0,0
CHEMBL1917,SSTR1,P30872,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,42.09,0.952,40,87.83250000000001,3,0,3,False,True,False,False,False,True,True,True,True,True,0.9375,0.43478260869565216,1.856871147017805,True,True,True,True,0.9375,0.43478260869565216,1.856871147017805,True,True,True,True,0.9375,0.43478260869565216,1.856871147017805,False,False,False,True,True,True,1,1
CHEMBL2028,SSTR3,P32745,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,22.72,0.831,18,86.90277777777777,2,0,2,False,False,False,False,False,True,True,True,True,True,0.41379310344827586,0.34285714285714286,2.66561491474925,True,True,True,True,0.41379310344827586,0.34285714285714286,2.66561491474925,True,True,True,True,0.41379310344827586,0.34285714285714286,2.66561491474925,False,False,False,True,True,True,0,0
CHEMBL1853,SSTR4,P31391,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,B_MODERATE_CONFIDENCE,9.7,0.449,13,79.79923076923077,3,0,3,False,True,False,False,False,True,True,False,True,True,0.4666666666666667,0.3333333333333333,5.290657565174557,True,False,True,True,0.4666666666666667,0.3333333333333333,5.290657565174557,True,True,True,True,0.4666666666666667,0.3333333333333333,2.663557577282684,False,False,False,True,True,True,1,1
CHEMBL1792,SSTR5,P35346,Membrane receptor,excluded_or_review,True,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,44.99,0.958,35,78.55028571428572,6,0,4,False,False,False,False,False,True,True,True,True,True,0.85,0.4473684210526316,2.6564377367083645,True,True,True,True,0.85,0.4473684210526316,2.6564377367083645,True,True,True,True,0.85,0.4473684210526316,2.6564377367083645,False,False,False,True,True,True,2,2
CHEMBL1963,TSHR,P16473,Membrane receptor,excluded_or_review,True,False,True,False,False,True,completed,A_HIGH_CONFIDENCE,21.76,0.817,16,82.723125,18,0,8,False,True,False,False,False,True,True,False,True,True,0.5263157894736842,0.4642857142857143,4.891645916335317,True,False,True,True,0.5263157894736842,0.4642857142857143,4.891645916335317,True,True,True,True,0.5263157894736842,0.4642857142857143,1.9712702651938223,False,False,False,True,True,True,17,8
CHEMBL3713453,BMP10,O95393,Enzyme,enzyme,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,7.67,0.341,11,85.1190909090909,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,12.121283436989408,False,False,False,False,0.05263157894736842,0.034482758620689655,12.121283436989408,False,False,False,False,0.05263157894736842,0.034482758620689655,12.121283436989408,False,False,False,False,False,False,9,4
CHEMBL1795,NPR2,P20594,Enzyme,enzyme,False,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,25.22,0.863,26,93.28115384615384,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL4445,PPP3CA,Q08209,Enzyme,enzyme,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,5.68,0.227,15,93.15933333333332,10,0,0,False,False,False,False,False,False,True,True,True,True,1.0,0.4,2.5027380271414743,True,True,True,True,1.0,0.4,2.5027380271414743,True,True,True,True,1.0,0.4,2.5027380271414743,False,False,False,False,False,False,69,14
CHEMBL2062356,ADM,P35318,Secreted protein,excluded_or_review,False,False,True,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,1,1
CHEMBL3712864,AFP,P02771,Secreted protein,excluded_or_review,False,False,False,False,False,True,completed,A_HIGH_CONFIDENCE,64.13,0.985,42,94.16976190476193,2,0,0,False,False,False,False,False,False,True,False,False,True,0.26785714285714285,0.18072289156626506,14.109101777500122,True,False,False,True,0.3333333333333333,0.18072289156626506,8.639494097907455,True,False,True,True,0.3333333333333333,0.2,6.790551252975396,False,False,False,False,False,False,4,2
CHEMBL3596085,AGT,P01019,Secreted protein,excluded_or_review,False,False,False,False,True,True,completed,A_HIGH_CONFIDENCE,21.14,0.805,21,89.80666666666667,2,0,0,False,False,False,False,False,False,True,False,False,True,0.25,0.041666666666666664,9.810848523700688,True,False,False,True,0.25,0.041666666666666664,9.810848523700688,True,False,False,True,0.25,0.041666666666666664,9.810848523700688,False,False,False,False,False,False,11,7
CHEMBL3217395,ANGPT1,Q15389,Secreted protein,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,10.66,0.492,13,97.63923076923076,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,3,2
CHEMBL3580489,ANGPT2,O15123,Secreted protein,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,5.05,0.19,12,97.3975,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,15.678391111514761,True,False,False,True,0.375,0.2,10.542011865655674,True,False,False,True,0.375,0.2,10.542011865655674,False,False,False,False,False,False,13,5
CHEMBL4917,C3,P01024,Secreted protein,excluded_or_review,False,False,True,True,False,True,completed,A_HIGH_CONFIDENCE,17.9,0.739,28,73.25464285714285,27,0,1,False,True,False,False,False,False,False,False,False,False,0.0,0.0,34.02793511628359,True,False,False,True,0.3333333333333333,0.08333333333333333,11.825042956053057,True,True,True,True,1.0,0.4166666666666667,3.2765938347627914,False,False,False,False,False,False,256,57
CHEMBL2364163,C5,P01031,Secreted protein,excluded_or_review,False,False,True,False,True,True,completed,A_HIGH_CONFIDENCE,24.75,0.858,38,80.04105263157895,21,0,3,False,True,False,False,False,False,True,False,False,True,0.5,0.05,18.069206833035036,True,True,True,True,1.0,0.15789473684210525,2.508752516911765,True,True,True,True,1.0,0.45454545454545453,2.508752516911765,False,False,False,False,True,True,78,26
CHEMBL3286077,CCL11,P51671,Secreted protein,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL1649052,CCL2,P13500,Secreted protein,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,1,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,3,2
CHEMBL3712901,CCN2,P29279,Adhesion;Secreted protein,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,3.16,0.086,8,65.2075,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL3390821,CD19,P15391,Surface antigen,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,10.26,0.475,16,74.613125,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,21.362954956055223,False,False,False,False,0.0,0.0,11.486242550160217,False,False,False,False,0.0,0.0,11.486242550160217,False,False,False,False,False,False,1,1
CHEMBL2040,CD2,P06729,Surface antigen,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,2,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,4,2
CHEMBL3713333,CD27,P26842,Surface antigen,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,1.59,0.02,8,98.47375,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,19.95401603498515,False,False,False,False,0.0,0.0,19.95401603498515,False,False,False,False,0.0,0.0,19.95401603498515,False,False,False,False,False,False,5,5
CHEMBL3712879,CD276,Q5ZPR3,Surface antigen,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,7,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,13,1
CHEMBL1842,CD33,P20138,Surface antigen,excluded_or_review,False,False,True,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,23,0,4,False,True,True,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,36,7
CHEMBL2754,CD4,P01730,Surface antigen,excluded_or_review,False,False,True,False,False,True,completed,D_LOW_CONFIDENCE,1.5,0.018,11,93.8181818181818,3,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,29.41813142560969,False,False,False,False,0.0,0.0,17.094632745916993,False,False,False,False,0.0,0.0,17.094632745916993,False,False,False,False,False,False,15,11
CHEMBL3580491,CD40LG,P29965,Secreted protein,excluded_or_review,False,False,True,True,False,True,completed,D_LOW_CONFIDENCE,1.09,0.007,6,97.19833333333334,11,0,2,False,True,True,False,False,False,True,False,False,True,0.4,0.2222222222222222,10.391001062939027,True,False,False,True,0.4,0.2222222222222222,10.391001062939027,True,False,False,True,0.4,0.2222222222222222,10.391001062939027,False,False,False,True,True,True,28,6
CHEMBL3232692,CD44,P16070,Surface antigen,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,5.96,0.242,17,79.84705882352942,7,0,0,False,False,False,False,False,False,True,False,True,True,0.6666666666666666,0.1111111111111111,5.040577184101924,True,False,True,True,0.6666666666666666,0.3,5.040577184101924,True,False,True,True,0.6666666666666666,0.3,5.040577184101924,False,False,False,False,False,False,15,2
CHEMBL1912,CD52,P31358,Surface antigen,excluded_or_review,False,False,True,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL3712853,CD6,P30203,Adhesion,excluded_or_review,False,False,False,False,False,True,completed,B_MODERATE_CONFIDENCE,5.28,0.203,9,96.3411111111111,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,11.081041916627495,False,False,False,False,0.0,0.0,11.081041916627495,False,False,False,False,0.0,0.0,11.081041916627495,False,False,False,False,False,False,2,1
CHEMBL3712913,CD70,P32970,Surface antigen,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,1.4,0.014,10,93.776,1,0,0,False,False,False,False,False,False,True,False,False,True,0.3333333333333333,0.14285714285714285,10.45269749182265,True,False,True,True,0.5,0.16666666666666666,6.2650778579005335,True,False,True,True,0.5,0.16666666666666666,6.2650778579005335,False,False,False,False,False,False,6,1
CHEMBL4692,CD74,P04233,Surface antigen,excluded_or_review,False,False,False,True,False,True,completed,C_WEAK_REVIEW,3.86,0.122,11,81.74545454545455,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,67.75510142660846,False,False,True,True,0.0,0.0,7.6555099542747636,False,False,True,True,0.0,0.0,7.6555099542747636,False,False,False,False,False,False,3,3
CHEMBL2364157,CD80,P33681,Surface antigen,excluded_or_review,False,False,False,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,4,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,5,3
CHEMBL2364156,CD86,P42081,Surface antigen,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,1.59,0.02,8,96.41375,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL3989384,CDH3,P22223,Adhesion,excluded_or_review,False,False,True,False,False,True,completed,D_LOW_CONFIDENCE,1.54,0.019,7,87.70714285714287,8,0,2,False,True,False,False,False,False,False,False,False,False,0.0,0.0,160.90829178611511,False,False,False,False,0.0,0.0,38.95982999392522,False,False,False,False,0.0,0.0,38.95982999392522,False,False,False,False,False,False,102,18
CHEMBL3712881,CEACAM5,P06731,Adhesion,excluded_or_review,False,False,True,False,False,True,completed,D_LOW_CONFIDENCE,1.2,0.009,8,95.03,3,0,1,False,True,False,False,False,False,True,False,False,True,0.14285714285714285,0.1,12.368092177676802,True,False,False,True,0.14285714285714285,0.1,12.368092177676802,True,False,False,True,0.14285714285714285,0.1,12.368092177676802,False,False,False,False,False,False,5,3
CHEMBL3989382,CSF1,P09603,Secreted protein,excluded_or_review,False,False,False,False,False,True,completed,C_WEAK_REVIEW,4.7,0.17,16,84.606875,1,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,20.03688780380382,False,False,False,False,0.0,0.0,20.03688780380382,False,False,False,False,0.0,0.0,20.03688780380382,False,False,False,False,False,False,2,1
CHEMBL3712955,CSF2,P04141,Secreted protein,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,1.58,0.02,9,83.37333333333333,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,1,1
CHEMBL2364164,CTLA4,P16410,Surface antigen,excluded_or_review,False,False,True,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,4,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,27,8
CHEMBL4630883,CX3CL1,P78423,Secreted protein,excluded_or_review,False,False,True,False,False,True,completed,C_WEAK_REVIEW,5.07,0.19,13,82.69,2,0,0,False,False,False,False,False,False,False,False,False,False,0.0,0.0,41.68429334569557,False,False,False,False,0.0,0.0,14.92415815925642,False,False,False,False,0.0,0.0,14.92415815925642,False,False,False,False,False,False,3,3
CHEMBL3712964,CXCL10,P02778,Secreted protein,excluded_or_review,False,False,True,True,False,True,completed_no_pocket,D_NO_POCKET,,,0,,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,3,1
CHEMBL3286074,CXCL12,P48061,Secreted protein,excluded_or_review,False,False,True,False,False,True,completed_no_pocket,D_NO_POCKET,,,0,,4,0,3,False,True,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,15,5
CHEMBL2157,CXCL8,P10145,Secreted protein,excluded_or_review,False,False,True,False,True,True,completed_no_pocket,D_NO_POCKET,,,0,,2,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,2,2
CHEMBL6024,DKK1,O94907,Secreted protein,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,2.0,0.036,7,88.97142857142856,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL3712972,EGFL7,Q9UHF1,Secreted protein,excluded_or_review,False,False,False,False,False,True,completed,D_LOW_CONFIDENCE,0.79,0.002,5,62.636,0,0,0,False,False,False,False,False,False,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,,,,False,False,False,False,False,False,0,0
CHEMBL3580493,EPCAM,P16422,Adhesion,excluded_or_review,False,False,True,False,False,True,completed,C_WEAK_REVIEW,3.68,0.112,10,89.715,1,0,1,False,True,False,False,False,False,False,False,False,False,0.0,0.0,14.059837244168225,False,False,False,False,0.0,0.0,14.059837244168225,False,False,False,False,0.0,0.0,14.059837244168225,False,False,False,False,False,False,1,1
