target_chembl_id,gene_symbol,uniprot_accession,target_class_zh,assay_lane,target_calibration_tier,positive_compounds,negative_compounds,panel_quota_per_class,positive_pool,primary_negative_pool,all_negative_pool,panel_quality,selected_positive,selected_negative,development_rows,locked_evaluation_rows,gnina_gate_b_remote_positive_rows,gnina_gate_a_formally_evaluable,gnina_gate_a_auroc_primary_cnn_affinity,gnina_gate_a_average_precision_primary_cnn_affinity,gnina_gate_a_bedroc_alpha20_primary_cnn_affinity,gnina_gate_a_ef_5pct,gnina_gate_a_bootstrap_auroc_ci_low,gnina_gate_a_bootstrap_auroc_ci_high,gnina_gate_a_permutation_bh_q,gnina_gate_a_primary_gate_pass,gnina_gate_a_primary_gate_strong,gnina_gate_b_formally_evaluable,gnina_gate_b_auroc_primary_cnn_affinity,gnina_gate_b_average_precision_primary_cnn_affinity,gnina_gate_b_bedroc_alpha20_primary_cnn_affinity,gnina_gate_b_ef_5pct,gnina_gate_b_bootstrap_auroc_ci_low,gnina_gate_b_bootstrap_auroc_ci_high,gnina_gate_b_permutation_bh_q,gnina_gate_b_primary_gate_pass,gnina_gate_b_primary_gate_strong,gnina_target_qualification,gnina_use_policy,gate_a_scope,gate_a_rows,gate_a_positive,gate_a_negative,gate_a_formally_evaluable,gate_a_auroc_affinity_probability_binary,gate_a_average_precision_affinity_probability_binary,gate_a_auroc_secondary_ligand_iptm,gate_a_average_precision_secondary_ligand_iptm,gate_a_bedroc_alpha20_affinity_probability_binary,gate_a_bootstrap_auroc_ci_low,gate_a_bootstrap_auroc_ci_high,gate_a_permutation_p_one_sided,gate_a_ef_5pct,gate_a_permutation_bh_q,gate_a_primary_gate_pass_raw,gate_a_gate_a_dependency_pass,gate_a_primary_gate_pass,gate_a_primary_gate_strong,gate_b_scope,gate_b_rows,gate_b_positive,gate_b_negative,gate_b_formally_evaluable,gate_b_auroc_affinity_probability_binary,gate_b_average_precision_affinity_probability_binary,gate_b_auroc_secondary_ligand_iptm,gate_b_average_precision_secondary_ligand_iptm,gate_b_bedroc_alpha20_affinity_probability_binary,gate_b_bootstrap_auroc_ci_low,gate_b_bootstrap_auroc_ci_high,gate_b_permutation_p_one_sided,gate_b_ef_5pct,gate_b_permutation_bh_q,gate_b_primary_gate_pass_raw,gate_b_gate_a_dependency_pass,gate_b_primary_gate_pass,gate_b_primary_gate_strong,development_positive_n,development_negative_n,development_positive_q25,development_positive_median,development_negative_q90,development_negative_q95,development_negative_q99,boltz_target_qualification,boltz_use_policy,final_audit_status,redock_status_final,redock_best_symmetry_rmsd_A_final,pdb_id,target_chain_id,alternate_structure_used,docking_context_included,usable_experimental_pocket_instances,usable_experimental_pdbs,alternate_experimental_pdb_count,target_route,target_route_zh,qualified_models,allowed_scope_zh,next_compute_action_zh,target_route_priority,01_STRICT_AB_DISCOVERY_CORE,02_STRICT_C_DISCOVERY_RESERVE,03_LOCAL_ANALOG_BASELINE,04_RECEPTOR_PROTOCOL_REVIEW_AB,05_RECEPTOR_PROTOCOL_REVIEW_C,06_IN_DOMAIN_BELOW_BACKGROUND,07_OUT_OF_DOMAIN_EXPLORATORY,08_KNOWN_CONTROL_CALIBRATION_ONLY,09_TECHNICAL_INCOMPLETE,strict_boltz_abc_pairs,receptor_review_abc_pairs,strict_gnina_abc_pairs,P1_DUAL_STRUCTURE_SUPPORT,P2_BOLTZ_SUPPORT_GNINA_DISAGREES,P3_GNINA_SUPPORT_BOLTZ_DISAGREES,P4_BOLTZ_ONLY_APPLICABLE,P5_GNINA_ONLY_APPLICABLE,physical_union_pairs,urgent_receptor_repair,task_code,diagnostic_scope
CHEMBL3004,ABCC1,P33527,转运体,TRANSPORTER_MEMBRANE_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,55,384,32,94.0,101.0,415.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,7.0,True,0.609375,0.5835984282530335,0.2655328219885407,0.0,0.4041666666666667,0.8052038239538238,0.2929385345952392,False,False,True,0.3877551020408163,0.477045177045177,0.0566121604277389,0.0,0.0888888888888888,0.7333333333333334,0.9262193857524792,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.609375,0.628652269106023,0.42578125,0.4898938544796865,0.6886072535185043,0.373015873015873,0.8016648065476191,0.1549225387306347,1.0,0.250991822524492,False,False,False,False,GATE_B,14.0,7.0,7.0,True,0.6734693877551021,0.7472789115646259,0.5714285714285714,0.7023809523809523,0.9538209481777996,0.3469387755102041,0.9583333333333331,0.1374312843578211,2.0,0.2916480690952234,False,False,False,False,16.0,16.0,0.3652966320514679,0.4640090614557266,0.5356677174568176,0.5510776191949844,0.5760778456926345,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,2.2406,2cbz,A,,True,9,4,3,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL4822,BACE1,P56817,酶（非激酶）,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,5258,689,32,5274.0,731.0,930.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,7.0,True,0.578125,0.5968675001898687,0.6554650375735797,1.0,0.3554166666666667,0.77383658008658,0.3687945045721394,False,False,True,0.8367346938775511,0.7968253968253969,0.8176637776957044,2.0,0.5554421768707483,1.0,0.1573608355252026,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.6640625,0.6218160850165161,0.6796875,0.6929897082040701,0.3908902958222038,0.4570141989087302,0.8531746031746033,0.0519740129935032,1.0,0.1011574749537982,False,False,False,False,GATE_B,14.0,7.0,7.0,True,0.5918367346938775,0.5960626674912389,0.489795918367347,0.5713453213453213,0.2364815084031037,0.25,0.8958333333333334,0.3103448275862069,0.0,0.5166219285566798,False,False,False,False,16.0,16.0,0.661312609910965,0.708607017993927,0.7588778436183929,0.7805416882038116,0.7899113237857819,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,0.9865,4fco,A,,False,1082,409,408,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL1914,BCHE,P06276,酶（非激酶）,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1599,965,32,1588.0,1346.0,1565.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,11.0,True,0.69140625,0.7574624218374219,0.9551620943976356,2.0,0.4784139080733507,0.8614975649350648,0.1193679072404697,False,False,True,0.71900826446281,0.8132798573975044,0.996184951698844,2.0,0.4710743801652892,0.925,0.2505173383927865,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.47265625,0.5231021407111816,0.78515625,0.8169764037991591,0.5547027896853235,0.2509558823529412,0.6876041666666666,0.6056971514242878,1.0,0.7506503158677071,False,False,False,False,GATE_B,22.0,11.0,11.0,True,0.4710743801652892,0.5662181299952197,0.71900826446281,0.7086481700118065,0.7033873771232969,0.2165918803418803,0.725,0.591704147926037,1.0,0.7795912470305131,False,False,False,False,16.0,16.0,0.4922951534390449,0.5250406563282013,0.7559463083744049,0.7900633215904236,0.812063443660736,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,1.2094,7qhd,A,True,False,770,110,109,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL4860,BCL2,P10415,离子通道,ION_CHANNEL_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,1132,202,32,825.0,251.0,370.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,10.0,True,0.5703125,0.6338925623423539,0.8202698210689735,2.0,0.373015873015873,0.7658820346320345,0.3899720055988802,False,False,True,0.55,0.6276182099634111,0.7540283815703521,2.0,0.2737824675324675,0.8095238095238095,0.6530461031081455,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.640625,0.7799304783092325,0.75390625,0.8260477582846004,0.9964429160186828,0.4199057804940158,0.8492261904761904,0.0989505247376311,2.0,0.1739130434782609,False,False,False,False,GATE_B,20.0,10.0,10.0,True,0.7399999999999999,0.8526315789473683,0.7500000000000001,0.8472744360902255,0.9991336684669389,0.4542929292929292,1.0,0.0349825087456271,2.0,0.1130829933870274,False,False,False,False,16.0,16.0,0.5683738589286804,0.6310584545135498,0.8781422972679138,0.8932689428329468,0.8943833112716675,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,1.0039,4lvt,B,,False,56,37,36,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL1919,CACNA2D1,P54289,转运体,TRANSPORTER_MEMBRANE_FUNCTIONAL,T4_POSITIVE_ONLY,152,7,16,152.0,24.0,25.0,PRIMARY_QUANTITATIVE,16.0,16.0,16.0,16.0,4.0,True,0.71875,0.7194264069264069,0.790756431527163,2.0,0.4284040178571429,0.9636363636363636,0.2041999007605886,False,False,True,0.5,0.5428571428571428,0.0758581800212435,0.0,0.0,1.0,0.7537968846021372,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,16.0,8.0,8.0,True,0.296875,0.4122211122211122,0.375,0.5210008741258741,0.0168943711751465,0.0,0.6031746031746031,0.9150424787606196,0.0,0.9828234031132584,False,False,False,False,GATE_B,8.0,4.0,4.0,True,0.5625,0.5666666666666667,0.5,0.5249999999999999,0.0758613202648934,0.0,1.0,0.4312843578210895,0.0,0.6624146490290767,False,False,False,False,8.0,8.0,0.5101894289255142,0.5436592400074005,0.608639907836914,0.6103118419647217,0.6116493892669678,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,0.5605,8if3,A,,False,22,9,8,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL3776,CASP8,Q14790,酶（非激酶）,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,142,53,32,141.0,122.0,165.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,2.0,True,0.69140625,0.697173622265534,0.8462229401450226,2.0,0.4938836348684211,0.8672725183823525,0.130047408239871,False,False,False,0.0,0.4166666666666666,0.0,0.0,0.0,0.0,1.0,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.41796875,0.4831031690945628,0.9296875,0.926409650398621,0.4801312785694215,0.2064777327935222,0.6333333333333333,0.8035982008995503,1.0,0.921120467434267,False,False,False,False,GATE_B,4.0,2.0,2.0,False,0.75,0.8333333333333333,0.0,0.4166666666666666,0.99335194332921,0.0,1.0,0.335832083958021,2.0,0.5524338422504724,False,False,False,False,16.0,16.0,0.5445596277713776,0.6235060393810272,0.641692191362381,0.6540735960006714,0.6591815233230591,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,2.0497,3kjn,A,True,False,21,9,8,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL3572,CETP,P11597,离子通道,ION_CHANNEL_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,502,109,32,509.0,192.0,194.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,5.0,True,0.34765625,0.414298297774921,0.0295670984379843,0.0,0.1578689370485035,0.5648039215686269,0.9619999077107656,False,False,True,0.56,0.5449999999999999,0.0182664743569719,0.0,0.0,1.0,0.7045409099998182,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.30859375,0.3997066248806256,0.3046875,0.3954538069572899,0.019304331828859,0.1294534412955465,0.5119613938692885,0.9665167416291854,0.0,0.999000499750125,False,False,False,False,GATE_B,10.0,5.0,5.0,True,0.1999999999999999,0.4034920634920635,0.4,0.4692857142857143,0.000290075867564,0.0,0.6666666666666667,0.9480259870064968,0.0,1.0,False,False,False,False,16.0,16.0,0.2543700113892555,0.3213039189577102,0.5879467725753784,0.6553073227405548,0.7342453062534332,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,0.559,4ews,A,,False,22,3,2,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL2527,CHEK2,O96017,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,314,171,32,314.0,90.0,227.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,8.0,True,0.6484375,0.6199254851428764,0.4840830189267634,1.0,0.4374936740890688,0.8458413461538462,0.1938442500179209,False,False,True,0.84375,0.883173076923077,0.9982373460481104,2.0,0.6031746031746031,1.0,0.1035792841431713,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.65234375,0.7331620357299705,0.57421875,0.6597763959186894,0.9542928425037208,0.4431372549019607,0.8421310629514963,0.0759620189905047,2.0,0.1385470786619269,False,False,False,False,GATE_B,16.0,8.0,8.0,True,0.5625,0.6965277777777777,0.625,0.7277514152514152,0.9395753840861888,0.2545310245310245,0.8752083333333331,0.3643178410794602,2.0,0.5722054227123726,False,False,False,False,16.0,16.0,0.467549204826355,0.5977076292037964,0.739376425743103,0.7826929986476898,0.7872127711772918,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,0.5229,2yit,A,,False,95,34,33,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL3117,CHKA,P35790,酶（非激酶）,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,84,51,32,85.0,58.0,60.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,6.0,True,0.65625,0.7015921364027182,0.929030905294978,2.0,0.4444117647058823,0.8416776315789473,0.1919537661095231,False,False,True,0.638888888888889,0.6188492063492064,0.1876186349844087,0.0,0.2569642857142857,0.9445833333333328,0.5087001291330518,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.59375,0.6240289046067078,0.42578125,0.4444609363695462,0.7637869334021177,0.3842296918767507,0.7895407636738906,0.1984007996001999,2.0,0.3028222730739893,False,False,False,False,GATE_B,12.0,6.0,6.0,True,0.5,0.6666666666666666,0.4166666666666667,0.4814814814814815,0.9645703715156532,0.1428571428571428,0.875,0.5347326336831584,2.0,0.7251496203117953,False,False,False,False,16.0,16.0,0.5534799098968506,0.6201236844062805,0.6358844637870789,0.6536330729722977,0.6695097833871841,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,2.1074,4da5,B,,False,79,25,24,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL2492,CHRNA7,P36544,离子通道,ION_CHANNEL_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,481,429,32,450.0,270.0,547.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,1.0,True,0.62890625,0.714128388488876,0.976678468240038,2.0,0.4007936507936508,0.8203512462044532,0.23351361473737,False,False,False,1.0,1.0,1.0000000000000002,2.0,1.0,1.0,0.7253427092359306,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.3203125,0.4008771606260362,0.71484375,0.7238955936536582,0.0258581454161024,0.1375506072874494,0.5384615384615384,0.9650174912543728,0.0,0.999000499750125,False,False,False,False,GATE_B,2.0,1.0,1.0,False,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.4902548725637181,2.0,0.7086860610098991,False,False,False,False,15.0,15.0,0.6334781348705292,0.6963517665863037,0.8255041599273681,0.8486627161502838,0.8871729099750518,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,0.2662,7ekp,E,,False,484,46,45,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL268,CTSK,P43235,酶（非激酶）,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1257,150,32,1272.0,374.0,406.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,13.0,True,0.5859375,0.5738720257360685,0.3870623580952617,1.0,0.3719519927536232,0.7965452516233766,0.3469406118776245,False,False,True,0.5857988165680473,0.5715017584754426,0.3402692631263818,1.0,0.3575757575757575,0.8036336580086576,0.5295044439387985,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.47265625,0.5365745400279159,0.828125,0.8740481433985993,0.4711746279009047,0.2737289915966386,0.6823576097105509,0.6166916541729135,1.0,0.7610237434474252,False,False,False,False,GATE_B,26.0,13.0,13.0,True,0.5088757396449705,0.663255422627012,0.8698224852071006,0.8905497280497279,0.9379456164598108,0.2677232142857143,0.7396449704142012,0.4702648675662169,2.0,0.7066682874778827,False,False,False,False,16.0,16.0,0.543304942548275,0.6467559635639191,0.7049002647399902,0.7140657603740692,0.7295587003231049,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,1.1809,6ql8,A,True,False,141,64,63,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL1908,CYP11B1,P15538,酶（非激酶）,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,670,58,32,741.0,144.0,144.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,1.0,True,0.703125,0.691846280242313,0.7886327427597781,2.0,0.4999509803921568,0.875,0.106084338687818,False,False,False,1.0,1.0,1.0000000000000002,2.0,1.0,1.0,0.7253427092359306,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.375,0.4504597479866876,0.46484375,0.5168007097818871,0.2030055026336502,0.1998611111111111,0.5789578111946533,0.8970514742628686,0.0,0.9801678108314263,False,False,False,False,GATE_B,2.0,1.0,1.0,False,1.0,1.0,0.0,0.5,1.0000000000000002,1.0,1.0,0.5047476261869065,2.0,0.7086860610098991,False,False,False,False,16.0,16.0,0.5188994258642197,0.6109758019447327,0.7165506780147552,0.7210310846567154,0.7261007100343704,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,1.2854,7e7f,A,,True,8,2,1,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL2722,CYP11B2,P19099,酶（非激酶）,ENZYME_BIOCHEMICAL,T4_POSITIVE_ONLY,1083,7,16,1172.0,17.0,22.0,PRIMARY_QUANTITATIVE,16.0,16.0,16.0,16.0,7.0,True,0.375,0.4728896103896104,0.0802322374554254,0.0,0.1,0.7090909090909091,0.8769146569092557,False,False,True,0.3061224489795918,0.4406506192220478,0.0542461033594122,0.0,0.0416666666666666,0.6365656565656554,0.9861976757190934,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,16.0,8.0,8.0,True,0.6875,0.6521645021645022,0.609375,0.5916326728826728,0.2816347548796695,0.3903245192307693,0.9526785714285712,0.1149425287356321,0.0,0.1972386587771203,False,False,False,False,GATE_B,14.0,7.0,7.0,True,0.6326530612244898,0.6122972265829407,0.5306122448979591,0.5564935064935065,0.2291177709049485,0.2498724489795918,0.9183673469387756,0.217391304347826,0.0,0.3924336533032185,False,False,False,False,8.0,8.0,0.4244339615106582,0.4625032097101211,0.5436981320381165,0.557807058095932,0.5690941989421844,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,0.6039,6xz9,B,,True,86,7,6,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL1993,DNMT1,P26358,核内/表观遗传蛋白,NUCLEAR_EPIGENETIC_DOMAIN,T1_RICH_POSITIVE_NEGATIVE,96,158,32,100.0,84.0,184.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,4.0,True,0.453125,0.4874790494801382,0.3121541876829241,1.0,0.2553896103896104,0.6666666666666666,0.7749376531620082,False,False,True,0.5,0.65,0.9185023822674148,2.0,0.0,1.0,0.7537968846021372,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.51953125,0.5072636273623993,0.37890625,0.4586643619348818,0.197381651362159,0.3136948529411765,0.7372759103641456,0.4282858570714642,0.0,0.5776879002359285,False,False,False,False,GATE_B,8.0,4.0,4.0,True,0.25,0.4571428571428572,0.3125,0.4821428571428571,0.0753504725309738,0.0,0.7333333333333333,0.8980509745127436,0.0,0.9703597813496352,False,False,False,False,16.0,16.0,0.6511940956115723,0.7043452858924866,0.7351147830486298,0.7460879385471344,0.7649601757526397,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,1.9233,7sfc,A,,False,63,21,20,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
CHEMBL284,DPP4,P27487,酶（非激酶）,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,2775,237,32,2748.0,607.0,670.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,7.0,True,0.546875,0.5482539850817882,0.4353253588640747,1.0,0.3319195046439628,0.7460332961309524,0.4795253715214404,False,False,True,0.6326530612244898,0.7186206650492364,0.9532528811993812,2.0,0.2749431818181818,0.9111111111111112,0.5206708658268346,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.53125,0.5171455513018647,0.50390625,0.6079391927376208,0.3149022572073907,0.3163392310049019,0.7328947368421052,0.3653173413293353,1.0,0.5044858523119393,False,False,False,False,GATE_B,14.0,7.0,7.0,True,0.5714285714285714,0.5621271585557299,0.6122448979591837,0.697192093620665,0.1953446241117734,0.2420928030303031,0.9,0.3798100949525237,0.0,0.5931865527910202,False,False,False,False,16.0,16.0,0.3343782499432564,0.3999855071306228,0.5938219726085663,0.6163122355937958,0.662455028295517,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_PASS,PASS,0.8128,2rgu,B,,False,464,115,114,E5_NO_MODEL_QUALIFICATION,当前模型未取得资格,NONE,停止同协议扩筛；先诊断历史对照与结构状态,检查标签、阴性、构象和口袋；不追加同协议pair筛选,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_GATE_FAILURE_DIAGNOSTIC,control labels; property separability; receptor state; pocket; model direction
