target_chembl_id,gene_symbol,uniprot_accession,target_class_zh,assay_lane,target_calibration_tier,positive_compounds,negative_compounds,panel_quota_per_class,positive_pool,primary_negative_pool,all_negative_pool,panel_quality,selected_positive,selected_negative,development_rows,locked_evaluation_rows,gnina_gate_b_remote_positive_rows,gnina_gate_a_formally_evaluable,gnina_gate_a_auroc_primary_cnn_affinity,gnina_gate_a_average_precision_primary_cnn_affinity,gnina_gate_a_bedroc_alpha20_primary_cnn_affinity,gnina_gate_a_ef_5pct,gnina_gate_a_bootstrap_auroc_ci_low,gnina_gate_a_bootstrap_auroc_ci_high,gnina_gate_a_permutation_bh_q,gnina_gate_a_primary_gate_pass,gnina_gate_a_primary_gate_strong,gnina_gate_b_formally_evaluable,gnina_gate_b_auroc_primary_cnn_affinity,gnina_gate_b_average_precision_primary_cnn_affinity,gnina_gate_b_bedroc_alpha20_primary_cnn_affinity,gnina_gate_b_ef_5pct,gnina_gate_b_bootstrap_auroc_ci_low,gnina_gate_b_bootstrap_auroc_ci_high,gnina_gate_b_permutation_bh_q,gnina_gate_b_primary_gate_pass,gnina_gate_b_primary_gate_strong,gnina_target_qualification,gnina_use_policy,gate_a_scope,gate_a_rows,gate_a_positive,gate_a_negative,gate_a_formally_evaluable,gate_a_auroc_affinity_probability_binary,gate_a_average_precision_affinity_probability_binary,gate_a_auroc_secondary_ligand_iptm,gate_a_average_precision_secondary_ligand_iptm,gate_a_bedroc_alpha20_affinity_probability_binary,gate_a_bootstrap_auroc_ci_low,gate_a_bootstrap_auroc_ci_high,gate_a_permutation_p_one_sided,gate_a_ef_5pct,gate_a_permutation_bh_q,gate_a_primary_gate_pass_raw,gate_a_gate_a_dependency_pass,gate_a_primary_gate_pass,gate_a_primary_gate_strong,gate_b_scope,gate_b_rows,gate_b_positive,gate_b_negative,gate_b_formally_evaluable,gate_b_auroc_affinity_probability_binary,gate_b_average_precision_affinity_probability_binary,gate_b_auroc_secondary_ligand_iptm,gate_b_average_precision_secondary_ligand_iptm,gate_b_bedroc_alpha20_affinity_probability_binary,gate_b_bootstrap_auroc_ci_low,gate_b_bootstrap_auroc_ci_high,gate_b_permutation_p_one_sided,gate_b_ef_5pct,gate_b_permutation_bh_q,gate_b_primary_gate_pass_raw,gate_b_gate_a_dependency_pass,gate_b_primary_gate_pass,gate_b_primary_gate_strong,development_positive_n,development_negative_n,development_positive_q25,development_positive_median,development_negative_q90,development_negative_q95,development_negative_q99,boltz_target_qualification,boltz_use_policy,final_audit_status,redock_status_final,redock_best_symmetry_rmsd_A_final,pdb_id,target_chain_id,alternate_structure_used,docking_context_included,usable_experimental_pocket_instances,usable_experimental_pdbs,alternate_experimental_pdb_count,target_route,target_route_zh,qualified_models,allowed_scope_zh,next_compute_action_zh,target_route_priority,01_STRICT_AB_DISCOVERY_CORE,02_STRICT_C_DISCOVERY_RESERVE,03_LOCAL_ANALOG_BASELINE,04_RECEPTOR_PROTOCOL_REVIEW_AB,05_RECEPTOR_PROTOCOL_REVIEW_C,06_IN_DOMAIN_BELOW_BACKGROUND,07_OUT_OF_DOMAIN_EXPLORATORY,08_KNOWN_CONTROL_CALIBRATION_ONLY,09_TECHNICAL_INCOMPLETE,strict_boltz_abc_pairs,receptor_review_abc_pairs,strict_gnina_abc_pairs,P1_DUAL_STRUCTURE_SUPPORT,P2_BOLTZ_SUPPORT_GNINA_DISAGREES,P3_GNINA_SUPPORT_BOLTZ_DISAGREES,P4_BOLTZ_ONLY_APPLICABLE,P5_GNINA_ONLY_APPLICABLE,physical_union_pairs,urgent_receptor_repair
CHEMBL3357,IRAK1,P51617,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,256,347,32,330.0,259.0,373.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,16.0,True,0.60546875,0.6318224730019085,0.5112127723155367,1.0,0.4007738095238095,0.8134920634920635,0.2990380944790063,False,False,True,0.60546875,0.6318224730019085,0.5112127723155367,1.0,0.3905815972222222,0.8157306255835665,0.4610948777986338,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.9296875,0.9340410868371396,0.78125,0.8033675157007791,0.9981657931938546,0.825,0.9921875,0.0004997501249375,2.0,0.0027344818156959,True,True,True,True,GATE_B,32.0,16.0,16.0,True,0.9296875,0.9340410868371396,0.78125,0.8033675157007791,0.9981657931938546,0.8249632352941176,0.991906850459482,0.0004997501249375,2.0,0.0053434821051012,True,True,True,True,16.0,16.0,0.6861149221658707,0.791078507900238,0.8082698285579681,0.8193116933107376,0.8234138637781143,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,0.9339,6bfn,A,,False,2,1,0,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,3,0,0,0,0,83,0,0,0,3,0,0,0,0,0,3,0,3,False
CHEMBL2148,JAK3,P52333,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,4948,361,32,5294.0,1089.0,1225.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,6.0,True,0.4921875,0.6414744391813346,0.9417715283971502,2.0,0.2726737967914439,0.6901960784313725,0.6840367775501502,False,False,True,0.7222222222222222,0.8168350168350168,0.994340563950464,2.0,0.34375,1.0,0.3995200959808038,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.875,0.9089734050671552,0.6015625,0.610893615704471,0.99856338767756,0.7176470588235293,0.9838056680161944,0.0004997501249375,2.0,0.0027344818156959,True,True,True,True,GATE_B,12.0,6.0,6.0,True,0.8333333333333334,0.9166666666666666,0.6388888888888888,0.6652777777777777,0.9998050216013376,0.5,1.0,0.0269865067466266,2.0,0.0914908399458807,True,True,True,False,16.0,16.0,0.8195042461156845,0.904050201177597,0.8969333469867706,0.9182595759630204,0.9589711099863052,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,0.3945,7c3n,A,,False,104,41,40,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,2,1,1,0,0,72,0,0,0,3,0,0,0,0,0,3,0,3,False
CHEMBL2508,CDK6,Q00534,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,799,237,32,818.0,241.0,249.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,10.0,True,0.6640625,0.7713064904654061,0.9908907793447962,2.0,0.4509803921568627,0.8500390624999998,0.1585367137098896,False,False,True,0.47,0.565761689291101,0.7226081918242161,2.0,0.19,0.7472527472527473,0.788735110120833,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.8515625,0.8677577888442827,0.83984375,0.8057574143163012,0.987690934550134,0.6969065656565656,0.9722222222222222,0.0004997501249375,2.0,0.0027344818156959,True,True,True,True,GATE_B,20.0,10.0,10.0,True,0.78,0.7824891774891773,0.74,0.683044733044733,0.9101457037490408,0.5598888888888889,0.967032967032967,0.0214892553723138,2.0,0.0786054341250427,True,True,True,True,16.0,16.0,0.6557714939117432,0.8628782033920288,0.770514726638794,0.7755286693572998,0.7845148563385009,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,0.7201,2euf,B,,False,22,18,17,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,2,0,0,0,0,51,0,0,0,2,0,0,0,0,0,2,0,2,False
CHEMBL1824,ERBB2,P04626,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1093,330,32,1368.0,289.0,450.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,11.0,True,0.63671875,0.6037083633822851,0.6124313284083891,1.0,0.4227059659090909,0.8470588235294118,0.2230285650187035,False,False,True,0.6859504132231404,0.6078165454959713,0.2668800537739537,1.0,0.41875,0.9197287087912084,0.3010272945410918,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.81640625,0.7862208572623627,0.7578125,0.8242030232409792,0.7503036659976929,0.6536332088963668,0.9490196078431372,0.0014992503748125,1.0,0.005720823798627,True,True,True,True,GATE_B,22.0,11.0,11.0,True,0.8925619834710744,0.9192131398013752,0.7768595041322315,0.8573232323232325,0.9993829246206154,0.7410714285714286,1.0,0.0004997501249375,2.0,0.0053434821051012,True,True,True,True,16.0,16.0,0.5809691995382309,0.6947012543678284,0.8441857993602753,0.9094032496213912,0.910043653845787,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,0.4969,8vb5,A,,False,50,28,27,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,1,1,0,0,0,49,0,0,0,2,0,0,0,0,0,2,0,2,False
CHEMBL2637,MAPK10,P53779,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,678,719,32,769.0,667.0,828.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,15.0,True,0.5625,0.5664922590204664,0.4521562239600469,1.0,0.3515625,0.7699089635854338,0.4228014732249081,False,False,True,0.5644444444444444,0.5687028540662752,0.4386367960776404,1.0,0.3570892857142856,0.7688974358974358,0.5947588260125752,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.7265625,0.7398347312409812,0.54296875,0.6238793995859213,0.8546310719127018,0.5350126378676471,0.8958333333333333,0.0114942528735632,2.0,0.0294985250737463,True,True,True,True,GATE_B,30.0,15.0,15.0,True,0.7111111111111111,0.7244507562154621,0.5333333333333333,0.5952090370854672,0.8526978732143119,0.5132275132275133,0.8914027149321266,0.024487756121939,2.0,0.0861721038215069,True,True,True,True,16.0,16.0,0.6579819619655609,0.7948447465896606,0.8368436098098755,0.8506600558757782,0.855543464422226,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,0.3298,1pmu,A,,False,122,58,57,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,1,1,0,0,0,95,0,0,0,2,0,0,0,0,0,2,0,2,False
CHEMBL4601,PTK6,Q13882,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,137,351,32,137.0,257.0,379.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,15.0,True,0.59765625,0.6724130797132049,0.8352377407349455,2.0,0.3849206349206349,0.7976511101973681,0.3157041794255528,False,False,True,0.5822222222222223,0.6658504103432955,0.8451669173705726,2.0,0.3571263227513228,0.8000226244343891,0.5206708658268346,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.7421875,0.8060137703608901,0.6015625,0.5984846334328726,0.9936313923480108,0.5541666666666667,0.9008228291316528,0.0074962518740629,2.0,0.021312872975277,True,True,True,True,GATE_B,30.0,15.0,15.0,True,0.7377777777777778,0.7966558779858013,0.6177777777777778,0.6141382169029227,0.9910985474758977,0.538375,0.8982390873015872,0.0139930034982508,2.0,0.0572066907722609,True,True,True,True,16.0,16.0,0.5522632300853729,0.7615038156509399,0.5886547267436981,0.6364463865756989,0.6406653225421906,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,0.8613,6cz4,A,,False,15,6,5,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,2,0,0,0,0,48,0,0,0,2,0,0,0,0,0,2,0,2,False
CHEMBL4439,TGFBR1,P36897,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,899,389,32,884.0,296.0,429.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,13.0,True,0.5703125,0.640780022648932,0.8889118711809637,2.0,0.3554564901244589,0.7705695346320346,0.4031101825611888,False,False,True,0.5266272189349113,0.6311969558537065,0.9067469727053994,2.0,0.2847585227272727,0.7619047619047619,0.7045409099998182,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.77734375,0.7607241899182688,0.62109375,0.6289514358730525,0.8447094191817258,0.597496589781746,0.923125,0.0024987506246876,2.0,0.0082345191040843,True,True,True,True,GATE_B,26.0,13.0,13.0,True,0.7928994082840237,0.7739785298313726,0.5562130177514792,0.590163113460327,0.8721935613386049,0.5832954545454545,0.9636363636363636,0.0054972513743128,2.0,0.0299654094521366,True,True,True,True,16.0,16.0,0.9147570133209229,0.9443343877792358,0.7875946164131165,0.8113824725151062,0.8222419142723083,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,1.2791,1py5,A,,False,77,38,37,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,0,2,0,0,0,122,0,0,1,2,0,0,0,0,0,2,0,2,False
CHEMBL2285,ADAMTS5,Q9UNA0,酶（非激酶）,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,613,20,32,610.0,155.0,157.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,6.0,True,0.47265625,0.5160935153852299,0.4550170424077912,1.0,0.2738095238095238,0.671047702297702,0.7285560744993858,False,False,True,0.3611111111111111,0.4535714285714285,0.0066848381363982,0.0,0.0,0.75,0.9270345930813836,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.76171875,0.7553689247163512,0.640625,0.7022982713350994,0.912764570921738,0.5664583333333333,0.9180354042658728,0.0019990004997501,2.0,0.0070696359137504,True,True,True,True,GATE_B,12.0,6.0,6.0,True,0.888888888888889,0.9166666666666664,0.75,0.810515873015873,0.9989689557530042,0.6571428571428571,1.0,0.0149925037481259,2.0,0.0604045803185363,True,True,True,True,16.0,16.0,0.7757867276668549,0.8435395956039429,0.889321506023407,0.9209828972816468,0.9767380833625792,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,1.2068,3ljt,A,,True,32,7,6,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,0,1,0,0,0,65,0,0,0,1,0,0,0,0,0,1,0,1,False
CHEMBL4722,AURKA,O14965,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1629,509,32,1778.0,527.0,719.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,14.0,True,0.6015625,0.7285532690195126,0.9829061750878,2.0,0.3685914522058823,0.8095238095238095,0.314998644106795,False,False,True,0.6071428571428571,0.7461574074074073,0.9897574253517196,2.0,0.375,0.8333333333333334,0.4761476276173337,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.75390625,0.7759737250086516,0.46875,0.6060601876381051,0.8654949086542475,0.5647058823529412,0.9167658730158728,0.0064967516241879,2.0,0.0186540393169751,True,True,True,True,GATE_B,28.0,14.0,14.0,True,0.7857142857142857,0.8000287411001696,0.5153061224489796,0.6376516688546763,0.8771334108280846,0.583322192513369,0.9387783446712018,0.0034982508745627,2.0,0.0206917817686901,True,True,True,True,16.0,16.0,0.5381205976009369,0.6772521734237671,0.6868358552455902,0.7703821659088135,0.7890898227691651,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,1.2416,4jbp,A,True,False,499,195,194,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,1,0,0,0,0,50,0,0,0,1,0,0,0,0,0,1,0,1,False
CHEMBL308,CDK1,P06493,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,427,302,32,429.0,558.0,594.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,15.0,True,0.6484375,0.6242550566095367,0.4003944315987289,1.0,0.437246963562753,0.8412698412698413,0.2074035643321786,False,False,True,0.6177777777777778,0.6038156492518258,0.3829233390347514,1.0,0.3936651583710407,0.8277587737340059,0.4475648080260491,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.859375,0.8790143118727678,0.79296875,0.8199232054495211,0.9793890852553432,0.6999603174603175,0.984126984126984,0.0004997501249375,2.0,0.0027344818156959,True,True,True,True,GATE_B,30.0,15.0,15.0,True,0.8533333333333333,0.8754244829244828,0.7777777777777778,0.8082853747559628,0.9824155161167236,0.6873883928571428,0.9821448412698414,0.0014992503748125,2.0,0.0115775445610528,True,True,True,True,16.0,16.0,0.7523035258054733,0.800227552652359,0.8272741436958313,0.8548676520586014,0.9129568964242936,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,1.2295,6gu6,A,,False,16,10,9,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,0,1,0,0,0,89,0,0,0,1,0,0,0,0,0,1,0,1,False
CHEMBL3055,CDK7,P50613,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,236,353,32,245.0,295.0,420.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,14.0,True,0.59375,0.5877404260896109,0.4963994119116659,1.0,0.3888888888888889,0.7896825396825397,0.3262057265966161,False,False,True,0.6020408163265306,0.623621308111025,0.7832440957268263,2.0,0.3743589743589743,0.8102564102564103,0.4902069091132268,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.90234375,0.9221363249323776,0.640625,0.7542956498723377,0.9981640829207428,0.7802573529411765,0.992063492063492,0.0004997501249375,2.0,0.0027344818156959,True,True,True,True,GATE_B,28.0,14.0,14.0,True,0.8826530612244898,0.9092821883998352,0.7142857142857142,0.8022653505846782,0.9980881179705328,0.7325860628342247,0.9895833333333334,0.0004997501249375,2.0,0.0053434821051012,True,True,True,True,16.0,16.0,0.7726827561855316,0.8439558446407318,0.8524279594421387,0.8733165562152863,0.876797491312027,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,1.0754,8p4z,A,,False,28,10,9,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,0,1,0,0,0,80,0,0,0,1,0,0,0,0,0,1,0,1,False
CHEMBL3116,CDK9,P50750,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,1140,364,32,1300.0,322.0,453.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,16.0,True,0.69140625,0.7031939414751915,0.7416874811008389,1.0,0.4957904411764705,0.8628363896165749,0.1222482776172038,False,False,True,0.69140625,0.7031939414751915,0.7416874811008389,1.0,0.4880386061307113,0.8745098039215686,0.2407518496300739,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.83984375,0.8642548082245973,0.796875,0.8150672253550543,0.9790185231217746,0.6835673983134921,0.9727597402597404,0.0004997501249375,2.0,0.0027344818156959,True,True,True,True,GATE_B,32.0,16.0,16.0,True,0.83984375,0.8642548082245973,0.796875,0.8150672253550543,0.9790185231217746,0.6864448051948052,0.9686305147058824,0.0004997501249375,2.0,0.0053434821051012,True,True,True,True,16.0,16.0,0.8898174911737442,0.9371371269226074,0.8588048815727234,0.8945810943841934,0.9209444552659988,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,0.4037,3blr,A,,False,34,21,20,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,0,1,1,0,0,182,0,0,1,1,0,0,0,0,0,1,0,1,False
CHEMBL4068,CMA1,P23946,酶（非激酶）,ENZYME_BIOCHEMICAL,T2_ADEQUATE_POSITIVE_NEGATIVE,402,23,32,383.0,45.0,52.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,5.0,True,0.8515625,0.864096391761833,0.9858580085297592,2.0,0.6953125,0.9686274509803922,0.0071718989535426,True,True,True,0.8,0.8711111111111112,0.9978566131416234,2.0,0.4166666666666667,1.0,0.3010272945410918,False,False,LOCAL_STRONG,N1_N2_LOCAL_OR_SCAFFOLD_HOP_ONLY,GATE_A,32.0,16.0,16.0,True,0.82421875,0.8258878968253969,0.5,0.4752855294720164,0.959450489664321,0.6627450980392157,0.9444607843137256,0.000999500249875,2.0,0.0045289855072463,True,True,True,True,GATE_B,10.0,5.0,5.0,True,0.96,0.9666666666666666,0.32,0.4411111111111111,0.9997491702444796,0.76,1.0,0.0079960019990005,2.0,0.0396944384950381,True,True,True,True,16.0,16.0,0.806858703494072,0.9072217345237732,0.8071458637714386,0.8141821175813675,0.8212724834680557,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,0.6074,1t31,A,,False,86,36,35,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2+GNINA,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,1,0,0,0,0,82,0,0,0,1,0,0,0,0,0,1,0,1,False
CHEMBL1841,FYN,P06241,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,84,396,32,82.0,280.0,431.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,14.0,True,0.44921875,0.5015230041314257,0.4818079590012222,1.0,0.2307539682539682,0.6541850490196077,0.7908841960421474,False,False,True,0.4897959183673469,0.5371860612932041,0.5515560339427639,1.0,0.2834224598930481,0.7167187499999997,0.7537968846021372,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.84375,0.8953449328449328,0.61328125,0.6935475172975173,0.9985863617451768,0.6624057539682539,0.9765802556818182,0.0004997501249375,2.0,0.0027344818156959,True,True,True,True,GATE_B,28.0,14.0,14.0,True,0.8214285714285714,0.8763406244224657,0.5969387755102041,0.6888865921862816,0.997450045750861,0.6561702806122449,0.9745927916621192,0.0029985007496251,2.0,0.0189450729180864,True,True,True,True,16.0,16.0,0.8038113415241241,0.8641716837882996,0.7407899498939514,0.7832596004009247,0.785449641942978,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,0.5471,2dq7,X,,False,45,20,19,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,0,1,0,0,0,43,0,0,0,1,0,0,0,0,0,1,0,1,False
CHEMBL2850,GSK3A,P49840,激酶,KINASE_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,513,432,32,522.0,434.0,560.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,16.0,True,0.640625,0.6356045343545343,0.515206437976388,1.0,0.4291662449392713,0.83984765625,0.2229724995171906,False,False,True,0.640625,0.6356045343545343,0.515206437976388,1.0,0.4332843137254902,0.8375139170040484,0.3384562524114895,False,False,GATE_A_FAIL,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.8125,0.8678653482532793,0.92578125,0.9182745718978303,0.9939100100987484,0.6189880952380953,0.9567179890422078,0.000999500249875,2.0,0.0045289855072463,True,True,True,True,GATE_B,32.0,16.0,16.0,True,0.8125,0.8678653482532793,0.92578125,0.9182745718978303,0.9939100100987484,0.6171499693627451,0.9563988095238096,0.0014992503748125,2.0,0.0115775445610528,True,True,True,True,16.0,16.0,0.806328296661377,0.8870273232460022,0.8470411002635956,0.8635551482439041,0.902223053574562,BOLTZ_REMOTE_QUALIFIED,MAY_RANK_LOCAL_AND_REMOTE_WITHIN_TARGET,FROZEN_PASS,PASS,0.8072,7sxg,A,,False,3,2,1,E2_SINGLE_MODEL_REMOTE_QUALIFIED,单模型远程资格,Boltz-2,仅按取得远程资格的模型解释N3；另一模型不得否决,重复取得资格的模型；仅在另一模型也适用时分析分歧,2,0,1,0,0,0,70,0,0,0,1,0,0,0,0,0,1,0,1,False
