target_chembl_id,gene_symbol,uniprot_accession,target_class_zh,assay_lane,target_calibration_tier,positive_compounds,negative_compounds,panel_quota_per_class,positive_pool,primary_negative_pool,all_negative_pool,panel_quality,selected_positive,selected_negative,development_rows,locked_evaluation_rows,gnina_gate_b_remote_positive_rows,gnina_gate_a_formally_evaluable,gnina_gate_a_auroc_primary_cnn_affinity,gnina_gate_a_average_precision_primary_cnn_affinity,gnina_gate_a_bedroc_alpha20_primary_cnn_affinity,gnina_gate_a_ef_5pct,gnina_gate_a_bootstrap_auroc_ci_low,gnina_gate_a_bootstrap_auroc_ci_high,gnina_gate_a_permutation_bh_q,gnina_gate_a_primary_gate_pass,gnina_gate_a_primary_gate_strong,gnina_gate_b_formally_evaluable,gnina_gate_b_auroc_primary_cnn_affinity,gnina_gate_b_average_precision_primary_cnn_affinity,gnina_gate_b_bedroc_alpha20_primary_cnn_affinity,gnina_gate_b_ef_5pct,gnina_gate_b_bootstrap_auroc_ci_low,gnina_gate_b_bootstrap_auroc_ci_high,gnina_gate_b_permutation_bh_q,gnina_gate_b_primary_gate_pass,gnina_gate_b_primary_gate_strong,gnina_target_qualification,gnina_use_policy,gate_a_scope,gate_a_rows,gate_a_positive,gate_a_negative,gate_a_formally_evaluable,gate_a_auroc_affinity_probability_binary,gate_a_average_precision_affinity_probability_binary,gate_a_auroc_secondary_ligand_iptm,gate_a_average_precision_secondary_ligand_iptm,gate_a_bedroc_alpha20_affinity_probability_binary,gate_a_bootstrap_auroc_ci_low,gate_a_bootstrap_auroc_ci_high,gate_a_permutation_p_one_sided,gate_a_ef_5pct,gate_a_permutation_bh_q,gate_a_primary_gate_pass_raw,gate_a_gate_a_dependency_pass,gate_a_primary_gate_pass,gate_a_primary_gate_strong,gate_b_scope,gate_b_rows,gate_b_positive,gate_b_negative,gate_b_formally_evaluable,gate_b_auroc_affinity_probability_binary,gate_b_average_precision_affinity_probability_binary,gate_b_auroc_secondary_ligand_iptm,gate_b_average_precision_secondary_ligand_iptm,gate_b_bedroc_alpha20_affinity_probability_binary,gate_b_bootstrap_auroc_ci_low,gate_b_bootstrap_auroc_ci_high,gate_b_permutation_p_one_sided,gate_b_ef_5pct,gate_b_permutation_bh_q,gate_b_primary_gate_pass_raw,gate_b_gate_a_dependency_pass,gate_b_primary_gate_pass,gate_b_primary_gate_strong,development_positive_n,development_negative_n,development_positive_q25,development_positive_median,development_negative_q90,development_negative_q95,development_negative_q99,boltz_target_qualification,boltz_use_policy,final_audit_status,redock_status_final,redock_best_symmetry_rmsd_A_final,pdb_id,target_chain_id,alternate_structure_used,docking_context_included,usable_experimental_pocket_instances,usable_experimental_pdbs,alternate_experimental_pdb_count,target_route,target_route_zh,qualified_models,allowed_scope_zh,next_compute_action_zh,target_route_priority,01_STRICT_AB_DISCOVERY_CORE,02_STRICT_C_DISCOVERY_RESERVE,03_LOCAL_ANALOG_BASELINE,04_RECEPTOR_PROTOCOL_REVIEW_AB,05_RECEPTOR_PROTOCOL_REVIEW_C,06_IN_DOMAIN_BELOW_BACKGROUND,07_OUT_OF_DOMAIN_EXPLORATORY,08_KNOWN_CONTROL_CALIBRATION_ONLY,09_TECHNICAL_INCOMPLETE,strict_boltz_abc_pairs,receptor_review_abc_pairs,strict_gnina_abc_pairs,P1_DUAL_STRUCTURE_SUPPORT,P2_BOLTZ_SUPPORT_GNINA_DISAGREES,P3_GNINA_SUPPORT_BOLTZ_DISAGREES,P4_BOLTZ_ONLY_APPLICABLE,P5_GNINA_ONLY_APPLICABLE,physical_union_pairs,urgent_receptor_repair,task_code,repair_priority,completion_rule
CHEMBL1829,HDAC3,O15379,核内/表观遗传蛋白,NUCLEAR_EPIGENETIC_DOMAIN,T1_RICH_POSITIVE_NEGATIVE,1467,297,32,1567.0,526.0,599.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,13.0,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.69140625,0.735766724464152,0.5703125,0.5144190078847545,0.9168255055456972,0.4921555397727273,0.859375,0.0339830084957521,2.0,0.071934835501957,True,True,True,False,GATE_B,26.0,13.0,13.0,True,0.6272189349112426,0.6502669786876947,0.591715976331361,0.5428785955908098,0.7245422577788376,0.4117384453781512,0.8375446428571427,0.1254372813593203,1.0,0.2724340954522739,False,True,False,False,16.0,16.0,0.4788848608732223,0.7316740453243256,0.8961994349956512,0.9309937804937364,0.9381661862134932,BOLTZ_LOCAL_QUALIFIED,MAY_RANK_IN_DOMAIN_WITHIN_TARGET,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,2.7025,4a69,B,True,False,6,1,0,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,Boltz-2,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
CHEMBL4304,KCNMA1,Q12791,离子通道,ION_CHANNEL_FUNCTIONAL,T5_SPARSE_OR_NONE,0,44,0,0.0,2.0,37.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,5.4201,8ghf,C,True,False,270,28,27,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,NONE,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
CHEMBL321,MMP9,P14780,酶（非激酶）,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,891,313,32,857.0,417.0,516.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,8.0,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.68359375,0.712153697595508,0.6875,0.7761464329621636,0.8354129732563415,0.4736602870813396,0.8666796874999999,0.0419790104947526,2.0,0.0839580209895052,True,True,True,False,GATE_B,16.0,8.0,8.0,True,0.625,0.7002216533466534,0.890625,0.918440934065934,0.9352449447282116,0.3014694940476191,0.9047619047619048,0.2243878060969515,2.0,0.3998705775317469,False,True,False,False,16.0,16.0,0.7919753342866898,0.8836519122123718,0.8763288855552673,0.9069896042346954,0.9616787016391752,BOLTZ_LOCAL_QUALIFIED,MAY_RANK_IN_DOMAIN_WITHIN_TARGET,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,4.8339,4h1q,A,,True,206,29,28,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,Boltz-2,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
CHEMBL2998,P2RX3,P56373,离子通道,ION_CHANNEL_FUNCTIONAL,T2_ADEQUATE_POSITIVE_NEGATIVE,4363,37,32,4372.0,55.0,70.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.9453125,0.953607978279031,0.69140625,0.7311027900762808,0.9996489375348642,0.8610539215686274,1.0,0.0004997501249375,2.0,0.0027344818156959,True,True,True,True,GATE_B,2.0,1.0,1.0,False,1.0,1.0,1.0,1.0,1.0000000000000002,1.0,1.0,0.4962518740629685,2.0,0.7086860610098991,False,True,False,False,16.0,16.0,0.5569117963314056,0.6951565146446228,0.7875599563121796,0.8257737159729004,0.8616655349731445,BOLTZ_LOCAL_QUALIFIED,MAY_RANK_IN_DOMAIN_WITHIN_TARGET,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,3.983,9ik1,A,,False,109,18,17,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,Boltz-2,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
CHEMBL3286067,POLR1A,O95602,酶（非激酶）,ENZYME_BIOCHEMICAL,T3_MINIMUM_POSITIVE_NEGATIVE,28,12,16,28.0,29.0,29.0,PRIMARY_QUANTITATIVE,16.0,16.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,16.0,8.0,8.0,True,0.484375,0.6277777777777778,0.59375,0.5535599816849817,0.9194766986114492,0.1832954545454545,0.8167045454545454,0.553223388305847,2.0,0.7005885703436492,False,False,False,False,,,,,,,,,,,,,,,,,,,,8.0,8.0,0.6940491646528244,0.7373592555522919,0.8289060175418854,0.8294060915708542,0.8298061507940292,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,2.5514,7vba,A,,True,11,6,5,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,NONE,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
CHEMBL3430865,PTGDS,P41222,酶（非激酶）,ENZYME_BIOCHEMICAL,T5_SPARSE_OR_NONE,0,1,0,0.0,1.0,2.0,NOT_EVALUABLE_8X8,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLTZ_NOT_EVALUABLE,EXPLORATORY_SCORE_ONLY,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,5.8628,4imo,A,,False,29,12,11,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,NONE,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
CHEMBL5451,SCN10A,Q9Y5Y9,离子通道,ION_CHANNEL_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,199,67,32,198.0,45.0,76.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,12.0,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.53515625,0.6021105085510712,0.57421875,0.5656178157142313,0.8007522975382175,0.3281202555668016,0.7294304388422036,0.352823588205897,2.0,0.491917502787068,False,False,False,False,GATE_B,24.0,12.0,12.0,True,0.4513888888888888,0.5302084897673133,0.5069444444444444,0.5155377030377031,0.6214066022144937,0.2296031746031746,0.679712119222689,0.6681659170414792,1.0,0.8243621552055831,False,False,False,False,16.0,16.0,0.4294247925281524,0.5789504647254944,0.5997388362884521,0.6235692054033279,0.6606789976358414,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,2.6233,9dbk,A,True,False,46,8,7,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,NONE,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
CHEMBL1980,SCN5A,Q14524,离子通道,ION_CHANNEL_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,111,259,32,104.0,654.0,707.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.609375,0.6145374953249716,0.72265625,0.685937646978837,0.6306836804536475,0.3833203125,0.8157843137254901,0.1454272863568216,1.0,0.2382706951608941,False,False,False,False,GATE_B,2.0,1.0,1.0,False,0.0,0.5,1.0,1.0,6.776878889750501e-21,0.0,0.0,1.0,0.0,1.0,False,False,False,False,16.0,16.0,0.2528223767876625,0.3012300729751587,0.5540481805801392,0.5625599771738052,0.5627634316682816,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,2.6079,8vyj,A,True,False,15,6,5,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,NONE,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
CHEMBL5202,SCN8A,Q9UQD0,离子通道,ION_CHANNEL_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,671,51,32,676.0,68.0,69.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,6.0,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.30078125,0.3956700389726615,0.5234375,0.537252715154162,0.015753705030688,0.1294056372549019,0.487559463562753,0.975512243878061,0.0,0.999000499750125,False,False,False,False,GATE_B,12.0,6.0,6.0,True,0.3611111111111111,0.4555555555555556,0.4722222222222222,0.5601851851851852,0.0301278302105376,0.0569642857142857,0.7227380952380948,0.776111944027986,0.0,0.8952660599161,False,False,False,False,16.0,16.0,0.3360381051898002,0.4815898090600967,0.6545387208461761,0.6991190016269684,0.7736132442951202,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,3.9221,8fhd,A,,False,53,7,6,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,NONE,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
CHEMBL2782,SOAT1,P35610,酶（非激酶）,ENZYME_BIOCHEMICAL,T1_RICH_POSITIVE_NEGATIVE,116,119,32,123.0,155.0,160.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,6.0,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.69921875,0.696318345754487,0.36328125,0.4184282391164451,0.8641677337396053,0.4980392156862745,0.8666666666666666,0.024487756121939,2.0,0.0542095364531474,True,True,True,False,GATE_B,12.0,6.0,6.0,True,0.8333333333333334,0.8416666666666666,0.2777777777777778,0.4178932178932178,0.971062639897717,0.5273148148148149,1.0,0.0394802598700649,2.0,0.1233203622907647,False,True,False,False,16.0,16.0,0.6408731341362,0.6714838445186615,0.7212656736373901,0.7486143410205841,0.789149385690689,BOLTZ_LOCAL_QUALIFIED,MAY_RANK_IN_DOMAIN_WITHIN_TARGET,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,5.0065,6p2p,A,True,False,26,5,4,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,Boltz-2,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
CHEMBL6007,TRPA1,O75762,离子通道,ION_CHANNEL_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,1231,137,32,1233.0,118.0,203.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,0.0,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.6015625,0.5766269343579126,0.8359375,0.881356962847835,0.4316572236237559,0.3803550091911764,0.7976785714285715,0.1809095452273863,1.0,0.2859168241965973,False,False,False,False,,,,,,,,,,,,,,,,,,,,16.0,16.0,0.4554671943187713,0.5617497265338898,0.7197004556655884,0.757035881280899,0.801233321428299,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,2.7441,6pqq,D,True,False,76,12,11,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,NONE,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
CHEMBL4794,TRPV1,Q8NER1,离子通道,ION_CHANNEL_FUNCTIONAL,T1_RICH_POSITIVE_NEGATIVE,1640,203,32,1632.0,293.0,405.0,PRIMARY_QUANTITATIVE,32.0,32.0,32.0,32.0,2.0,,,,,,,,,,,,,,,,,,,,,NOT_EVALUABLE,DO_NOT_USE_GNINA_FOR_DISCOVERY_SELECTION,GATE_A,32.0,16.0,16.0,True,0.484375,0.4729400520252881,0.21875,0.3707145634809849,0.1615431041193737,0.2790700910931174,0.7063492063492064,0.5797101449275363,0.0,0.727774640818119,False,False,False,False,GATE_B,4.0,2.0,2.0,False,0.5,0.5833333333333333,0.5,0.5833333333333333,0.0066928509242848,0.0,1.0,0.6616691654172914,0.0,0.8243621552055831,False,False,False,False,16.0,15.0,0.3710436373949051,0.4742794781923294,0.6283020377159119,0.6813098728656768,0.7394257891178131,BOLTZ_GATE_A_FAIL,DO_NOT_USE_BOLTZ_FOR_DISCOVERY_SELECTION,FROZEN_REVIEW_REDOCK_FAILED,FAIL_RMSD_GT_2P5,2.6899,8gf8,C,True,False,115,15,14,E4_RECEPTOR_PROTOCOL_REPAIR,受体协议修复,NONE,修复结构、链、状态和redocking前不得晋级pair,选择替代实验holo结构并redocking；通过后重算当前102条A/B/C,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,False,C0_RECEPTOR_PROTOCOL_REPAIR,SECONDARY,alternate experimental holo protocol redocking RMSD <= 2.5 A or explicit downgrade
