review_id,drug_chembl_id,drug_name,target_gene,target_name,direction,direction_zh,candidate_diseases_zh,mechanism_hypothesis_zh,disease_fit_level,target_engagement_feasibility,primary_assay_zh,counterscreen_zh,go_no_go_zh,novelty_interpretation_zh,major_risks_zh,priority_bucket_auto,assay_lane,conplex_score,rank_within_drug,review_priority_score,broad_mechanism_score,open_targets_score,txgnn_indication_score,string_context_score,tissue_context_score,creeds_total_signature_count,reactome_mechanism_keywords,creeds_matched_disease_names,literature_status,same_target_family_as_known,same_label_direction,exact_known_target_by_profile_or_control,agent_review_status
strict895_0134,CHEMBL3707247,Ozanimod Hydrochloride,RAF1,RAF proto-oncogene serine/threonine-protein kinase,dermatology,皮肤,方向候选：银屑病、特应性皮炎、痤疮/角化异常、皮肤炎症或屏障模型,"Ozanimod Hydrochloride 可能作用于 RAF1（RAF proto-oncogene serine/threonine-protein kinase），在皮肤方向的假说为调节 RTK/MAPK/PI3K signaling；immune/inflammation signaling；coagulation/vascular；neurotransmission/excitability；证据组合：ConPLEx=0.348/rank28, OT=0.90, TxGNN=0.91, STRING=0.34, tissue=1.00。",高,高,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化,P1_priority_manual_review,kinase_biochemical_cellular,0.34809098,28,98.321,0.866026,0.8970021962819996,0.9113029837608336,0.3398424885290322,1.0,0,RTK/MAPK/PI3K signaling; immune/inflammation signaling; coagulation/vascular; neurotransmission/excitability,,not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
strict895_0135,CHEMBL1852688,Infigratinib Phosphate,SLC12A1,Solute carrier family 12 member 1,renal,肾脏,CREEDS 相关签名：Familial hypophosphataemic rickets；liver cirrhosis；nephroblastoma；方向候选：慢性肾病、肾小球炎症、肾纤维化、离子/转运相关肾功能模型,"Infigratinib Phosphate 可能作用于 SLC12A1（Solute carrier family 12 member 1），在肾脏方向的假说为调节 transport/homeostasis；证据组合：ConPLEx=0.310/rank30, OT=0.87, TxGNN=0.90, STRING=0.00, tissue=1.00。",高,高,优先底物摄取/外排、竞争抑制或转运电流实验；结合过表达细胞和空载体对照,同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同家族转运体、细胞活性、底物荧光/放射性干扰、P-gp/BCRP 外排反筛 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,转运体 readout 易受底物、外排和细胞状态影响,P1_priority_manual_review,transporter_uptake_efflux,0.3096633,30,98.297,0.864854,0.8701618073489532,0.9048295021057128,0.0,1.0,3,transport/homeostasis,Familial hypophosphataemic rickets; liver cirrhosis; nephroblastoma,not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
strict895_0136,CHEMBL1358,Fulvestrant,RAF1,RAF proto-oncogene serine/threonine-protein kinase,dermatology,皮肤,方向候选：银屑病、特应性皮炎、痤疮/角化异常、皮肤炎症或屏障模型,"Fulvestrant 可能作用于 RAF1（RAF proto-oncogene serine/threonine-protein kinase），在皮肤方向的假说为调节 RTK/MAPK/PI3K signaling；immune/inflammation signaling；coagulation/vascular；neurotransmission/excitability；证据组合：ConPLEx=0.489/rank46, OT=0.90, TxGNN=0.96, STRING=0.34, tissue=1.00。",高,高,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛 阳性或主 readout 无剂量依赖。,已有 PubMed/本地文献线索，适合作为 rediscovery 或排重对象,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化,P1_rediscovery_control,kinase_biochemical_cellular,0.48903477,46,98.29,0.864487,0.8970021962819996,0.9638086557388306,0.3398424885290322,1.0,0,RTK/MAPK/PI3K signaling; immune/inflammation signaling; coagulation/vascular; neurotransmission/excitability,,reported_only_before_or_without_approval_window,False,False,False,first_pass_ready_for_chunk_agent
strict895_0137,CHEMBL4303220,Difluprednate,AR,Androgen receptor,dermatology,皮肤,靶点提示：前列腺癌、乳腺癌、雄激素相关皮肤/生殖疾病；CREEDS 相关签名：psoriasis；方向候选：银屑病、特应性皮炎、痤疮/角化异常、皮肤炎症或屏障模型,"Difluprednate 可能作用于 AR（Androgen receptor），在皮肤方向的假说为调节 metabolism/mitochondria；epigenetic/transcription；证据组合：ConPLEx=0.522/rank2, OT=0.74, TxGNN=0.97, STRING=0.33, tissue=0.51。",高,中高,优先 reporter assay、cofactor recruitment、CETSA/target engagement；必要时加 qPCR 下游靶基因,广谱转录抑制/激活、细胞毒性、荧光素酶干扰、同家族核受体选择性,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：广谱转录抑制/激活、细胞毒性、荧光素酶干扰、同家族核受体选择性 阳性或主 readout 无剂量依赖。,同靶点家族机制扩展，novelty 中等,gene symbol/缩写可能产生文献或检索歧义；reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响；同靶点家族可能存在机制泄漏/选择性不足,P1_priority_manual_review,nuclear_receptor_or_tf_reporter,0.52166164,2,98.279,0.813962,0.7392960370919147,0.9730347990989684,0.3318947348525847,0.511818,1,metabolism/mitochondria; epigenetic/transcription,psoriasis,unreported_in_local_pubmed_audit,True,False,False,first_pass_ready_for_chunk_agent
strict895_0138,CHEMBL1159650,Clobetasol Propionate,FGFR3,Fibroblast growth factor receptor 3,dermatology,皮肤,CREEDS 相关签名：melanoma in situ；方向候选：银屑病、特应性皮炎、痤疮/角化异常、皮肤炎症或屏障模型,"Clobetasol Propionate 可能作用于 FGFR3（Fibroblast growth factor receptor 3），在皮肤方向的假说为调节 RTK/MAPK/PI3K signaling；证据组合：ConPLEx=0.228/rank28, OT=0.84, TxGNN=0.70, STRING=0.31, tissue=1.00。",高,中高,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化,P2_review_candidate,enzyme_or_epigenetic_biochemical,0.22820276,28,98.273,0.813636,0.8431767684836453,0.6974040865898132,0.3063027175203487,1.0,1,RTK/MAPK/PI3K signaling,melanoma in situ,not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
strict895_0139,CHEMBL2396661,Alpelisib,KCNK3,Potassium channel subfamily K member 3,cardiovascular,心血管,"CREEDS 相关签名：Decompensated cardiac failure；Hypertrophy, Left Ventricular；方向候选：高血压、血栓/凝血、心律失常、心衰、动脉粥样硬化或血管重塑","Alpelisib 可能作用于 KCNK3（Potassium channel subfamily K member 3），在心血管方向的假说为调节 Cardiac conduction；Muscle contraction；Neuronal System；证据组合：ConPLEx=0.369/rank29, OT=0.81, TxGNN=0.97, STRING=0.00, tissue=1.00。",高,中高,优先膜片钳或自动膜片钳；次选电位/钙流/通量 readout，并做剂量反应,hERG/SCN5A 安全性、细胞毒性、膜扰动、非特异离子通道 panel,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：hERG/SCN5A 安全性、细胞毒性、膜扰动、非特异离子通道 panel 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,离子通道实验成本较高，需安全性通道反筛,P1_priority_manual_review,ion_channel_functional,0.36862,29,98.243,0.86215,0.8100345460602882,0.9681050777435304,0.0,1.0,2,,"Decompensated cardiac failure; Hypertrophy, Left Ventricular",not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
strict895_0140,CHEMBL3188048,Mifepristone,RAF1,RAF proto-oncogene serine/threonine-protein kinase,dermatology,皮肤,方向候选：银屑病、特应性皮炎、痤疮/角化异常、皮肤炎症或屏障模型,"Mifepristone 可能作用于 RAF1（RAF proto-oncogene serine/threonine-protein kinase），在皮肤方向的假说为调节 RTK/MAPK/PI3K signaling；immune/inflammation signaling；coagulation/vascular；neurotransmission/excitability；证据组合：ConPLEx=0.440/rank43, OT=0.90, TxGNN=0.93, STRING=0.34, tissue=1.00。",高,高,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化,P1_priority_manual_review,kinase_biochemical_cellular,0.44029492,43,98.191,0.859557,0.8970021962819996,0.9291267395019532,0.3398424885290322,1.0,0,RTK/MAPK/PI3K signaling; immune/inflammation signaling; coagulation/vascular; neurotransmission/excitability,,not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
strict895_0141,CHEMBL1200678,Atazanavir Sulfate,MMP7,Matrilysin,oncology,肿瘤,CREEDS 相关签名：Carcinoma in situ of small intestine；Squamous cell carcinoma of mouth；Urothelial carcinoma in situ；方向候选：实体瘤/血液肿瘤；优先按靶点落到乳腺癌、肺癌、前列腺癌、白血病/淋巴瘤等具体模型,"Atazanavir Sulfate 可能作用于 MMP7（Matrilysin），在肿瘤方向的假说为调节 Activation of Matrix Metalloproteinases；Assembly of collagen fibrils and other multimeric structures；Collagen degradation；证据组合：ConPLEx=0.367/rank34, OT=0.57, TxGNN=0.89, STRING=0.00, tissue=1.00。",中高,高,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化,P1_priority_manual_review,enzyme_or_epigenetic_biochemical,0.36652273,34,98.189,0.859434,0.5742480897054617,0.8865072131156921,0.0,1.0,42,,Carcinoma in situ of small intestine; Squamous cell carcinoma of mouth; Urothelial carcinoma in situ; adenosquamous cell lung carcinoma; breast adenocarcinoma; breast cancer; cervical cancer; colon carcinoma; colorectal adenocarcinoma; colorectal cancer; endometrial cancer; esophagus adenocarcinoma,not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
strict895_0142,CHEMBL2103830,Fostamatinib Disodium,PDGFRB,Platelet-derived growth factor receptor beta,oncology,肿瘤,CREEDS 相关签名：breast cancer；large cell neuroendocrine carcinoma；leukemia；方向候选：实体瘤/血液肿瘤；优先按靶点落到乳腺癌、肺癌、前列腺癌、白血病/淋巴瘤等具体模型,"Fostamatinib Disodium 可能作用于 PDGFRB（Platelet-derived growth factor receptor beta），在肿瘤方向的假说为调节 RTK/MAPK/PI3K signaling；证据组合：ConPLEx=0.348/rank7, OT=0.83, TxGNN=1.00, STRING=0.35, tissue=1.00。",高,高,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛 阳性或主 readout 无剂量依赖。,同靶点家族机制扩展，novelty 中等,同靶点家族可能存在机制泄漏/选择性不足,P1_priority_manual_review,enzyme_or_epigenetic_biochemical,0.34780976,7,98.167,0.908335,0.8252013259559539,0.9958912134170532,0.3480683667640844,1.0,11,RTK/MAPK/PI3K signaling,breast cancer; large cell neuroendocrine carcinoma; leukemia; lung adenocarcinoma; lung large cell carcinoma; lung squamous cell carcinoma; pancreatic ductal adenocarcinoma; prostate cancer; thymic carcinoma,not_audited_in_local_literature_table,True,False,False,first_pass_ready_for_chunk_agent
strict895_0143,CHEMBL271227,Abiraterone Acetate,KCNK3,Potassium channel subfamily K member 3,cardiovascular,心血管,"CREEDS 相关签名：Decompensated cardiac failure；Hypertrophy, Left Ventricular；方向候选：高血压、血栓/凝血、心律失常、心衰、动脉粥样硬化或血管重塑","Abiraterone Acetate 可能作用于 KCNK3（Potassium channel subfamily K member 3），在心血管方向的假说为调节 Cardiac conduction；Muscle contraction；Neuronal System；证据组合：ConPLEx=0.554/rank36, OT=0.81, TxGNN=0.97, STRING=0.00, tissue=1.00。",高,中高,优先膜片钳或自动膜片钳；次选电位/钙流/通量 readout，并做剂量反应,hERG/SCN5A 安全性、细胞毒性、膜扰动、非特异离子通道 panel,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：hERG/SCN5A 安全性、细胞毒性、膜扰动、非特异离子通道 panel 阳性或主 readout 无剂量依赖。,本地/在线 PubMed 共现层面较干净，适合 novelty review,离子通道实验成本较高，需安全性通道反筛,P1_priority_manual_review,ion_channel_functional,0.55425024,36,98.147,0.857354,0.8100345460602882,0.967534601688385,0.0,1.0,2,,"Decompensated cardiac failure; Hypertrophy, Left Ventricular",unreported_in_local_pubmed_audit,False,False,False,first_pass_ready_for_chunk_agent
strict895_0144,CHEMBL1201014,Prednisolone Acetate,RAF1,RAF proto-oncogene serine/threonine-protein kinase,musculoskeletal,肌肉骨骼,CREEDS 相关签名：Duchenne muscular dystrophy；Senescence；dilated cardiomyopathy；方向候选：骨质疏松、关节炎、肌病、骨/软骨重塑或疼痛相关肌骨模型,"Prednisolone Acetate 可能作用于 RAF1（RAF proto-oncogene serine/threonine-protein kinase），在肌肉骨骼方向的假说为调节 RTK/MAPK/PI3K signaling；immune/inflammation signaling；coagulation/vascular；neurotransmission/excitability；证据组合：ConPLEx=0.212/rank19, OT=0.91, TxGNN=0.96, STRING=0.34, tissue=1.00。",高,中高,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化,P2_review_candidate,kinase_biochemical_cellular,0.2120152,19,98.133,0.906653,0.9098164194880074,0.9574246406555176,0.3392852530187422,1.0,9,RTK/MAPK/PI3K signaling; immune/inflammation signaling; coagulation/vascular; neurotransmission/excitability,Duchenne muscular dystrophy; Senescence; dilated cardiomyopathy; nemaline myopathy; obesity; peripartum cardiomyopathy,not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
strict895_0145,CHEMBL1201014__PREDNISOLONE_SODIUM_PHOSPHATE,Prednisolone Sodium Phosphate,RAF1,RAF proto-oncogene serine/threonine-protein kinase,musculoskeletal,肌肉骨骼,CREEDS 相关签名：Duchenne muscular dystrophy；Senescence；dilated cardiomyopathy；方向候选：骨质疏松、关节炎、肌病、骨/软骨重塑或疼痛相关肌骨模型,"Prednisolone Sodium Phosphate 可能作用于 RAF1（RAF proto-oncogene serine/threonine-protein kinase），在肌肉骨骼方向的假说为调节 RTK/MAPK/PI3K signaling；immune/inflammation signaling；coagulation/vascular；neurotransmission/excitability；证据组合：ConPLEx=0.212/rank19, OT=0.91, TxGNN=0.96, STRING=0.34, tissue=1.00。",高,中高,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化,P2_review_candidate,kinase_biochemical_cellular,0.2120152,19,98.133,0.906653,0.9098164194880074,0.9574246406555176,0.3392852530187422,1.0,9,RTK/MAPK/PI3K signaling; immune/inflammation signaling; coagulation/vascular; neurotransmission/excitability,Duchenne muscular dystrophy; Senescence; dilated cardiomyopathy; nemaline myopathy; obesity; peripartum cardiomyopathy,not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
strict895_0146,CHEMBL2103830,Fostamatinib Disodium,KDR,Vascular endothelial growth factor receptor 2,oncology,肿瘤,CREEDS 相关签名：hepatocellular carcinoma；lung cancer；lung small cell carcinoma；方向候选：实体瘤/血液肿瘤；优先按靶点落到乳腺癌、肺癌、前列腺癌、白血病/淋巴瘤等具体模型,"Fostamatinib Disodium 可能作用于 KDR（Vascular endothelial growth factor receptor 2），在肿瘤方向的假说为调节 RTK/MAPK/PI3K signaling；证据组合：ConPLEx=0.457/rank2, OT=0.85, TxGNN=1.00, STRING=0.34, tissue=1.00。",高,高,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛 阳性或主 readout 无剂量依赖。,同靶点家族机制扩展，novelty 中等,同靶点家族可能存在机制泄漏/选择性不足,P1_priority_manual_review,enzyme_or_epigenetic_biochemical,0.45730528,2,98.108,0.905402,0.8528562501153804,0.9958912134170532,0.3449273023045768,1.0,6,RTK/MAPK/PI3K signaling,hepatocellular carcinoma; lung cancer; lung small cell carcinoma; megakaryocytic leukemia; melanoma,unreported_in_local_pubmed_audit,True,False,False,first_pass_ready_for_chunk_agent
strict895_0147,CHEMBL3188048,Mifepristone,BRAF,Serine/threonine-protein kinase B-raf,dermatology,皮肤,方向候选：银屑病、特应性皮炎、痤疮/角化异常、皮肤炎症或屏障模型,"Mifepristone 可能作用于 BRAF（Serine/threonine-protein kinase B-raf），在皮肤方向的假说为调节 RTK/MAPK/PI3K signaling；证据组合：ConPLEx=0.445/rank40, OT=0.92, TxGNN=0.93, STRING=0.33, tissue=0.88。",高,高,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化,P1_priority_manual_review,kinase_biochemical_cellular,0.44455424,40,98.104,0.855188,0.9230871181066204,0.9291267395019532,0.3255197844171813,0.8775510000000001,0,RTK/MAPK/PI3K signaling,,not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
strict895_0148,CHEMBL2040681,Spinosad,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic,oncology,肿瘤,CREEDS 相关签名：Urothelial carcinoma in situ；breast cancer；colon cancer；方向候选：实体瘤/血液肿瘤；优先按靶点落到乳腺癌、肺癌、前列腺癌、白血病/淋巴瘤等具体模型,"Spinosad 可能作用于 IDH1（Isocitrate dehydrogenase [NADP] cytoplasmic），在肿瘤方向的假说为调节 immune/inflammation signaling；metabolism/mitochondria；证据组合：ConPLEx=0.218/rank2, OT=0.87, TxGNN=0.29, STRING=0.31, tissue=1.00。",高,中高,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化,P2_review_candidate,enzyme_or_epigenetic_biochemical,0.217726,2,98.099,0.80497,0.8677129548388981,0.2895182073116302,0.3073429116595922,1.0,21,immune/inflammation signaling; metabolism/mitochondria,Urothelial carcinoma in situ; breast cancer; colon cancer; colorectal adenocarcinoma; esophagus adenocarcinoma; hepatocellular carcinoma; lung squamous cell carcinoma; malignant pleural mesothelioma; pancreatic cancer; prostate cancer; skin squamous cell carcinoma,not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
strict895_0149,CHEMBL3707313,Trifarotene,CCND1,G1/S-specific cyclin-D1,oncology,肿瘤,CREEDS 相关签名：breast adenocarcinoma；breast cancer；colon cancer；方向候选：实体瘤/血液肿瘤；优先按靶点落到乳腺癌、肺癌、前列腺癌、白血病/淋巴瘤等具体模型,"Trifarotene 可能作用于 CCND1（G1/S-specific cyclin-D1），在肿瘤方向的假说为调节 RTK/MAPK/PI3K signaling；immune/inflammation signaling；epigenetic/transcription；cell cycle/dna repair；证据组合：ConPLEx=0.439/rank11, OT=0.86, TxGNN=0.79, STRING=0.35, tissue=1.00。",高,高,优先纯化蛋白酶活/热转移/DSF/CETSA；若是表观遗传酶可加底物修饰 readout,同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同酶家族选择性、PAINS/聚集体、还原/螯合/荧光干扰反筛 阳性或主 readout 无剂量依赖。,同原适应症方向扩展，novelty 中等偏低,靶点更偏通路/转录调控，直接小分子结合验证难度较高；疾病方向接近原适应症，老药新用 novelty 较弱,P1_priority_manual_review,enzyme_or_epigenetic_biochemical,0.43929872,11,98.085,0.904233,0.8600453273663857,0.7870587706565857,0.3464719812168728,1.0,24,RTK/MAPK/PI3K signaling; immune/inflammation signaling; epigenetic/transcription; cell cycle/dna repair,breast adenocarcinoma; breast cancer; colon cancer; endometrial cancer; hepatocellular carcinoma; in situ carcinoma; lung cancer; melanoma in situ; multiple myeloma; ovarian serous carcinoma; pancreatic ductal adenocarcinoma; papillary thyroid carcinoma,not_audited_in_local_literature_table,False,True,False,first_pass_ready_for_chunk_agent
strict895_0150,CHEMBL3188048,Mifepristone,ESR1,Estrogen receptor,oncology,肿瘤,靶点提示：ER+ 乳腺癌、子宫内膜疾病、骨代谢/绝经相关疾病；CREEDS 相关签名：breast cancer；cervix carcinoma；方向候选：实体瘤/血液肿瘤；优先按靶点落到乳腺癌、肺癌、前列腺癌、白血病/淋巴瘤等具体模型,"Mifepristone 可能作用于 ESR1（Estrogen receptor），在肿瘤方向的假说为调节 RTK/MAPK/PI3K signaling；metabolism/mitochondria；epigenetic/transcription；证据组合：ConPLEx=0.635/rank7, OT=0.87, TxGNN=0.63, STRING=0.34, tissue=0.79。",高,中高,优先 reporter assay、cofactor recruitment、CETSA/target engagement；必要时加 qPCR 下游靶基因,广谱转录抑制/激活、细胞毒性、荧光素酶干扰、同家族核受体选择性,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：广谱转录抑制/激活、细胞毒性、荧光素酶干扰、同家族核受体选择性 阳性或主 readout 无剂量依赖。,同靶点家族机制扩展，novelty 中等,reporter 易受广谱转录、细胞毒性和荧光素酶干扰影响；同靶点家族可能存在机制泄漏/选择性不足,P1_priority_manual_review,nuclear_receptor_or_tf_reporter,0.635198,7,98.082,0.804083,0.8729726899119736,0.6258050203323364,0.3430770108493755,0.7901670000000001,3,RTK/MAPK/PI3K signaling; metabolism/mitochondria; epigenetic/transcription,breast cancer; cervix carcinoma,not_audited_in_local_literature_table,True,False,False,first_pass_ready_for_chunk_agent
strict895_0151,CHEMBL3188048,Mifepristone,TRPV3,Transient receptor potential cation channel subfamily V member 3,dermatology,皮肤,CREEDS 相关签名：melanoma；方向候选：银屑病、特应性皮炎、痤疮/角化异常、皮肤炎症或屏障模型,"Mifepristone 可能作用于 TRPV3（Transient receptor potential cation channel subfamily V member 3），在皮肤方向的假说为调节 neurotransmission/excitability；transport/homeostasis；证据组合：ConPLEx=0.480/rank27, OT=0.81, TxGNN=0.93, STRING=0.00, tissue=1.00。",高,中高,优先膜片钳或自动膜片钳；次选电位/钙流/通量 readout，并做剂量反应,hERG/SCN5A 安全性、细胞毒性、膜扰动、非特异离子通道 panel,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：hERG/SCN5A 安全性、细胞毒性、膜扰动、非特异离子通道 panel 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,离子通道实验成本较高，需安全性通道反筛,P1_priority_manual_review,ion_channel_functional,0.47951007,27,98.05,0.852476,0.8068534964898292,0.9291267395019532,0.0,1.0,1,neurotransmission/excitability; transport/homeostasis,melanoma,not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
strict895_0152,CHEMBL1200380,Acyclovir,JAK1,Tyrosine-protein kinase JAK1,oncology,肿瘤,"靶点提示：RA、IBD、银屑病、JAK/STAT 炎症疾病；CREEDS 相关签名：Leukemia, Chronic T-Cell；acute myeloid leukemia；breast cancer；方向候选：实体瘤/血液肿瘤；优先按靶点落到乳腺癌、肺癌、前列腺癌、白血病/淋巴瘤等具体模型","Acyclovir 可能作用于 JAK1（Tyrosine-protein kinase JAK1），在肿瘤方向的假说为调节 RTK/MAPK/PI3K signaling；immune/inflammation signaling；证据组合：ConPLEx=0.203/rank19, OT=0.81, TxGNN=0.96, STRING=0.34, tissue=1.00。",高,中高,优先 kinase biochemical IC50/Kd 或 ADP-Glo/迁移率法；细胞层面用 phospho-substrate/target engagement 验证,同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛,Go：剂量依赖 target engagement 或功能 readout 可重复，且细胞活性窗口内反筛不能解释主效应；No-go：同家族 kinase panel、ATP-competitive counterscreen、细胞毒性/增殖非特异反筛 阳性或主 readout 无剂量依赖。,文献状态未充分审计，需人工排重,主要风险是 ConPLEx 预测需正交实验验证，疾病方向仍需具体化,P2_review_candidate,kinase_biochemical_cellular,0.20349762,19,98.045,0.902236,0.8080014864463433,0.9623802900314332,0.3449743899831995,1.0,16,RTK/MAPK/PI3K signaling; immune/inflammation signaling,"Leukemia, Chronic T-Cell; acute myeloid leukemia; breast cancer; chronic lymphocytic leukemia; malignant pleural mesothelioma; melanoma; multiple myeloma; nasopharynx carcinoma; ovarian serous carcinoma; skin squamous cell carcinoma; thymic carcinoma",not_audited_in_local_literature_table,False,False,False,first_pass_ready_for_chunk_agent
