system_id,cluster,native_contact_ap_after,native_contact_prevalence_after,native_residue_only_score_ap_after,native_atom_permuted_score_ap_after,native_atom_to_residue_macro_ap_after,native_residue_to_atom_macro_ap_after,native_contact_pairs_after,native_pair_candidates_after,all_regions_contact_ap_after,all_regions_contact_prevalence_after,native_distance_mae_capped32_A_after,native_region_selected_after,regions_after,native_contact_ap_before,native_contact_prevalence_before,native_residue_only_score_ap_before,native_atom_permuted_score_ap_before,native_atom_to_residue_macro_ap_before,native_residue_to_atom_macro_ap_before,native_contact_pairs_before,native_pair_candidates_before,all_regions_contact_ap_before,all_regions_contact_prevalence_before,native_distance_mae_capped32_A_before,native_region_selected_before,regions_before
2ahv__1__1.D__1.H,c2034,0.1443974973840061,0.0498903508771929,0.1033034304640085,0.0835761345461084,0.4039606332139162,0.3282939158957288,91,1824,0.1240139280230435,0.035108024691358,4.440178394317627,True,2,0.3686150269645678,0.0498903508771929,0.0962610519614401,0.0752463705460036,0.6077599406766072,0.59232649933155,91,1824,0.3686150269645679,0.035108024691358,1.2782726287841797,True,2
2bdm__2__1.A_2.A__2.D,c11013,0.1494085468665065,0.125,0.1574779972651842,0.1386622177878921,0.2659568241226726,0.3511531056672819,81,648,0.1107059963397582,0.084375,2.510773181915283,True,2,0.6491073905992775,0.125,0.2872635663270338,0.1882403920134864,0.7036119378306879,0.7923959081797666,81,648,0.6474523214835692,0.084375,0.8160257935523987,True,2
2c84__1__1.A__1.B,c1327,0.4620850001607853,0.1309523809523809,0.3611566637318835,0.3529829560149627,0.614724778800409,0.636344129245394,77,588,0.4078960846270655,0.0833333333333333,2.010385513305664,True,2,0.837570309431457,0.1309523809523809,0.3866675463614238,0.3125671032401947,0.8650659657802516,0.8609882233779294,77,588,0.8375703094314569,0.0833333333333333,0.6573572754859924,True,2
2de3__1__1.A__1.D,c4237,0.3051732882570629,0.1527777777777778,0.3026838423571378,0.2367866350981498,0.4003297184501229,0.463549360109234,66,432,0.1833795422023905,0.1006097560975609,1.579259753227234,True,2,0.4486045758274178,0.1527777777777778,0.3463683103388985,0.3073361864681065,0.5226856846015611,0.5357067955387284,66,432,0.4485621332575201,0.1006097560975609,1.1925514936447144,True,2
2de3__2__1.B__1.G,c4237,0.3002047169708908,0.140625,0.2995430198517139,0.2572211899532862,0.4164487334059703,0.4638772175536881,63,448,0.1583497629172997,0.0875,1.6257890462875366,True,2,0.4642645154547313,0.140625,0.3455448340441153,0.312482749959895,0.5627351913652223,0.5117204991942387,63,448,0.4642645154547314,0.0875,1.0435632467269895,True,2
2de4__1__1.A__1.D,c4237,0.2926296600639553,0.1547619047619047,0.3062756075832998,0.2701822544863018,0.4383491040740782,0.447479621219117,65,420,0.1766889794604625,0.0984848484848484,1.625225067138672,True,2,0.479493321259959,0.1547619047619047,0.3480238235298964,0.3209303966237498,0.5961796098065448,0.5551788438763229,65,420,0.4793428636179647,0.0984848484848484,1.1081057786941528,True,2
2dcl__1__1.B_1.C__1.F,c4257,0.5051519350838499,0.1244377811094452,0.3086095214310593,0.2146723269173981,0.6169235538391381,0.6460104107331937,83,667,0.4795859020485955,0.0859213250517598,2.1823949813842773,True,2,0.7211036109748991,0.1244377811094452,0.2836705776127077,0.2335318081743999,0.7648349227025698,0.8008656524154042,83,667,0.721103610974899,0.0859213250517598,0.8434333801269531,True,2
2dcl__1__2.B_2.C__2.F,c4257,0.5079964776044903,0.1244377811094452,0.3086095214310593,0.2230814955048449,0.617625911246041,0.6446358857887124,83,667,0.4832525064279925,0.0949656750572082,2.18455171585083,True,2,0.7268853258887948,0.1244377811094452,0.2868319126262598,0.2399165483375785,0.7592300292300291,0.7869205468580828,83,667,0.7262734156060167,0.0949656750572082,0.8427470922470093,True,2
3b7d__1__1.A__1.I,c7,0.4323350761776579,0.1857585139318885,0.3862488895187857,0.3409600867717478,0.5895998500410264,0.4847276890255235,60,323,0.3079545845764306,0.1217038539553752,1.999529480934143,True,2,0.6716858721774555,0.1857585139318885,0.4955870681605975,0.4129259013518248,0.7473374251661449,0.6957244877111286,60,323,0.6716858721774553,0.1217038539553752,1.003632664680481,True,2
3b7d__2__1.C__1.K,c7,0.4513113820432783,0.1888544891640866,0.3717165455352533,0.3440748983886293,0.5961438398203105,0.5165507205910675,61,323,0.3598642504250021,0.1087344028520499,1.993407249450684,True,2,0.6908511352501242,0.1888544891640866,0.4955925784276797,0.4410934309839263,0.7534772798008091,0.6702197096239328,61,323,0.6908511352501241,0.1087344028520499,0.9556320905685424,True,2
3b7d__1__1.B__1.J,c7,0.4001490175331613,0.1857585139318885,0.354911686896981,0.3078506908593135,0.5178314985667927,0.5021720035139152,60,323,0.2916530479186049,0.1176470588235294,1.944996953010559,True,2,0.7053889598887121,0.1857585139318885,0.4827244188273599,0.3703576984373161,0.794248665278077,0.732077161575586,60,323,0.7053335566919476,0.1176470588235294,0.9290836453437804,True,2
3b7d__2__1.D__1.L,c7,0.4097593789722379,0.1852941176470588,0.35371643805076,0.3312484802250151,0.5540919864449276,0.5107109677268992,63,340,0.2803184115671999,0.0926470588235294,2.0163254737854004,True,2,0.6902812872339611,0.1852941176470588,0.4900184147733167,0.4107964542233452,0.767776267369693,0.6991654288355678,63,340,0.6901715803706998,0.0926470588235294,0.9579139351844788,True,2
3b7d__3__1.E__1.M,c7,0.4361212363963723,0.1857585139318885,0.3845400949812715,0.3360883482075545,0.5746157437333907,0.4919339371933101,60,323,0.2960395745145404,0.1176470588235294,1.9974461793899536,True,2,0.6602876390534819,0.1857585139318885,0.4974988328664799,0.3742406837544223,0.7520772854596384,0.6943449860569016,60,323,0.6602876390534821,0.1176470588235294,0.9946604371070862,True,2
3b7d__3__1.F__1.N,c7,0.4177348093754017,0.1794117647058823,0.3501529528828297,0.3148043888253174,0.546286507610037,0.4958624615745926,61,340,0.2119138413671563,0.0969793322734499,2.0180413722991943,True,2,0.667294355717553,0.1794117647058823,0.4816436683963203,0.421828437962537,0.7552376621840289,0.7413935652824541,61,340,0.667294355717553,0.0969793322734499,0.9436582922935486,True,2
3b7d__4__1.G__1.O,c7,0.4495758802262988,0.1888544891640866,0.3719405795104926,0.3266756830518204,0.5912772848066965,0.5508675561975632,61,323,0.3659346670966682,0.1121323529411764,1.9904381036758425,True,2,0.6940572711453133,0.1888544891640866,0.5001475354175451,0.384587736789956,0.7510014005602241,0.6820808518520938,61,323,0.6940572711453135,0.1121323529411764,0.9490140080451964,True,2
3b7d__4__1.H__1.P,c7,0.4253832575480465,0.1826625386996904,0.3546935672060298,0.346640584859752,0.5421360284595579,0.4909788730846738,59,323,0.2481245874673893,0.102076124567474,1.9372638463974,True,2,0.721125974001207,0.1826625386996904,0.4939295947667891,0.452234394006145,0.7895645694175105,0.7694178358935302,59,323,0.720857330115542,0.102076124567474,0.9165321588516236,True,2
3bki__1__1.A__1.E,c7,0.4025848267450532,0.2095588235294117,0.3437970928924876,0.3489410102518738,0.5145576513433656,0.5100326657469514,57,272,0.329366039835387,0.11875,1.9035418033599851,True,2,0.3805366432526252,0.2095588235294117,0.5420197036150984,0.4960379017072049,0.4882656013794406,0.3344643011309677,57,272,0.3761188570746806,0.11875,2.102379322052002,True,2
3bki__2__1.B__1.F,c7,0.5052402218726875,0.25390625,0.4509405178155178,0.4196446248729819,0.6418186500999001,0.6183186852829711,65,256,0.2719013902132542,0.126953125,1.9970757961273196,True,2,0.624095205662053,0.25390625,0.6071425796425797,0.555614681801434,0.705586175976801,0.6197061866704723,65,256,0.6233577753333603,0.126953125,1.5837085247039795,True,2
3bki__3__1.C__1.G,c7,0.485157919134028,0.24609375,0.4561420969903113,0.4215404315820834,0.6609407693001443,0.5236495845424416,63,256,0.3346363846792003,0.140625,2.040264129638672,True,2,0.5485066108105908,0.24609375,0.6361341590508258,0.5558715055622089,0.6478580273892773,0.4456710299773486,63,256,0.5478500567426103,0.140625,2.0032453536987305,True,2
3bki__4__1.D__1.H,c7,0.4602659726312292,0.2463235294117647,0.4337375621890547,0.3996849429549428,0.634237012987013,0.5582961185639758,67,272,0.2106067716816378,0.1163194444444444,2.059295654296875,True,2,0.4762637549898173,0.2463235294117647,0.5762282338308458,0.5116503182591006,0.6075916844253242,0.3986513871930537,67,272,0.4658469787059626,0.1163194444444444,2.217608690261841,True,2
3bda__1__1.A__1.D,c33,0.3053349381767276,0.1333333333333333,0.301622726742212,0.2866344827924668,0.4159995118190577,0.3224744463188052,72,540,0.2719983799224899,0.1,1.8333946466445925,True,2,0.6675387525667525,0.1333333333333333,0.425093644100997,0.357760830695218,0.7644583333333334,0.640020705937661,72,540,0.6673357384035291,0.1,0.8363941311836243,True,2
3bd8__1__2.A__2.C,c33,0.3238965066490498,0.1345029239766081,0.2991527095134225,0.3042886983412946,0.4286410895934916,0.3847041415724765,69,513,0.1619709068895092,0.0698380566801619,1.8339086771011357,True,2,0.6531231845001648,0.1345029239766081,0.4131697395404347,0.3370961140060996,0.7270603592314118,0.7006508224890577,69,513,0.6531231845001648,0.0698380566801619,0.8236132860183716,True,2
3bd7__1__1.A__1.D,c33,0.3051768089969817,0.1314814814814814,0.2924619316520725,0.2652078871240274,0.4419831478577608,0.4839799248233504,71,540,0.2147516439631346,0.08875,1.8490022420883176,True,2,0.666008510377803,0.1314814814814814,0.4159966109790053,0.3096437446243645,0.75467755814447,0.7530884964708494,71,540,0.6660085103778031,0.08875,0.8227277398109436,True,2
3bd7__1__2.A__2.D,c33,0.3019207001753301,0.1314814814814814,0.2892275329274958,0.2433528360941407,0.4386021093168757,0.4651300149992328,71,540,0.1851953808261942,0.0788888888888888,1.8490804433822632,True,2,0.661174143786943,0.1314814814814814,0.4162347062171005,0.3316688212803168,0.7541220025889144,0.7494120258826141,71,540,0.6611469106714745,0.0788888888888888,0.8207483291625977,True,2
3bd8__1__1.A__1.C,c33,0.3182518861002036,0.1345029239766081,0.2990898433178332,0.2915399889878675,0.4257224156738019,0.3801506652022354,69,513,0.2211238911874445,0.0825358851674641,1.8334561586380005,True,2,0.6534807734493943,0.1345029239766081,0.4121312601289717,0.367078205144535,0.7259490582516898,0.6914690920751526,69,513,0.6534807734493943,0.0825358851674641,0.8192997574806213,True,2
3bz9__1__1.A__1.F,c1599,0.3095206845089238,0.1408730158730158,0.2711720555361347,0.2174651014019681,0.4965780619694816,0.4554003049669848,71,504,0.2079946900385404,0.0734989648033126,1.8680819272994995,True,2,0.6268163091751828,0.1408730158730158,0.4082488880858043,0.3285598042141553,0.7167459854959854,0.6276648666804107,71,504,0.6268163091751827,0.0734989648033126,1.234965443611145,True,2
3bz7__1__1.A__1.E,c1599,0.277051595080078,0.1381818181818181,0.2494831230788705,0.2218056035181964,0.4207186244385443,0.4054848667486589,76,550,0.1866322671664421,0.0863636363636363,1.967057704925537,True,2,0.699403288970273,0.1381818181818181,0.392577784949039,0.3119928691044907,0.7807357667584941,0.730118726522565,76,550,0.699403288970273,0.0863636363636363,1.015574336051941,True,2
3bz9__2__2.A__2.F,c1599,0.3166733201670542,0.1408730158730158,0.2711720555361347,0.2452488364429304,0.4703713057627254,0.4755609543276853,71,504,0.2487456183018457,0.0866910866910866,1.8679323196411133,True,2,0.6357022378686312,0.1408730158730158,0.4082488880858043,0.3761327187845578,0.7182763995263995,0.6513077129736328,71,504,0.6357022378686312,0.0866910866910866,1.2239042520523071,True,2
3bz7__2__2.A__2.E,c1599,0.2818757334605752,0.1381818181818181,0.2490013082429887,0.2156793021513045,0.4092704194943499,0.431668696477293,76,550,0.1632670282204626,0.0735009671179884,1.9665918350219729,True,2,0.6808557645947458,0.1381818181818181,0.3923841189658993,0.3268411130524905,0.7653063098517644,0.6958903356459747,76,550,0.6808557645947458,0.0735009671179884,1.035145878791809,True,2
3ctl__1__1.B__1.I_1.J,c1173,0.4908514609612763,0.1443965517241379,0.2619292737298226,0.2214102195609496,0.6136669850778307,0.4904303643886977,67,464,0.4398964660091624,0.0951704545454545,1.9624632596969604,True,2,0.7065816113864104,0.1443965517241379,0.2891425166218961,0.2447156700103858,0.7400051106301107,0.7203533635676492,67,464,0.7065816113864104,0.0951704545454545,0.79021155834198,True,2
3ctl__1__1.C__1.K_1.L,c1173,0.4817860040031801,0.1508620689655172,0.2730265669660993,0.2218275945365279,0.5847598534363241,0.5106631639964974,70,464,0.4612687006737799,0.0994318181818181,1.95213782787323,True,2,0.748234808880055,0.1508620689655172,0.3151094759536129,0.2493647578619568,0.7896572293447294,0.7588605442176871,70,464,0.748234808880055,0.0994318181818181,0.7561172246932983,True,2
3ctl__1__1.A__1.G_1.H,c1173,0.5137192094000417,0.1443965517241379,0.2626699283466556,0.2041283160856064,0.6055729129616514,0.5110607290436837,67,464,0.4790013558808283,0.1046875,1.9567960500717163,True,2,0.7179452888583365,0.1443965517241379,0.2814895702349061,0.2357973685053111,0.7531294515669515,0.7640352797455069,67,464,0.7179452888583366,0.1046875,0.7248291969299316,True,2
3ctl__1__1.D__1.M_1.N,c1173,0.4944012412640091,0.1530172413793103,0.2685887593015149,0.2351084652443737,0.5691707099928365,0.5175745517709804,71,464,0.474158211299507,0.1056547619047619,1.9644912481307983,True,2,0.7558174479114005,0.1530172413793103,0.3248472035953503,0.2491841824475634,0.7779803727046374,0.7335206944730754,71,464,0.7558174479114006,0.1056547619047619,0.7395479083061218,True,2
3ctl__1__1.F__1.Q_1.R,c1173,0.4992473068550789,0.15,0.2672469581910904,0.2699248681458411,0.5985699582620538,0.5635886633208061,72,480,0.4696111311005204,0.1125,2.049224615097046,True,2,0.754160233060572,0.15,0.3163862899608514,0.2753404688145598,0.7737900491393138,0.7854939703153989,72,480,0.754160233060572,0.1125,0.7220999598503113,True,2
3ctl__1__1.E__1.O_1.P,c1173,0.4930064028017826,0.1508620689655172,0.2614350356794182,0.2066956432646132,0.6061670465327585,0.5278651595318262,70,464,0.4702659185346409,0.1041666666666666,1.9588522911071775,True,2,0.7536810661285634,0.1508620689655172,0.3149400328811748,0.2679403919178823,0.7708194780437427,0.7457180650037794,70,464,0.7536810661285636,0.1041666666666666,0.7439823150634766,True,2
3a20__1__1.A_1.B__1.C,c1089,0.5860049453827992,0.117908787541713,0.3356140044562017,0.1793433499189289,0.6566153171798333,0.7855810017935202,106,899,0.5820338565188439,0.092414995640802,2.969700574874878,True,2,0.7750062662382632,0.117908787541713,0.3535334877988367,0.2284369168739878,0.8045121724153982,0.8267538051327331,106,899,0.7750062662382632,0.092414995640802,0.7413428425788879,True,2
3dnt__1__1.A__1.C_1.D_1.E,c2488,0.4411949058986131,0.1114369501466275,0.2305849697028014,0.1912740057089657,0.6237552709348124,0.5443372922099712,114,1023,0.4007263475473684,0.0817204301075268,2.805250883102417,True,2,0.6900155844322019,0.1114369501466275,0.2523333699063803,0.1785001767220334,0.7651310427923331,0.7536565832663578,114,1023,0.6900155844322019,0.0817204301075268,0.8484163284301758,True,2
3a20__1__1.A_1.B__1.D,c1089,0.5946688473014003,0.1198156682027649,0.3595583205956297,0.1827309893177864,0.6596271858368633,0.7972522037822736,104,868,0.5917726987765801,0.090671316477768,2.930783271789551,True,2,0.7555303685445803,0.1198156682027649,0.3555754452019596,0.2275214568153004,0.7870748964297353,0.8335642069249196,104,868,0.7555303685445802,0.090671316477768,0.8328126072883606,True,2
3dnt__2__1.B__1.G_1.H_1.I,c2488,0.4585275553439882,0.1108870967741935,0.2293590753734282,0.1798026142189659,0.6289062341481695,0.5389550355531718,110,992,0.436767991600779,0.0909842845326716,2.752869844436645,True,2,0.6800483926487882,0.1108870967741935,0.2466984826622986,0.171132556229787,0.7444910018297114,0.7597320069182814,110,992,0.6800483926487882,0.0909842845326716,0.8864815831184387,True,2
3d9s__1__1.A_1.B_1.C_1.D__1.E,c4511,0.1016886025883913,0.0703947368421052,0.0791932881926096,0.0731298595323139,0.2961909508434053,0.2277311310881098,107,1520,0.0730978288198976,0.0541497975708502,5.866147518157959,True,2,0.4452876288595542,0.0703947368421052,0.1435270241956267,0.1175397835485709,0.6148355226772173,0.5275079400495085,107,1520,0.4452876288595542,0.0541497975708502,2.691972494125366,True,2
3b0y__1__1.A__1.B_1.D_1.E,c31,0.2174315484187477,0.0909090909090909,0.1337489815958935,0.1133274347609051,0.3551364723239723,0.3795752552186376,62,682,0.2022228408821409,0.0606060606060606,2.563188314437866,True,2,0.2518017481317688,0.0909090909090909,0.1386598170554833,0.1342702483932052,0.4210360535147686,0.3817857435965021,62,682,0.2518017481317688,0.0606060606060606,2.023172616958618,True,2
3apw__2__1.B__1.D,c3321,0.1897341852068713,0.0874074074074074,0.165842147821452,0.1528959298679061,0.3253585725930589,0.3047607945212726,59,675,0.1676989030184471,0.0655555555555555,2.013822317123413,True,2,0.3565594049342536,0.0874074074074074,0.2145239855832946,0.1438684200143875,0.466714034757513,0.7077822558685757,59,675,0.3565594049342535,0.0655555555555555,1.1413055658340454,True,2
3agy__1__1.B__1.E,c5190,0.1366846896629375,0.0744680851063829,0.1649726136265432,0.1478984066729339,0.4248210340007214,0.1398580351624264,49,658,0.083427174643445,0.0386130811662726,3.7779815196990967,True,2,0.3013976405708736,0.0744680851063829,0.2014577259475218,0.1704755066619653,0.6149821966228217,0.2401561589036809,49,658,0.3013976405708736,0.0386130811662726,2.4910788536071777,True,2
3apw__1__1.A__1.C,c3321,0.2147027500035571,0.1022222222222222,0.1557825564189461,0.1455152674332928,0.3618410562261955,0.2946769876108076,69,675,0.1916878161825957,0.0745945945945946,2.0193915367126465,True,2,0.3094397213826793,0.1022222222222222,0.1682593432534164,0.1533264539186895,0.4237929175399763,0.5253116085572123,69,675,0.3094397213826793,0.0745945945945946,1.3113734722137451,True,2
3amf__1__1.A_1.B__1.C,c1089,0.6128941215206258,0.1129032258064516,0.343468658612971,0.1879130943090172,0.6638847950138274,0.7993247744948425,105,930,0.577150208826861,0.0691244239631336,2.902578592300415,True,2,0.7995070193483421,0.1129032258064516,0.3550925897245804,0.2401739664914058,0.8097288477011979,0.8233750572834889,105,930,0.7995070193483421,0.0691244239631336,0.8070524334907532,True,2
3apv__2__1.B__1.E,c3321,0.1891663419386222,0.1088435374149659,0.1603731702471198,0.1376172322087309,0.3124751607181947,0.3398245204037258,48,441,0.1071015779010039,0.0617760617760617,1.8611778020858765,True,2,0.18485557534959,0.1088435374149659,0.157250691975832,0.1404743138744279,0.4056078788676827,0.337944285566251,48,441,0.18485557534959,0.0617760617760617,1.6943203210830688,True,2
3apv__1__1.A__1.C_1.D,c3321,0.2573090478391435,0.1133786848072562,0.1851399984236118,0.2056612232052575,0.4244082886949922,0.4153728429881274,50,441,0.1732735561828852,0.0744047619047619,1.813583493232727,True,2,0.2984154561322605,0.1133786848072562,0.170344622272088,0.1901771887258657,0.4534034240613189,0.4852763314257122,50,441,0.2984154561322605,0.0744047619047619,1.1863446235656738,True,2
3amf__1__1.A_1.B__1.E,c1089,0.5966661675898092,0.1242532855436081,0.3565373394198339,0.1680995921990385,0.6570929608026382,0.7800760269045215,104,837,0.5698446532320763,0.0762463343108504,2.8831100463867188,True,2,0.7791280913392239,0.1242532855436081,0.374188455565718,0.2253670910187692,0.8001394125587675,0.81020068589579,104,837,0.7791280913392239,0.0762463343108504,0.8195293545722961,True,2
3awh__1__1.A_1.B__1.C,c1089,0.5910906985079452,0.1167964404894327,0.3310005267866477,0.1771202333004458,0.7117369145191725,0.7820766701248894,105,899,0.535841678483196,0.0806451612903225,2.8979082107543945,True,2,0.787164657569181,0.1167964404894327,0.3535720099926631,0.2278730959639689,0.8120783709378181,0.8407640703122711,105,899,0.7867037500261173,0.0806451612903225,0.8226012587547302,True,2
3awh__1__1.A_1.B__1.E,c1089,0.6102518442867632,0.1242532855436081,0.3437545227125037,0.1583473306690244,0.6801748072715813,0.7774467638647887,104,837,0.5573716541244641,0.0684660961158657,2.887460231781006,True,2,0.7927129489457639,0.1242532855436081,0.3763574852917121,0.217339658354899,0.830750347059645,0.8096252356020078,104,837,0.7927129489457639,0.0684660961158657,0.8122186660766602,True,2
3axs__1__1.A__1.C,c1987,0.5379739187386667,0.1174968071519795,0.3724165053675135,0.211858621285255,0.6689611970178276,0.6956886479803905,92,783,0.5017601556959236,0.0709876543209876,2.805582284927368,True,2,0.8389765421808777,0.1174968071519795,0.3670650042800604,0.2035560305767072,0.8296796002351557,0.8285210812424679,92,783,0.8389765421808777,0.0709876543209876,0.5391625761985779,True,2
3agy__1__1.A__1.C,c3461,0.2277596747956196,0.0722394220846233,0.185461136280464,0.1453265264608687,0.4691070557349626,0.2990503398807815,70,969,0.0857284652870313,0.0442757748260594,4.591407775878906,True,2,0.385464337761995,0.0722394220846233,0.1988217861302389,0.1424743115000558,0.6711546528406993,0.499974641601601,70,969,0.385464337761995,0.0442757748260594,1.962726354598999,True,2
3axs__1__2.A__2.C,c1987,0.533534101890933,0.1174968071519795,0.3734777479894504,0.2131579615764064,0.6649363487119335,0.6863190640996328,92,783,0.5181050120087873,0.0811287477954144,2.815024852752685,True,2,0.8269324479153899,0.1174968071519795,0.3520003541621531,0.2231141231513658,0.8253986489700774,0.7985508274793988,92,783,0.8269324479153899,0.0811287477954144,0.5607635974884033,True,2
3au2__1__1.A__1.B_1.F_1.G,c31,0.231050271242648,0.0879765395894428,0.143300051203277,0.106876774307161,0.3583651161693489,0.373648588501927,60,682,0.1304692143874865,0.043010752688172,2.5639748573303223,True,2,0.2553922874672216,0.0879765395894428,0.1515661665448192,0.1440140219191234,0.4645166181632346,0.3670176475749285,60,682,0.2553824950661248,0.043010752688172,2.017385959625244,True,2
4a6s__2__1.C__1.I_1.J,c225,0.3640520900095045,0.1753246753246753,0.2975487989376878,0.2277189915299236,0.6558917093008001,0.397133239869212,54,308,0.1903434204356885,0.0818181818181818,2.1406283378601074,False,2,0.5483001881915808,0.1753246753246753,0.3973943377983782,0.2579090947850714,0.7150021863658227,0.6306397201283563,54,308,0.5483001881915808,0.0818181818181818,1.3283299207687378,True,2
3b0x__1__1.A__1.D_1.E_1.I,c31,0.281959024459089,0.0806451612903225,0.1653762493575628,0.1088450680901077,0.619984471550858,0.4595483576710599,60,744,0.2218581085302351,0.043010752688172,2.958046197891236,True,2,0.5916650686838598,0.0806451612903225,0.1704583260228421,0.145003159264019,0.80224126984127,0.6847335626776935,60,744,0.5916650686838598,0.043010752688172,1.069796442985535,True,2
4a6x__2__1.B__1.E_1.F,c124,0.5213635785748885,0.1321044546850998,0.236931865542143,0.1654254438826133,0.5837007168458781,0.7097921755071503,86,651,0.459136150300697,0.0711331679073614,3.2319860458374023,True,2,0.7863172380674964,0.1321044546850998,0.270130032508127,0.1919447952951211,0.7866538658474141,0.8138214698360803,86,651,0.7863172380674964,0.0711331679073614,0.777945876121521,True,2
4a8p__2__1.F__1.P,c103,0.3702836684135121,0.1903409090909091,0.2337605882862138,0.2521333432718338,0.463225387595792,0.5065326990029371,67,352,0.3581280045056147,0.1395833333333333,2.089268684387207,True,2,0.6195492826613958,0.1903409090909091,0.2470581407703435,0.2734493574564109,0.6315445973212517,0.6942293817293818,67,352,0.6195492826613956,0.1395833333333333,0.9482397437095642,True,2
