pair_id,ligand_inchikey,target_chembl_id,gene_symbol,label,binary_label,source_rows,sources,endpoints,relations,min_nM,max_nM,has_grey,has_unresolved,positive_record_ids,negative_record_ids,endpoint_group,refresh_covered,existing_ChEMBL37_numeric_pair,local_training_exact_pair,local_training_connectivity_pair,local_training_drug_seen,local_training_target_seen,drug_names,known_relation_excluded,known_training,known_chembl37,novelty_pass,identity_scope_pass,chemistry_policy_pass,independent_validation_rank_score,biomaster_independent_borda_score,ensemble_drug_to_target_logit,old_drug_leakage_safe_score_v10,dtiam_probability,rank_SPR_current,rank_contract_primary,rank_neural_full_fit,rank_graph_ranker,rank_DTIAM_comparator,scored,refresh_endpoint_covered
YBSJFWOBGCMAKL-UHFFFAOYSA-N__CHEMBL1801,YBSJFWOBGCMAKL-UHFFFAOYSA-N,CHEMBL1801,PLG,GREY,,1,BindingDB_202609,Ki,=,1695.0,1695.0,True,False,,,Kd_Ki,True,False,False,False,True,True,dabigatran etexilate,False,False,False,False,False,True,-1.853857127741573,0.860313315926893,-3.9707024,0.4704977492292008,0.44478157,52.0,18.0,72.0,29.0,352.0,True,True
BCFGMOOMADDAQU-UHFFFAOYSA-N__CHEMBL3130,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,32543,Kd_Ki,True,False,False,False,True,True,lapatinib,False,False,False,True,True,False,-1.7497191381494517,0.835509138381201,-3.648289,0.4918402347942891,0.7015988,55.0,29.0,74.0,47.0,234.0,True,True
XGALLCVXEZPNRQ-UHFFFAOYSA-N__CHEMBL3267,XGALLCVXEZPNRQ-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30713,Kd_Ki,True,False,False,False,True,True,gefitinib,False,False,False,True,True,True,-2.2706136412486937,0.464751958224543,-4.9837584,0.2529607944772108,0.35008016,58.0,207.0,192.0,240.0,216.0,True,True
ZPMNHBXQOOVQJL-UHFFFAOYSA-N__CHEMBL1899,ZPMNHBXQOOVQJL-UHFFFAOYSA-N,CHEMBL1899,HTR3A,GREY,,1,BindingDB_202609,Ki,=,3981.07,3981.07,True,False,,,Kd_Ki,True,False,False,False,True,True,prucalopride,False,False,False,False,True,True,-2.367200258396086,0.8342036553524804,0.3507757,0.8610235694854611,0.7291071,66.0,19.0,42.0,3.0,51.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL5838,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,33808,Kd_Ki,True,False,False,False,True,True,fedratinib,False,False,False,True,True,True,-1.447893653991391,0.4569190600522193,-2.256728,0.1523327367140362,0.92772317,67.0,220.0,46.0,337.0,14.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3145,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30785,Kd_Ki,True,False,False,False,True,True,fedratinib,False,False,False,True,True,True,-1.4534057016157969,0.7114882506527416,-2.3993576,0.3204904954472464,0.8460603,68.0,67.0,54.0,144.0,112.0,True,True
IYIKLHRQXLHMJQ-UHFFFAOYSA-N__CHEMBL4302,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,CHEMBL4302,ABCB1,GREY,,2,BindingDB_202609,Ki,=,3200.0,5780.0,True,False,,,Kd_Ki,True,False,False,False,True,True,amiodarone,False,False,False,False,True,False,-3.8416159735719,0.6840731070496083,0.0636971,0.5551342765891703,0.4157335,69.0,73.0,68.0,105.0,175.0,True,True
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL3267,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30440,Kd_Ki,True,False,False,False,True,True,bosutinib,False,False,False,True,True,True,-1.7395266550775608,0.7702349869451697,-3.5289586,0.3648324426842093,0.7693958,73.0,49.0,194.0,80.0,250.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL3267,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,32793,Kd_Ki,True,False,False,False,True,True,fostamatinib,False,False,False,True,False,True,-1.790134119164961,0.7989556135770235,-2.5293455,0.5719753436411412,0.84740674,74.0,32.0,112.0,43.0,110.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL4005,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL4005,PIK3CA,WEAK_NEGATIVE,0.0,10,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,14371;14421;14665;14871;15215;15685;16152;16656;16695;30780,Kd_Ki,True,False,False,False,True,True,fostamatinib,False,False,False,True,False,True,-1.814908494086941,0.783289817232376,-2.201418,0.5499337677207431,0.788176,77.0,37.0,100.0,49.0,167.0,True,True
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL3145,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,33385,Kd_Ki,True,False,False,False,True,True,bosutinib,False,False,False,True,True,True,-1.804073336894285,0.5796344647519582,-3.49852,0.2211846564066826,0.8214409,79.0,125.0,190.0,223.0,186.0,True,True
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL3130,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,36233,Kd_Ki,True,False,False,False,True,True,bosutinib,False,False,False,True,True,True,-1.8150792426010784,0.8328981723237598,-2.7795181,0.656175975771592,0.8598626,81.0,33.0,131.0,19.0,125.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL4005,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL4005,PIK3CA,WEAK_NEGATIVE,0.0,10,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,14999;15239;15305;15607;16116;16558;16757;17024;17252;33544,Kd_Ki,True,False,False,False,True,True,selumetinib,False,False,False,True,True,True,-2.1942468554271106,0.6305483028720626,-4.305916,0.0743564810611144,0.39470017,81.0,103.0,223.0,157.0,275.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL3983,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL3983,TTK,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35661;43958,Kd_Ki,True,False,False,False,True,True,dasatinib,False,False,False,True,True,True,-1.5897166812983352,0.4451697127937337,-4.2956157,0.4468436316893066,0.6821667,87.0,228.0,271.0,255.0,288.0,True,True
VSNHCAURESNICA-UHFFFAOYSA-N__CHEMBL283,VSNHCAURESNICA-UHFFFAOYSA-N,CHEMBL283,MMP3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,25000000.0,25000000.0,False,False,,17769,Kd_Ki,True,False,False,False,True,True,hydroxyurea,False,False,False,True,True,False,-3.9526973311841656,0.6697127937336815,-3.4250367,0.7506368635172023,0.04614798,88.0,83.0,45.0,95.0,324.0,True,True
UBPYILGKFZZVDX-UHFFFAOYSA-N__CHEMBL4005,UBPYILGKFZZVDX-UHFFFAOYSA-N,CHEMBL4005,PIK3CA,WEAK_NEGATIVE,0.0,10,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,14330;15050;15056;15467;15474;16477;16640;17058;17297;33384,Kd_Ki,True,False,False,False,True,True,bosutinib,False,False,False,True,True,True,-1.8846400357440165,0.7506527415143602,-3.6809714,0.3486207037338392,0.75584316,89.0,57.0,206.0,90.0,268.0,True,True
JOOXLOJCABQBSG-UHFFFAOYSA-N__CHEMBL3130,JOOXLOJCABQBSG-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35553,Kd_Ki,True,False,False,False,True,True,fedratinib,False,False,False,True,True,True,-1.7442134022377815,0.8328981723237598,-0.8104226,0.5214635911999128,0.8257643,91.0,30.0,18.0,36.0,133.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL3130,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35883,Kd_Ki,True,False,False,False,True,True,pazopanib,False,False,False,True,True,True,-1.8761011113878028,0.7911227154046998,1.9283098,0.6662918368938098,0.91734076,92.0,39.0,24.0,59.0,56.0,True,True
XMXHEBAFVSFQEX-UHFFFAOYSA-N__CHEMBL1899,XMXHEBAFVSFQEX-UHFFFAOYSA-N,CHEMBL1899,HTR3A,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,5593,Kd_Ki,True,False,False,False,False,True,iloperidone,False,False,False,True,True,True,-2.1622963263975183,0.391644908616188,-1.9531261,0.5220586279239904,0.29068115,98.0,257.0,147.0,373.0,259.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL3267,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29891,Kd_Ki,True,False,False,False,True,True,pazopanib,False,False,False,True,True,True,-1.935400499229935,0.4830287206266318,-0.08516439,0.3747492265673045,0.86934674,99.0,200.0,53.0,262.0,238.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL3130,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30997,Kd_Ki,True,False,False,False,True,True,dasatinib,False,False,False,False,True,True,-1.70860067377339,0.6135770234986946,-1.8445095,0.6027523470836224,0.8115518,108.0,114.0,131.0,119.0,218.0,True,True
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3145,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,36561,Kd_Ki,True,False,False,False,True,True,nilotinib,False,False,False,True,True,True,-1.503076250746997,0.3172323759791122,-3.881075,0.0621964747212195,0.90884656,114.0,314.0,202.0,379.0,159.0,True,True
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL4005,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL4005,PIK3CA,WEAK_NEGATIVE,0.0,10,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,14934;15079;15704;15797;15941;15949;16785;16885;17274;36734,Kd_Ki,True,False,False,False,True,True,nilotinib,False,False,False,True,True,True,-1.5488004400702526,0.3237597911227154,-4.343968,0.0732192297674019,0.88278604,116.0,310.0,241.0,377.0,220.0,True,True
CUIHSIWYWATEQL-UHFFFAOYSA-N__CHEMBL5838,CUIHSIWYWATEQL-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29867,Kd_Ki,True,False,False,False,True,True,pazopanib,False,False,False,True,True,True,-2.0367359593222907,0.5430809399477807,-1.120237,0.4649462198478164,0.92534393,117.0,153.0,87.0,204.0,22.0,True,True
NUKYPUAOHBNCPY-UHFFFAOYSA-N__CHEMBL1801,NUKYPUAOHBNCPY-UHFFFAOYSA-N,CHEMBL1801,PLG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,2000000.0,2000000.0,False,False,,37297,Kd_Ki,True,False,False,False,True,True,dalfampridine,False,False,False,True,True,False,-4.5656557037439685,0.3302872062663185,-6.1128993,0.0937640152775497,0.050402366,119.0,304.0,201.0,327.0,231.0,True,True
NHHQJBCNYHBUSI-UHFFFAOYSA-N__CHEMBL3145,NHHQJBCNYHBUSI-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,30781,Kd_Ki,True,False,False,False,True,True,fostamatinib,False,False,False,True,False,True,-2.0386508198854085,0.5953002610966057,-2.5864134,0.3683197665208372,0.8521439,120.0,132.0,116.0,149.0,102.0,True,True
NTJOBXMMWNYJFB-UHFFFAOYSA-N__CHEMBL222,NTJOBXMMWNYJFB-UHFFFAOYSA-N,CHEMBL222,SLC6A2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,10000.0,10000.0,False,False,,6475,Kd_Ki,True,False,False,False,True,True,amisulpride,False,False,False,True,True,True,-3.076279702631965,0.8590078328981723,-2.376603,0.6802859481150063,0.2454248,121.0,15.0,113.0,24.0,198.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL3145,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35453,Kd_Ki,True,False,False,False,True,True,vandetanib,False,False,False,True,True,True,-3.5989727945367824,0.6266318537859008,-4.355965,0.5237184195618982,0.20428607,130.0,98.0,215.0,51.0,266.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL3267,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34708,Kd_Ki,True,False,False,False,True,True,vandetanib,False,False,False,True,True,True,-3.6187928514465217,0.3524804177545692,-4.466641,0.241597696259022,0.1894414,132.0,294.0,223.0,247.0,296.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL1908389,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL1908389,MAP3K12,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31227,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-1.959912657568228,0.3603133159268929,-5.2888393,0.0316877160794433,0.6729119,134.0,288.0,224.0,378.0,270.0,True,True
UHTHHESEBZOYNR-UHFFFAOYSA-N__CHEMBL3130,UHTHHESEBZOYNR-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29220,Kd_Ki,True,False,False,False,True,True,vandetanib,False,False,False,True,True,True,-3.643077572389696,0.6488250652741514,-2.8377666,0.5716229345702908,0.19119687,135.0,83.0,118.0,40.0,292.0,True,True
XMXHEBAFVSFQEX-UHFFFAOYSA-N__CHEMBL238,XMXHEBAFVSFQEX-UHFFFAOYSA-N,CHEMBL238,SLC6A3,GREY,,1,BindingDB_202609,Ki,=,2951.0,2951.0,True,False,,,Kd_Ki,True,False,False,False,False,True,iloperidone,False,False,False,False,True,True,-2.3727885810624594,0.2832898172323759,-0.3579615,0.4184894512896348,0.60083926,135.0,325.0,53.0,377.0,68.0,True,True
BYBLEWFAAKGYCD-UHFFFAOYSA-N__CHEMBL4302,BYBLEWFAAKGYCD-UHFFFAOYSA-N,CHEMBL4302,ABCB1,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Ki,=,26360.0,55500.0,False,False,,46243;46246,Kd_Ki,True,False,False,False,True,True,miconazole,False,False,False,False,True,True,-3.5516283620775835,0.5861618798955615,-2.029769,0.73835194219385,0.1585683,141.0,133.0,138.0,150.0,315.0,True,True
CYOHGALHFOKKQC-UHFFFAOYSA-N__CHEMBL3145,CYOHGALHFOKKQC-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,33545,Kd_Ki,True,False,False,False,True,True,selumetinib,False,False,False,True,True,True,-2.522266209856372,0.7519582245430809,-3.5439956,0.2307620773702955,0.5186354,143.0,50.0,132.0,27.0,209.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL5838,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26609;32240,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-2.048883814963317,0.2637075718015665,-2.6642814,0.0341290472115009,0.5719047,149.0,332.0,70.0,376.0,317.0,True,True
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3130,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,34617,Kd_Ki,True,False,False,False,True,True,nilotinib,False,False,False,True,True,True,-1.8988016302723585,0.3955613577023499,-3.9510915,0.2395710742857207,0.9327754,151.0,273.0,212.0,284.0,72.0,True,True
NUKYPUAOHBNCPY-UHFFFAOYSA-N__CHEMBL204,NUKYPUAOHBNCPY-UHFFFAOYSA-N,CHEMBL204,F2,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,>,2000000.0,2000000.0,False,False,,37298,Kd_Ki,True,False,False,False,True,True,dalfampridine,False,False,False,True,True,False,-4.709461877530914,0.622715404699739,-5.352427,0.3339300570218314,0.075037904,156.0,104.0,127.0,93.0,90.0,True,True
HEFNNWSXXWATRW-UHFFFAOYSA-N__CHEMBL202,HEFNNWSXXWATRW-UHFFFAOYSA-N,CHEMBL202,DHFR,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Ki,=,560000.0,560000.0,False,False,,56707,Kd_Ki,True,False,False,False,True,True,ibuprofen,False,False,False,False,True,True,-4.192758235249903,0.3485639686684073,-3.812769,0.3778790544244156,0.07761046,157.0,297.0,155.0,286.0,170.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL4005,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL4005,PIK3CA,WEAK_NEGATIVE,0.0,12,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,15508;15614;15788;16205;16216;16320;16331;16864;16959;18779;31059;43660,Kd_Ki,True,False,False,False,True,True,dasatinib,False,False,False,False,True,True,-1.9816426899698305,0.5261096605744126,-3.5243433,0.5657549863858988,0.7983087,159.0,169.0,228.0,155.0,224.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL5838,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,35387,Kd_Ki,True,False,False,False,True,True,imatinib,False,False,False,True,True,True,-2.851150493053492,0.5130548302872062,-3.328294,0.1859260501060634,0.84557354,169.0,183.0,63.0,219.0,51.0,True,True
ZBNZXTGUTAYRHI-UHFFFAOYSA-N__CHEMBL3145,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,31060,Kd_Ki,True,False,False,False,True,True,dasatinib,False,False,False,True,True,True,-2.0497418762470696,0.3237597911227154,-3.100404,0.3751715488075118,0.9120179,170.0,299.0,196.0,308.0,48.0,True,True
VNFPBHJOKIVQEB-UHFFFAOYSA-N__CHEMBL4302,VNFPBHJOKIVQEB-UHFFFAOYSA-N,CHEMBL4302,ABCB1,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Ki,=,29920.0,44000.0,False,False,,46245;46247,Kd_Ki,True,False,False,False,True,True,clotrimazole,False,False,False,False,True,True,-3.906713820586583,0.5274151436031331,-3.7481663,0.7477858913198041,0.16804908,178.0,169.0,213.0,175.0,278.0,True,True
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL5838,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL5838,ERBB3,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,36594,Kd_Ki,True,False,False,False,True,True,nilotinib,False,False,False,True,True,True,-2.1055865691285094,0.2467362924281984,-1.4734093,0.0929507035288491,0.9261782,178.0,337.0,46.0,366.0,86.0,True,True
HHZIURLSWUIHRB-UHFFFAOYSA-N__CHEMBL3267,HHZIURLSWUIHRB-UHFFFAOYSA-N,CHEMBL3267,PIK3CG,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,36618,Kd_Ki,True,False,False,False,True,True,nilotinib,False,False,False,True,True,True,-2.1509656192787565,0.1984334203655352,-3.9869244,0.0554839927933132,0.8867632,183.0,356.0,217.0,380.0,214.0,True,True
MLDQJTXFUGDVEO-UHFFFAOYSA-N__CHEMBL3145,MLDQJTXFUGDVEO-UHFFFAOYSA-N,CHEMBL3145,PIK3CB,WEAK_NEGATIVE,0.0,2,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,26433;31216,Kd_Ki,True,False,False,False,True,True,sorafenib,False,False,False,True,True,True,-2.287617327281004,0.4830287206266319,-5.161743,0.2415633562505033,0.8171856,184.0,195.0,210.0,151.0,122.0,True,True
KTUFNOKKBVMGRW-UHFFFAOYSA-N__CHEMBL3130,KTUFNOKKBVMGRW-UHFFFAOYSA-N,CHEMBL3130,PIK3CD,WEAK_NEGATIVE,0.0,1,BindingDB_202609,Kd,>,10000.0,10000.0,False,False,,29828,Kd_Ki,True,False,False,False,True,True,imatinib,False,False,False,True,True,True,-2.971530289658208,0.5391644908616188,-2.8619077,0.2724861746244427,0.50163466,184.0,156.0,42.0,137.0,255.0,True,True
